"","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3"
"RNU6-151P",8.13033958903011,3.47516307248881,7.70938976055195,0,0,1.67134734404641
"F2RL3",56.9123771232108,94.9877906480276,93.7975754200487,66.1638042907104,46.7434184857023,26.7415575047425
"ZNF487",45.2976062817392,46.3355076331842,61.6751180844156,30.357510203973,29.7458117636287,23.3988628166497
"CCDC33",19.7451104305017,27.8013045799105,28.2677624553572,10.119170067991,11.0484443693478,10.0280840642785
"DET1",89.4337354793313,72.9784245222651,84.8032873660715,58.3798273153327,39.9443757968728,55.1544623535315
"NDUFA13",109.178845909833,78.7703629764131,106.646558354302,90.2941329143813,45.8935381495986,39.2766625850906
"RASGEF1A",113.824754246422,127.422645991257,84.8032873660715,166.577107273083,164.02690486801,136.214808539782
"RMND1",953.572686084818,905.859174228751,895.574110517452,1008.02501831141,1010.50771962727,1182.47824591283
"CFAP44",358.896419001472,430.920220988613,346.922539224838,256.871240187464,305.10704066122,334.269468809282
"EMC8",941.957915243346,1004.32212794927,972.668008122971,838.334320248178,916.171002319764,739.571199740536
"PCDHB9",12.7762479256188,3.47516307248881,2.56979658685065,17.1247493458309,22.0968887386956,20.8918418005801
"WDR13",1053.45971532147,930.185315736173,907.13819515828,933.298839347786,809.086079970701,661.853548242378
"SERPINE3",12.7762479256188,4.63355076331842,10.2791863474026,14.7895562532176,23.796649410903,36.769641569021
"ARHGEF35",2.32295416829432,4.63355076331842,0,5.44878388276439,11.8983247054515,19.2204944565337
"RN7SL49P",0,0,0,8.56237467291546,1.69976067220736,3.34269468809282
"ABCC3",3.48443125244148,10.4254892174664,17.9885761079546,37.3630894818129,26.346290419214,20.0561681285569
"ADAMTS14",27.8754500195318,4.63355076331842,2.56979658685065,4.67038618522662,0,0
"SIGLEC12",38.3287437768563,30.1180799615697,30.8375590422078,94.9645190996079,43.3438971412875,46.7977256332995
"THAP4",641.135350449232,732.10102060431,580.774028628247,859.351058081698,803.986797954079,686.923758403074
"ZDHHC19",12.7762479256188,5.79193845414802,5.1395931737013,1.55679539507554,0,1.67134734404641
"RFPL3S",25.5524958512375,9.26710152663684,34.6922539224838,10.119170067991,5.09928201662207,9.19241039225525
"SNORA74A",0,0,0,6.22718158030216,6.79904268882942,0.835673672023204
"LINC01252",96.4025979842142,132.056196754575,101.506965180601,84.8453490316169,55.242221846739,75.2106304820884
"RPL10P9",332.182446066088,266.429168890809,273.683336499594,393.090837256574,322.104647383294,391.09527850686
"CDH4",22.068064598796,13.9006522899553,35.9771522159091,11.6759654630665,9.34868369714045,0
"RPL4P4",300.822564794114,227.043987402603,201.729032067776,182.145061223838,184.424032934498,179.669839484989
"EOLA1-DT",63.8812396280938,59.0777722323099,43.6865419764611,43.5902710621151,28.0460510914214,10.8637577363017
"ZNF718",131.246910508629,123.947482918768,149.048202037338,174.36108424846,203.971280664883,172.984450108803
"MIR3178",4.64590833658864,8.10871383580723,5.1395931737013,0.77839769753777,0,0.835673672023204
"RN7SKP150",15.0992020939131,8.10871383580723,17.9885761079546,1.55679539507554,4.24940168051839,5.01404203213923
"LMF1",321.729152308763,362.575347229666,367.480911919643,273.995989533295,303.407279989013,260.73018567124
"MOCS3",216.034737651372,171.441378242782,296.81150578125,313.694272107721,334.002972088745,269.086922391472
"SEC61GP1",0,10.4254892174664,16.7036778145292,0,2.54964100831103,0
"MEIS1",164.929745948897,145.95684904453,191.449845720373,101.19170067991,124.932409407241,132.87211385169
"FBXL15",419.293227377124,400.802141027043,364.911115332792,344.830180009232,338.252373769264,252.373448951008
"LINC01857",13.9377250097659,60.2361599231395,15.4187795211039,3.11359079015108,11.8983247054515,15.8777997684409
"EFCAB12",27.8754500195318,13.9006522899553,30.8375590422078,5.44878388276439,8.49880336103677,13.3707787523713
"TOMM22",1449.52340101565,1296.23582603833,1345.28851321632,1556.79539507554,1583.32706616115,1492.51317823344
"MBD3L3",1.16147708414716,4.63355076331842,0,10.8975677655288,14.4479657137625,7.52106304820884
"NUP107-DT",17.4221562622074,10.4254892174664,26.9828641619318,6.22718158030216,5.09928201662207,6.68538937618564
"TRIM71",0,0,0,0,0,19.2204944565337
"SORD2P",13.9377250097659,11.583876908296,6.42449146712663,38.9198848768885,19.5472477303846,22.5631891446265
"C17orf100",6.96886250488296,13.9006522899553,7.70938976055195,3.11359079015108,1.69976067220736,0
"CACTIN-AS1",13.9377250097659,31.2764676523993,14.1338812276786,7.00557927783993,9.34868369714045,3.34269468809282
"ZBED9",12.7762479256188,8.10871383580723,3.85469488027598,15.5679539507554,23.796649410903,30.0842521928354
"HEPHL1",34.8443125244148,8.10871383580723,14.1338812276786,9.34077237045323,2.54964100831103,5.01404203213923
"MIR4298",3.48443125244148,12.7422645991257,5.1395931737013,0.77839769753777,0,1.67134734404641
"ZNF8-DT",84.7878271427426,88.03746450305,109.216354941153,46.7038618522662,76.489230249331,55.1544623535315
"SLC24A4",13.9377250097659,8.10871383580723,5.1395931737013,13.2327608581421,43.3438971412875,20.0561681285569
"KIAA1586",480.851512836924,422.811507152806,584.628723508523,492.725742541408,679.904268882942,695.280495123306
"UPK3B",6.96886250488296,20.8509784349329,26.9828641619318,5.44878388276439,6.79904268882942,5.01404203213923
"ZPR1",1227.68127794355,1120.16089703223,1065.18068524959,1285.9129963324,1274.82050415552,1341.25624359724
"CCDC28A",576.092633736991,515.482522419174,529.378096891234,694.33074620369,577.918628550501,667.70326394654
"ZNF8-ERVK3-1",4.64590833658864,6.95032614497763,12.8489829342533,15.5679539507554,22.9467690747993,29.2485785208122
"SH2D3C",2868.84839784348,2675.87556581639,2655.88477251015,2727.50553217234,2339.72056529342,2132.63921100322
"ADGRD1",47.6205604500335,137.848135208723,97.6522703003247,159.571527995243,125.782289743344,161.285018700478
"KIF6",10.4532937573244,23.1677538165921,3.85469488027598,0,5.94916235272574,0
"RNY1P14",8.13033958903011,4.63355076331842,0,0,0,0
"ZNF197-AS1",8.13033958903011,4.63355076331842,0,0,0,0
"CDK5",563.316385811372,686.923900661956,579.489130334822,583.019875455789,494.63035561234,390.259604834836
"ARL4D",49.9435146183278,67.1864860681171,70.6694061383929,29.5791125064352,49.2930594940133,26.7415575047425
"RPL7AP2",0,0,1.28489829342533,10.119170067991,0.849880336103678,7.52106304820884
"CLEC4A",6.96886250488296,23.1677538165921,34.6922539224838,41.2550779695018,54.3923415106354,42.6193572731834
"DDX25",4.64590833658864,9.26710152663684,5.1395931737013,0,1.69976067220736,0
"KLF4P1",0,0,15.4187795211039,0,0,0
"MTND5P25",0,0,15.4187795211039,0,0,0
"PKD2L1",116.147708414716,106.571667556324,115.640846408279,194.599424384442,117.283486382307,173.820123780827
"C16orf54",757.283058863948,740.209734440118,866.021449768669,737.142619568268,611.913841994648,639.290359097751
"PREX2",7549.60104695654,7782.04850699329,7479.39296602882,6067.61005230691,7033.60966159404,7422.4535549101
"SLC22A14",10.4532937573244,0,2.56979658685065,0,0,0
"KIF18A",308.952904383144,326.665328813949,263.404150152192,229.627320773642,269.412066544866,190.533597221291
"GTF2H2",137.054295929365,236.311088929239,269.828641619318,295.012727366815,322.954527719397,264.072880359333
"SEC22B2P",0,0,2.56979658685065,3.11359079015108,7.6489230249331,13.3707787523713
"ZNF341",321.729152308763,324.348553432289,287.817217727273,236.632900051482,279.61063057811,213.096786365917
"ZNF549",387.933346105151,268.745944272468,364.911115332792,379.079678700894,441.087894437809,478.841014069296
"TACC2",0,2.31677538165921,7.70938976055195,18.6815447409065,11.0484443693478,13.3707787523713
"BCL10-AS1",11.6147708414716,11.583876908296,16.7036778145292,3.89198848768885,1.69976067220736,5.01404203213923
"SKIDA1",0,0,0,9.34077237045323,2.54964100831103,1.67134734404641
"MIR553",0,0,0,4.67038618522662,0,10.8637577363017
"DNAJC19P5",23.2295416829432,35.9100184157178,10.2791863474026,4.67038618522662,10.1985640332441,10.0280840642785
"PLPPR3",6.96886250488296,8.10871383580723,19.2734744013799,4.67038618522662,1.69976067220736,0.835673672023204
"RNY1P9",9.29181667317727,11.583876908296,11.5640846408279,1.55679539507554,3.39952134441471,2.50702101606961
"ENPP7P15",0,0,0,2.33519309261331,13.5980853776588,0
"MAP7D1",4079.10751952482,3980.22010569052,3695.36749189124,4778.58346518437,4295.29521866799,4040.48220423219
"SEPTIN1",124.278048003746,107.730055247153,92.5126771266234,73.1693835685503,70.5400678966052,74.3749568100652
"ZKSCAN8P1",39.4902208610034,45.1771199423546,60.3902197909903,72.3909858710126,90.0873156269898,73.539283138042
"CCR10",9.29181667317727,3.47516307248881,0,0,0,0
"FBXL13",12.7762479256188,22.0093661257625,11.5640846408279,20.238340135982,48.4431791579096,36.769641569021
"SPINDOC",944.28086941164,1012.43084178507,821.050009498783,882.702989007831,730.897089049163,727.871768332211
"CCT6A",6568.15291085219,6777.72637904402,6472.03270398336,6819.5422281284,7163.6413530179,7765.07976043962
"TM9SF5P",40.6516979451506,45.1771199423546,43.6865419764611,17.9031470433687,27.1961707553177,22.5631891446265
"TOP3A",1642.32859698408,1442.19267508286,1373.55627567167,1882.16563264633,1640.2690486801,1601.98642926848
"EVC2",0,0,0,7.00557927783993,0,8.35673672023204
"TIMM29",312.437335635586,284.963371944083,453.56909757914,470.152209312813,520.976646031554,374.381805066396
"RNF220",1903.66094091719,1842.9948161099,1941.48132136567,1752.17321715752,1648.76785204113,1687.22514381485
"SLC35G1",159.122360528161,144.798461353701,114.355948114854,186.815447409065,186.123793606705,197.218986597476
"MRTFA-AS1",27.8754500195318,23.1677538165921,38.5469488027598,21.0167378335198,3.39952134441471,10.0280840642785
"KHDRBS1",4737.66502623626,4734.3304924206,4594.79629728896,5127.30563368129,4941.20427410678,5291.48569125093
"BTG1",2485.56096007492,2593.63003976749,2792.08399161323,2163.16720145746,2394.11290680406,2460.22329043631
"GPAT4",1916.43718884281,1848.78675456405,1902.93437256291,2231.66619884079,2130.65000261192,1982.21795003904
"WDR20",761.928967200536,744.843285203436,727.252434078734,792.408856093449,902.572916942106,910.884302505293
"TMEM79",155.637929275719,172.599765933611,181.170659372971,150.23075562479,102.835520668545,110.308924707063
"RBM25-AS1",19.7451104305017,13.9006522899553,23.1281692816559,4.67038618522662,6.79904268882942,8.35673672023204
"CFAP157",38.3287437768563,39.3851814882066,41.1167453896104,13.2327608581421,10.1985640332441,31.7555995368818
"ZBED6CL",134.73134176107,155.223950571167,122.065337875406,229.627320773642,164.876785204113,174.65579745285
"C3orf22",6.96886250488296,0,0,11.6759654630665,23.796649410903,5.01404203213923
"BCL2L1-AS1",12.7762479256188,10.4254892174664,14.1338812276786,3.11359079015108,2.54964100831103,4.17836836011602
"TCEAL1",739.86090260174,647.538719173749,878.870432702922,593.13904552378,612.763722330751,676.895674338796
"HSF5",1.16147708414716,4.63355076331842,14.1338812276786,1.55679539507554,0,0
"PLCE1",186.997810547693,202.717845895181,201.729032067776,104.305291470061,177.624990245669,143.735871587991
"SCAF11",5227.80835574636,5534.77638678385,5995.33543712257,5640.26971635868,6326.50922195578,6729.68008080287
"TADA2A",1224.19684669111,1143.32865084882,1260.48522585024,1106.88152589871,982.461668535851,1075.51201589386
"GNE",502.91957743572,421.653119461976,476.697266860796,532.424025115834,564.320543172842,588.314265104336
"KIF27",56.9123771232108,31.2764676523993,53.9657283238637,94.1861214020701,76.489230249331,66.0182200898332
"SKIL",10792.4450658954,11121.680219655,10773.8721903714,10561.2999601925,12655.5680849199,13142.6398399089
"HSD17B7P2",6.96886250488296,11.583876908296,2.56979658685065,0.77839769753777,0,1.67134734404641
"SELENOW",1962.8962722087,1825.61900074746,1757.74086540584,1693.79338984219,1757.5525350624,1337.91354890915
"KCTD16",2.32295416829432,0,0,0,11.0484443693478,16.7134734404641
"PKD1",1079.01221117271,907.017561919581,886.579822463474,909.946908421653,815.035242323427,674.388653322726
"CRYZL2P",623.713194187025,630.162903811305,669.432010874594,433.567517528538,562.620782500635,588.314265104336
"RNU6-1095P",15.0992020939131,13.9006522899553,10.2791863474026,5.44878388276439,2.54964100831103,2.50702101606961
"RAB3A",198.612581389164,162.174276716145,192.734744013799,126.878824698656,164.876785204113,105.294882674924
"TMEM191C",32.5213583561205,44.018732251525,42.4016436830357,24.9087263212086,19.5472477303846,15.0421260964177
"ZNF600",342.635739823412,370.684061065474,337.928251170861,259.984830977615,311.90608335005,268.251248719449
"RPL23P2",27.8754500195318,46.3355076331842,29.5526607487825,23.3519309261331,13.5980853776588,10.0280840642785
"AHCTF1",2038.39228267826,1878.90483452562,1953.04540600649,2119.57693039535,2142.54832731737,2293.9242297037
"BOLA3",73.173056301271,94.9877906480276,147.763303743912,59.1582250128705,81.588512265953,56.8258096975779
"BCAN",34.8443125244148,23.1677538165921,24.4130675750812,10.119170067991,15.2978460498662,10.0280840642785
"GRHPR",1635.3597344792,1465.36042889945,1395.3995466599,1812.10983986793,1851.88925236991,1515.07636737807
"RPL34P20",2.32295416829432,20.8509784349329,0,0,1.69976067220736,0
"CICP5",2.32295416829432,3.47516307248881,5.1395931737013,0,0,0
"ERAS",2.32295416829432,3.47516307248881,5.1395931737013,0,0,0
"LINC01018",2.32295416829432,3.47516307248881,5.1395931737013,0,0,0
"TAF12",1177.73776332522,1107.4186324331,966.243516655845,942.639611718239,985.861189880266,867.429271560086
"AVIL",137.054295929365,119.313932155449,96.3673720068994,170.469095760772,147.87917848204,174.65579745285
"TTC38",633.005010860202,560.659642361529,510.104622489854,670.978815277557,714.749362663193,645.975748473937
"RNA5SP469",1.16147708414716,6.95032614497763,6.42449146712663,0.77839769753777,0,0
"PPCS",1708.53279078047,1533.7053026584,1693.49595073458,1362.1959706911,1471.99274213157,1522.59743042628
"KRTAP7-1",13.9377250097659,9.26710152663684,10.2791863474026,5.44878388276439,0,0
"TBC1D3C",4.64590833658864,9.26710152663684,3.85469488027598,0,0.849880336103678,0.835673672023204
"TRMT112P6",6.96886250488296,16.2174276716145,7.70938976055195,1.55679539507554,1.69976067220736,3.34269468809282
"RNA5SP301",12.7762479256188,8.10871383580723,23.1281692816559,3.89198848768885,5.94916235272574,2.50702101606961
"ZNF669",141.700204265953,81.0871383580724,97.6522703003247,142.446778649412,144.479657137625,178.834165812966
"PPP2R3C",556.347523306489,656.805820700386,569.209943987419,695.109143901228,693.502354260601,717.00801059591
"MBD5",596.99922125164,393.851814882066,372.620505093344,558.889546832119,543.07353477025,624.248233001334
"KCND1",44.1361291975921,34.7516307248881,25.6979658685065,14.7895562532176,18.6973673942809,16.7134734404641
"BEND7P1",2.32295416829432,10.4254892174664,0,0,0,0
"G6PD",1758.4763053988,1668.07827479463,1395.3995466599,2069.75947775293,1807.69547489252,1702.26726991127
"CENPQ",383.287437768563,371.842448756303,355.916827278815,270.104001045606,307.656681669531,318.391669040841
"RNU6-946P",3.48443125244148,3.47516307248881,3.85469488027598,0,0,0
"SNORA80C",3.48443125244148,3.47516307248881,3.85469488027598,0,0,0
"ST6GALNAC4P1",9.29181667317727,11.583876908296,3.85469488027598,2.33519309261331,0.849880336103678,0.835673672023204
"ZNF823",186.997810547693,196.925907441033,160.612286678166,112.089268445439,168.276306548528,107.801903690993
"RTCA",1284.59365506676,1286.96872451169,1252.77583608969,1265.67465619641,1626.67096330244,1527.61147245842
"TTC41P",74.3345333854182,55.602609159821,93.7975754200487,27.2439194138219,65.4407858799832,33.4269468809282
"SLC38A2",9315.04621486022,10240.1471869337,10009.3577057833,9817.15176134635,10873.3690201104,12245.126316156
"MANEALP1",0,0,0,0,18.6973673942809,0
"POLR2J4",65.0427167122409,60.2361599231395,77.0938976055195,36.5846917842752,50.9928201662206,32.591273208905
"ERICH6-AS1",40.6516979451506,44.018732251525,33.4073556290585,18.6815447409065,14.4479657137625,25.9058838327193
"AOX1",0,1.1583876908296,0,4.67038618522662,10.1985640332441,2.50702101606961
"VAV1",7072.23396537205,7007.08714182828,6930.7413947362,6922.29072420338,6286.5648461589,5841.3589674422
"MKRN1",3598.2560066879,3802.98678899359,3691.51279701096,4277.29534797004,3970.64093027638,3943.5440582775
"EDC4",1483.20623645592,1606.68372718066,1400.5391398336,2059.64030768494,1637.71940767179,1537.6395565227
"CLPTM1L",2112.72681606368,2012.11941897102,2076.39564217533,2574.1611857574,2266.63085638851,2146.84566342761
"TTLL1-AS1",3.48443125244148,20.8509784349329,2.56979658685065,3.11359079015108,0,0
"PRDX5",4874.71932216563,4690.31176016907,4571.66812800731,4742.77717109763,4150.81556153036,3616.79565251643
"PARP10",1784.02880125004,1800.13447154921,1681.93186609375,1784.86592045411,1398.05315289055,1360.47673805378
"NR6A1",156.799406359867,187.658805914396,168.321676438718,231.184116168718,228.617810411889,213.096786365917
"PPP1R13B",974.479273599467,905.859174228751,919.987178092533,893.600556773359,803.986797954079,669.374611290587
"HMGN1P1",29.036927103679,41.7019568698658,43.6865419764611,58.3798273153327,72.2398285688126,63.5111990737635
"SMLR1",0,2.31677538165921,1.28489829342533,12.4543631606043,3.39952134441471,10.0280840642785
"SNHG10",97.5640750683614,159.857501334485,93.7975754200487,81.7317582414658,63.7410252077758,84.4030408743436
"SPEG",0,5.79193845414802,25.6979658685065,0,0,3.34269468809282
"THAP7-AS1",56.9123771232108,45.1771199423546,39.8318470961851,33.4711009941241,24.6465297470066,15.8777997684409
"KCNA5",319.406198140469,352.1498580122,326.364166530033,282.55836420621,185.273913270602,294.992806224191
"EEF1GP7",10.4532937573244,19.6925907441033,11.5640846408279,7.00557927783993,0,2.50702101606961
"RPL12P15",0,0,0,3.11359079015108,1.69976067220736,8.35673672023204
"ZNF701",130.085433424482,173.758153624441,204.298828654627,242.860081631784,207.370802009297,233.988628166497
"JRKL",356.573464833178,308.131125760675,371.335606799919,335.489407638779,456.385740487675,536.502497438897
"H3P16",101.048506320803,81.0871383580724,82.2334907792208,66.9422019882482,56.9419825189464,44.2907046172298
"FHIP1B",2591.25537473231,2480.10804606618,2233.15323397322,2219.99023337772,2197.79054916411,2114.25439021871
"ASS1P13",4.64590833658864,2.31677538165921,3.85469488027598,0,0,0
"MIR4715",4.64590833658864,2.31677538165921,3.85469488027598,0,0,0
"SUMO2P15",20.9065875146489,1.1583876908296,0,0,0.849880336103678,0.835673672023204
"ZNF829",23.2295416829432,27.8013045799105,57.8204232041396,4.67038618522662,22.0968887386956,18.3848207845105
"CCDC137",931.504621486022,915.126275755388,845.463077073864,800.971230766365,793.788233920835,728.707442004234
"PHBP12",0,0,0,6.22718158030216,5.09928201662207,1.67134734404641
"SCPEP1",13418.5447531521,13255.4303461632,13413.053285067,14161.3893113046,14535.5033883812,14387.7936112235
"FKBP2",9.29181667317727,15.0590399807849,17.9885761079546,5.44878388276439,3.39952134441471,3.34269468809282
"TRAPPC4",753.798627611506,610.470313067202,709.26385797078,604.036613289309,570.269705525568,572.436465335895
"FNDC10",490.143329510101,462.196688641012,444.574809525163,423.448347460547,397.743997296521,300.842521928354
"ERG28",1581.93178860843,1666.9198871038,1449.36527498377,1436.14375195718,1374.25650347965,1338.74922258117
"PRRT2",4.64590833658864,9.26710152663684,29.5526607487825,2.33519309261331,6.79904268882942,0
"SAMD9",965.187456926289,1034.44020791084,945.68514396104,990.121871268043,1182.18354752022,1265.20993944313
"KIFC3",684.110002562677,704.2997160244,790.212450456575,986.229882780354,824.383926020567,772.998146621464
"ATP8A2",42.9746521134449,44.018732251525,44.9714402698864,54.4878388276439,81.588512265953,81.896019858274
"TBC1D24",281.077454363613,325.506941123119,314.800081889205,302.796704342192,208.220682345401,182.176860501059
"BCAS1",5.8073854207358,3.47516307248881,25.6979658685065,32.6927032965863,38.2446151246655,21.7275154726033
"DCUN1D2-AS",17.4221562622074,12.7422645991257,21.8432709882305,6.22718158030216,0.849880336103678,8.35673672023204
"DLEU1",660.880460879734,617.42063921218,706.694061383929,709.898700154446,827.783447364982,798.06835678216
"ANKRD23",53.4279458707693,62.5529353047987,71.9543044318182,37.3630894818129,42.4940168051839,30.9199258648586
"LINC01215",47.6205604500335,108.888442937983,95.0824737134741,44.3686687596529,51.8427005023243,54.3187886815083
"UNC13A",42.9746521134449,6.95032614497763,20.5583726948052,9.34077237045323,8.49880336103677,6.68538937618564
"CXCL10",54.5894229549165,23.1677538165921,52.6808300304383,18.6815447409065,10.1985640332441,31.7555995368818
"OR5BK1P",0,0,0,6.22718158030216,1.69976067220736,5.01404203213923
"ZNF611",578.415587905285,565.293193124847,594.907909855926,409.437188904867,482.732030906889,544.023560487106
"GSDMA",10.4532937573244,9.26710152663684,25.6979658685065,5.44878388276439,2.54964100831103,5.01404203213923
"MIGA1",416.97027320883,646.38033148292,510.104622489854,552.662365251816,710.499960982674,703.637231843538
"AANAT",56.9123771232108,46.3355076331842,91.2277788331981,37.3630894818129,45.8935381495986,25.9058838327193
"FOXP4",101.048506320803,76.4535875947539,181.170659372971,200.048208267207,175.075349237358,157.942324012386
"LINC02904",121.955093835452,91.5126275755388,89.9428805397728,42.0334756670396,90.9371959630935,55.9901360255547
"ADA",773.543738042008,795.812343599939,736.246722132711,738.699414963343,627.211688044514,576.614833696011
"WEE2-AS1",63.8812396280938,56.7609968506506,55.250626617289,43.5902710621151,18.6973673942809,35.0982942249746
"MIR4530",6.96886250488296,5.79193845414802,8.99428805397728,0,0,2.50702101606961
"CEP57",1606.32280737552,1583.51597336407,1759.02576369927,1200.28924960324,1361.50829843809,1671.34734404641
"LRRK1",6990.93056948175,6385.03295185278,6405.21799272525,6477.82563890932,5843.77719104889,5574.7790660668
"PSMB5",1271.81740714114,1164.17962928375,1254.06073438312,1566.13616744599,1337.71164902719,1324.54277015678
"DNALI1",11.6147708414716,9.26710152663684,7.70938976055195,20.238340135982,36.5448544524581,16.7134734404641
"OLFM2",59.2353312915051,44.018732251525,44.9714402698864,28.0223171113597,14.4479657137625,35.0982942249746
"PAXIP1-AS2",157.960883444014,140.164910590382,115.640846408279,87.1805421242302,82.4383926020567,116.994314083249
"TRA2B",5456.61934132335,5635.55611588603,5928.52072586445,4818.28174775879,5287.10557090098,5380.06710048539
"F5",0,0,0,0,0,18.3848207845105
"ZDHHC4P1",24.3910187670903,16.2174276716145,3.85469488027598,0,5.09928201662207,5.01404203213923
"RN7SL172P",46.4590833658864,53.2858337781618,78.3787958989448,22.5735332285953,33.9952134441471,42.6193572731834
"LINC02926",5.8073854207358,16.2174276716145,6.42449146712663,2.33519309261331,1.69976067220736,1.67134734404641
"DNAJC12",18.5836333463545,16.2174276716145,17.9885761079546,40.476680271964,22.0968887386956,48.4690729773459
"WRN",667.849323384617,578.035457723973,763.229586294643,768.278527469779,805.686558626286,805.589419830369
"ITGB3BP",479.690035752777,370.684061065474,406.027860722403,284.115159601286,339.952134441471,376.888826082465
"MTND4LP30",3.48443125244148,6.95032614497763,7.70938976055195,1.55679539507554,0,0
"FAM156B",27.8754500195318,57.9193845414802,34.6922539224838,19.4599424384442,14.4479657137625,25.0702101606961
"RN7SL597P",2.32295416829432,0,10.2791863474026,0,0,0
"RNU6-858P",2.32295416829432,0,10.2791863474026,0,0,0
"GEMIN2",321.729152308763,251.370128910024,237.706184283685,180.588265828763,180.17463125398,249.866427934938
"TATDN3",988.416998609233,1030.96504483835,1149.98397261567,883.481386705368,979.91202752754,877.457355624365
"MTCO3P5",0,2.31677538165921,10.2791863474026,0,0,0
"CORT",15.0992020939131,1.1583876908296,2.56979658685065,0.77839769753777,0.849880336103678,0
"NAIPP2",556.347523306489,646.38033148292,475.41236856737,593.917443221318,702.851037957741,745.420915444698
"PTCRA",159.122360528161,179.550092078589,125.920032755682,227.292127681029,201.421639656572,196.383312925453
"GNB3",29.036927103679,27.8013045799105,50.1110334435877,10.119170067991,11.0484443693478,26.7415575047425
"GRAMD1C",4.64590833658864,30.1180799615697,0,3.11359079015108,0,1.67134734404641
"TUBA4A",2.32295416829432,4.63355076331842,24.4130675750812,0,4.24940168051839,0
"AASDHPPT",1392.61102389244,1449.14300122784,1544.44774869724,1510.86993092081,1781.34918447331,1692.23918584699
"CDC37P1",15.0992020939131,9.26710152663684,2.56979658685065,1.55679539507554,1.69976067220736,1.67134734404641
"MLANA",84.7878271427426,98.4629537205164,140.05391398336,89.5157352168435,39.0944954607692,71.0322621219724
"DDX28",440.199814891773,464.513464022672,326.364166530033,562.00313762227,499.729637628962,467.977256332995
"STX10",1458.81521768883,1269.59290914925,1241.21175144886,1254.77708843088,1164.33606046204,995.287343379636
"SNRPCP19",11.6147708414716,11.583876908296,2.56979658685065,0,0,3.34269468809282
"SLC22A15",892.014400625018,984.629537205164,1006.07536375203,810.312003136818,717.299003671504,924.255081257664
"ZNF56P",48.7820375341807,44.018732251525,82.2334907792208,34.2494986916619,28.0460510914214,35.9339678969978
"SYNJ2",298.49961062582,406.594079481191,445.859707818588,522.304855047843,452.98621914326,462.963214300855
"AARS2",1056.94414657391,882.691420412159,948.25494054789,950.423588693617,753.843858123962,725.364747316141
"THEMIS3P",19.7451104305017,24.3261415074217,26.9828641619318,42.8118733645773,42.4940168051839,47.6333993053227
"SMG1P5",96.4025979842142,56.7609968506506,136.199219103084,111.310870747901,168.276306548528,163.792039716548
"TFE3",4147.63466748951,4049.7233671403,4300.55458809456,5191.13424487938,4591.90345596817,4180.03970746007
"RPS6P16",8.13033958903011,6.95032614497763,7.70938976055195,0.77839769753777,0,2.50702101606961
"LRIT3",27.8754500195318,18.5342030532737,23.1281692816559,4.67038618522662,6.79904268882942,15.0421260964177
"EMCN",8.13033958903011,19.6925907441033,30.8375590422078,3.11359079015108,10.1985640332441,5.84971570416243
"CCAR2",2476.26914340174,2408.28800923475,2344.93938550122,2384.23214755819,2121.30131891478,1861.8809412677
"C2CD6",0,0,0,0.77839769753777,10.1985640332441,2.50702101606961
"RND1",75.4960104695653,70.6616491406059,73.2392027252435,54.4878388276439,50.9928201662206,18.3848207845105
"MIR1249",53.4279458707693,55.602609159821,53.9657283238637,45.1470664571906,25.4964100831103,15.8777997684409
"ZDHHC16",838.586454754249,766.852651329198,724.682637491883,921.622873884719,897.473634925483,879.128702968411
"WDR26",7241.80961965754,7578.17227340728,7642.57504929384,7498.30502038133,8470.75730994535,8721.09044123416
"PLEKHG1",327.536537729499,242.103027383387,317.369878476055,166.577107273083,213.319964362023,281.62202747182
"GBP4",4.64590833658864,2.31677538165921,10.2791863474026,18.6815447409065,10.1985640332441,25.9058838327193
"BAIAP2L2",22.068064598796,71.8200368314355,50.1110334435877,24.1303286236709,32.2954527719397,12.5351050803481
"PRR15",26.7139729353847,60.2361599231395,64.2449146712663,109.754075352826,55.242221846739,95.2667986106453
"CDC42-IT1",20.9065875146489,3.47516307248881,14.1338812276786,5.44878388276439,0,2.50702101606961
"SLC31A2",15.0992020939131,4.63355076331842,25.6979658685065,45.1470664571906,28.895931427525,30.9199258648586
"H2AZ2",5153.47382236095,4821.20956923282,5011.10334435877,5430.10233802348,5193.61873392957,5803.75365220116
"MIR3677HG",39.4902208610034,41.7019568698658,48.8261351501624,33.4711009941241,13.5980853776588,18.3848207845105
"PON2",1432.10124475345,1800.13447154921,1552.15713845779,1202.62444269585,1456.6948960817,1464.10027338465
"WASH5P",63.8812396280938,25.4845291982513,46.2563385633117,17.1247493458309,36.5448544524581,5.84971570416243
"FAM157A",662.041937963881,613.945476139691,797.921840217127,520.748059652768,672.255345858009,506.418245246062
"THEMIS2",2883.9475999374,3082.46964529758,3040.06936224432,3709.06502876747,3277.98845635188,3077.78613406146
"WAPL-DT",83.6263500585955,84.5623014305612,71.9543044318182,28.8007148088975,50.9928201662206,65.18254641781
"LINC00899",1.16147708414716,15.0590399807849,5.1395931737013,1.55679539507554,0,0.835673672023204
"MAST1",61.5582854597994,23.1677538165921,29.5526607487825,10.119170067991,13.5980853776588,27.5772311767657
"EVC",0,0,7.70938976055195,18.6815447409065,6.79904268882942,14.2064524243945
