"","C08_10_1","C08_10_2","C08_10_3","C08_100_1","C08_100_2","C08_100_3"
"PTGR2",121.937782567974,93.1260594330115,125.86380871486,92.4567005144936,54.24992018902,65.5738342755119
"RARRES2",27.4789369167266,30.1013525440037,36.7485572890103,20.3404741131886,10.5853502807844,2.14996177952498
"SAFB",3882.25855626628,3895.30315264748,3944.95762497525,4155.00412112134,4460.40197456552,4595.54330373465
"SDC3",42.9358389323853,11.2880072040014,20.2117065089557,9.24567005144936,6.61584392549024,8.59984711809992
"RASGRP2",34.3486711459083,50.7960324180063,47.7731244757134,7.39653604115949,22.4938693466668,29.0244840235872
"CSRNP1",723.898244400017,592.620378210073,602.676339539769,681.405882791818,815.071971620398,875.034444266667
"PSMC2",3686.4711307346,3801.23642594747,3677.6118706977,4380.59847037671,4017.14043155768,4170.92585227846
"TRPS1",1152.39791694522,1261.43480504716,1294.46793050539,1163.10529247233,891.815761156085,1034.13161595152
"ZNF24",5247.61823431613,6114.33723550075,7130.13882800022,5766.52441108897,4535.82259531611,5270.63130250549
"DHRS1",1235.69344447405,1181.47808735215,1256.80065928415,981.890159463923,1045.30334022746,1111.53024001442
"EPB41L2",8815.58644959735,8765.13759390708,9941.40346060951,8386.74730366972,7884.76279039927,8139.75529728158
"PA2G4P4",132.242383911747,118.524075642015,137.807089833789,62.8705563498557,78.0669583207849,110.723031645537
"RAB11FIP1P1",132.242383911747,184.370784332023,116.676669392608,82.2864634578993,121.73152822902,77.3986240628993
"FXR2",1106.02721089825,1046.96266817113,938.925638734213,1113.1786741945,1344.33948565962,1227.62817610876
"FAM72D",114.209331560145,108.176735705013,99.2211046803278,115.570875643117,191.859473839217,171.996942361999
"MAP3K6",30.9138040313174,32.9233543450041,49.6105523401639,18.4913401028987,15.8780254211766,17.1996942361998
"MFSD14B",2777.94877892533,2985.67790545837,2882.92431932286,3417.19965101569,3215.30014778826,3161.51879679149
"C10orf95-AS1",567.611790686134,599.205049079074,522.748227436171,422.527121351236,506.773644692553,438.592203023096
"C1orf159",268.778351716732,200.362127871025,167.205935664997,243.161122353118,325.49952113412,313.894419810647
"FCRL1",69.5560590704642,45.1520288160056,67.0661170524438,83.2110304630443,87.3291398164712,128.997706771499
"GTPBP4",2334.85092114311,2424.0995470593,2548.51244799286,2978.95489057699,2597.38032514747,2788.5004280439
"HMGB3",795.171737027776,760.999819003094,757.938994085837,1020.72197368001,819.041477975692,933.083412313842
"MZF1",1307.82565388046,1447.68692391318,1301.81764196319,1145.53851937458,1215.99211350511,1114.7551826837
"ZNF692",937.718722283296,771.347158940095,871.859521681769,658.291707663195,833.59633461177,589.089527589845
"DYNC1I2",3272.56964342641,3440.02019541942,3575.6346242207,3175.88766267286,2910.97132721571,2977.6970646421
"SPN",18103.467127451,16988.4508420221,16721.5122804319,14929.9079990804,15810.5438131366,15786.0943661622
"CMTM1",263.626051044846,285.962849168035,243.459192039693,171.969462956958,206.414330475296,216.071158842261
"IFI35",849.270894082582,814.6178532221,655.961747608834,808.996129501819,1118.07762340785,957.807972778379
"LINC01215",48.9468563829193,57.3807032870071,59.7164055946417,83.2110304630443,89.9754773866673,93.5233374093367
"ANXA6",3011.51974271751,2606.58899685732,2589.854574943,2328.05971895495,2437.27690215061,2381.08267082392
"ELP5",1003.83991423917,833.431198562103,825.923825070506,997.607798551387,1118.07762340785,1074.98088976249
"GPR155",443.956574560864,533.358340389066,485.999670147161,454.886966531309,357.255571976473,327.86917137756
"INO80E",1835.9364727488,1636.7610445802,1452.48672684813,1220.42844679132,1532.22945314354,1371.67561533694
"USP22",5437.39464239728,5101.23858894163,4851.72827608158,5465.11556741172,6155.38118827612,5822.09649895365
"MROH6",203.515876539506,179.667447997022,134.132234104888,145.157019807755,103.207165237648,99.9732227479116
"TRAF7",3342.12570249687,2874.67916795235,2611.90370931641,3334.91318755779,3949.65882351767,3152.91894967339
"LINC01002",138.253401362281,93.1260594330115,67.984830984669,134.062215746016,173.335110847844,155.872229015561
"LONP2",3276.86322731965,3568.89161099844,3589.41533320408,3189.75616775003,2893.77013300943,3094.86998162621
"SPINT1-AS1",29.196370474022,31.9826870780039,24.8052761700819,8.32110304630443,15.8780254211766,10.7498088976249
"PGAM1",6697.13215667346,6730.47429538583,6134.25292546804,7481.59620563283,7855.65307712711,6820.753745543
"SNAPC3",643.178867207132,690.449773978085,813.980543951578,607.440522380223,558.377227311376,589.089527589845
"EXOC3-AS1",298.833438969402,231.404147682029,201.198351157331,262.577029461162,404.889648240003,337.543999385422
"TNIP1",12345.7711266181,11326.5745619484,10650.6506162874,12049.881778054,14261.1131657868,12821.2970721972
"STMN1",5080.16846247983,5099.35725440763,5418.57477226457,6027.25230653984,5536.13819685023,5957.54409106372
"AKR7A3",36.0661047032037,31.9826870780039,39.504699085686,65.6442573652905,54.24992018902,69.8737578345619
"KIAA1109",4998.5903685083,5293.13471140965,5428.68062551904,4832.71173589258,4373.07283474905,4726.69097228567
"PRKAR1A",8631.82105896675,10374.6192877443,10278.5714737362,9042.26531031748,7540.73890627378,8772.91904135169
"C19orf18",15.4569020156587,28.2200180100035,20.2117065089557,4.62283502572468,11.9085190658824,4.29992355904996
"AGK",1052.78677062209,1101.52136965714,1114.39999978924,1265.73223004342,1201.43725686903,1341.57615042359
"CDCA2",615.699930290406,685.746437643085,609.107337065345,856.149046764211,694.663612176475,764.311412621131
"CRY1",456.83732624058,535.239674923066,634.831327167653,466.906337598193,351.962896836081,446.117069251434
"MAD2L2",492.044714165136,427.062939218053,353.704863906724,494.643347752541,571.608915162357,545.015311109583
"SLC5A4",28.3376536953743,31.0420198110038,40.4234130179113,10.1702370565943,3.96950635529415,23.6495795747748
"TMEM167B",2437.89693458084,2649.85969113933,2825.96405552489,3051.99568398344,2856.72140702669,3152.91894967339
"SIK3",1905.49253181926,1870.04652679623,1965.12910102982,1630.93619707567,1747.90596511452,1639.3458568878
"CAST",1661.61696668331,1854.99585052423,2011.06479764109,2203.24317326038,2128.97857522276,2070.41319368256
"RPL11",19905.9136458325,19459.5837524314,20302.659188246,19468.6074273369,25013.1827134935,23988.19855505
"AOC2",14.598185237011,16.9320108060021,12.8619950511536,36.0581132006525,34.4023884125493,29.0244840235872
"POLR2C",1481.28644316729,1441.10225304418,1171.3602635872,1572.68847575154,1712.18040791687,1558.72229015561
"CAMK1D",4852.60851613819,4494.50820172655,4691.87205187439,5239.52121815635,5014.8096955216,5557.65120007208
"LIMD1",2296.20866610397,2150.36537236227,1915.51854868966,1877.79558744937,1783.63152231217,1837.1423406041
"MAP3K8",1786.98961636588,1884.15653580123,1644.49793868321,2046.06678238574,2061.49696718276,1999.46445495823
"CD27",29.196370474022,22.5760144080028,15.6181368478294,3.69826802057975,5.29267514039219,12.8997706771499
"MDH2",4552.91636039014,3836.98178209347,3547.15449232172,4282.59436783135,4879.8464794416,4726.69097228567
"ZNF876P",16.3156187943064,39.5080252140049,26.6427040345325,60.0968553344209,54.24992018902,47.2991591495496
"DYNLT2",42.9358389323853,50.7960324180063,58.7976916624164,33.2844121852177,21.1707005615688,23.6495795747748
"SLC2A13",625.14581485553,787.338502479097,860.834954495066,731.332501069645,447.23104936314,572.964814243408
"ZNF367",407.031753079013,406.36825934405,552.14707326738,638.875800555151,489.572450486278,614.889068944145
"NDUFV2",74.7083597423505,91.2447248990112,107.489530070355,141.458751787175,120.408359443922,144.047439228174
"ZADH2",869.880096770127,886.108565514109,967.405770633196,725.785099038775,804.486621339614,765.386393510893
"SMARCD1",2399.25467954169,2210.56807745027,2227.88128564625,2518.52052201481,2693.97164645963,2569.20432653235
"ABHD3",1082.84185787476,1175.83408375015,1445.13701539033,1180.67206557008,895.785267511379,934.158393203604
"CCDC74A",35.207387924556,34.8046888790043,19.2929925767304,7.39653604115949,19.8475317764707,7.52486622833743
"KIF3B",1615.24626063634,1624.5323701092,1637.14822722541,1469.1369711753,1403.88208098903,1373.82557711646
"FARSA",2502.30069297942,2253.83877173228,1932.97411340194,2423.29012048488,2839.52021282041,2603.60371500475
"HSP90AA2P",168.30848861495,151.447429987019,156.181368478294,79.5127624424645,107.176671592942,136.522572999836
"PUS7L",1318.98897200288,1513.53363260319,1620.61137644535,2022.95260725712,1487.24171445021,1837.1423406041
"PIGW",512.653916852681,701.737781182087,728.540148254629,965.247953371314,672.169742829809,829.885246896643
"CD320",461.130910133818,391.317583072048,330.737015601093,439.169327443845,562.346733666671,515.990827085996
"CSPG4P10",41.2184053750899,27.2793507430034,28.480131898983,9.24567005144936,10.5853502807844,20.4246369054873
"PPP1CC",5273.37973767557,6046.60919227675,6296.86529147191,7328.11808277877,6402.81375108946,6456.33522391352
"SLC25A43",401.020735628479,370.622903198046,455.682110383727,347.637193934496,337.408040200002,270.895184220148
"SSBP4",2081.52947144204,1950.94391175824,1562.73239871516,2006.31040116451,2557.68526159453,2153.18672219427
"TRIM16L",73.8496429637028,114.761406574014,79.9281121035974,160.874658895219,137.609553650197,110.723031645537
"ZBTB9",429.358389323853,350.868890591043,332.574443465543,269.973565502321,301.682483002355,293.46978290516
"FAAP100",1348.1853424769,1131.62272220114,903.095795377428,1200.08797267813,1619.55859296001,1385.65036690385
"GAPT",3473.50936962997,4054.2759207705,4337.24847403544,5172.95239378592,4240.75595623925,4425.69632315217
"L3MBTL1",424.206088651967,370.622903198046,334.411871329994,294.936874641235,309.621495712943,278.420050448485
"LINC01128",1137.79973170821,1200.29143269215,1180.54740290946,1002.23063357711,1029.42531480628,995.432303920066
"LINC01422",76.4257932996459,71.4907122920088,70.7409727813448,39.7563812212323,35.7255571976473,52.674063598362
"MED24",2515.18144465913,2374.24418190829,2102.93619086361,2500.02918191191,2933.46519656237,2684.22728173694
"MYO15A",25.7615033594312,18.8133453400023,40.4234130179113,17.5667730977538,6.61584392549024,6.44988533857494
"PIGC",730.767978629198,725.25446285709,792.850123510397,889.433458949429,935.48033106432,843.859998463555
"RALY",5015.76470408125,4359.99278254554,3957.81962002641,4719.9145612649,5948.96685780083,4982.53642404914
"ZBED1",1989.64677612674,1922.72389374824,1880.6074192651,2126.50411183335,2383.02698196159,2131.68710439902
"PLCXD1",1008.99221491106,982.056626748121,791.931409578171,1070.64859195784,1243.77865799217,1047.03138662867
"LINC01146",165.732338279007,163.67610445802,124.02638085041,95.2304015299285,117.762021873726,98.8982418581491
"NAP1L4P1",83.2955275288275,99.7107303020123,88.1965374936247,126.665679704856,121.73152822902,150.497324566749
"PEX1",608.830196061224,803.329846018099,740.483429373557,632.403831519137,572.932083947455,537.490444881245
"BANF1",3658.99219381788,3296.09810356841,3415.77840001351,3608.58502108069,4165.33533548866,4063.42776330221
"C17orf58",288.528837625629,224.819476813028,224.166199462963,283.842070579495,320.206845993728,373.018368747584
"RAB39B",56.6753073907486,31.9826870780039,35.829843356785,87.833865488769,87.3291398164712,49.4491209290746
"SLC36A1",2012.83212915022,1960.35058442824,1842.02143411164,1499.64768234509,1466.07101388864,1933.89062068272
"RPL3",56819.5718095614,51256.9593788363,50283.969652485,55231.7837533482,64623.5634641887,59027.2006568584
"ATP8A1",1167.85481896088,1307.52750113016,1174.11640538388,1122.42434424595,1001.63877031922,971.782724345292
"HMOX1",8673.89818112048,7903.48637733497,7353.38631353096,6332.35941823767,7626.74487730515,6918.57700651139
"ATF7IP2",1065.6675223018,1076.12335344813,1138.28656202709,906.075665042038,977.821732187458,922.333603416217
"CDC42SE1",10695.3174780572,10728.3101801363,10495.3879617413,9792.08915149002,9493.7360330785,9560.88003354759
"MON2",3065.61889977231,3650.72966322745,3887.07864724506,3281.28830125938,2918.9103399263,2907.82330680754
"PDE4A",548.720021555885,406.36825934405,410.66512770469,388.318142160873,305.651989357649,362.268559849959
"FBXL21P",5.15230067188624,16.9320108060021,29.3988458312082,49.0020512726816,37.0487259827454,36.5493502519247
"DANT1",7.72845100782936,56.440036020007,30.3175597634335,14.793072082319,11.9085190658824,4.29992355904996
"PRMT2",5124.82173496951,4872.6564430606,4880.20840798057,4463.80950083975,4460.40197456552,4398.82180090811
"PARP16",241.299414800006,263.386834760032,224.166199462963,305.107111697829,344.023884125493,295.619744684685
"SNRPC",1878.01359490253,1606.6596920362,1683.08392383667,1823.24613414581,2245.41742831139,1991.9395887299
"FAM50B",174.319506065484,147.684760919018,207.629348682908,127.590246710001,150.841241501178,70.9487387243244
"CDK10",1635.85546332388,1432.63624764118,1370.72118688008,1152.01048841059,1344.33948565962,1278.1522779276
"METTL25",238.723264464062,250.217493022031,311.444023024362,296.786008651525,400.920141884709,356.893655401147
"STEAP3",301.409589305345,249.276825755031,260.914756751973,170.120328946668,219.646018326276,219.296101511548
"FIG4",1904.63381504061,1887.91920486923,2067.10634750683,1709.52439251299,1754.52180904001,1653.32060845471
"MAFF",536.697986654817,539.002343991066,433.632976010321,579.703512225875,665.553898904318,617.03903072367
"EIF1AY",544.426437662646,656.585752366081,697.30387455897,793.278490414355,750.236701150593,758.936508172318
"RASSF2",7410.72579972971,7642.92154437594,7651.04962757194,6888.02418832978,6711.1120780173,6860.52803846422
"TUBA3D",26.6202201380789,39.5080252140049,22.0491343734062,67.4933913755804,74.0974519654907,32.2494266928747
"ANKDD1A",434.51068999574,635.891072492078,539.285078216226,698.972655889572,604.688134789808,715.937272581819
"CTDP1",1240.84574514594,1129.74138766714,1169.52283572275,1329.52735339842,1505.76607744158,1303.9518192819
"ALKBH3",648.331167879018,554.053020263068,503.455234859441,739.653604115949,750.236701150593,617.03903072367
"ARID4A",1684.8023197068,2082.63732913826,2148.87188747488,2644.26163471452,2029.74091634041,2375.7077663751
"C1orf127",314.290340985061,296.310189105037,331.655729533318,269.973565502321,252.725237953727,192.421579267486
"YTHDF1",2175.12960031464,1977.28259523424,2139.68474815262,2553.65406821031,2314.22220513649,2327.33362633579
"CDCA7L",544.426437662646,617.077727152076,530.097938893973,690.651552843268,689.370937036083,661.113247203932
"CIT",1210.79065789327,1141.02939487114,975.674196023223,1308.26231228009,1222.6079574306,1413.59987003768
"SRA1",6053.95328946633,5690.0962980837,5360.69579453437,5859.90567860861,6970.45315989652,6679.93124898412
"TPT1-AS1",179.471806737371,142.981424584018,115.757955460382,107.249772596813,83.359633461177,103.198165417199
"TRAPPC5",37.7835382604991,31.9826870780039,55.1228359335154,14.793072082319,19.8475317764707,24.7245604645373
"PTMA",21356.2862849685,21996.5633715307,22120.7940601197,23895.4342479709,25198.4263434072,23370.0845434365
"PML",1940.69991974382,1595.3716848322,1489.23528413714,1958.23291689698,1992.69219035766,1955.39023847797
"TAS2R5",42.0771221537376,45.1520288160056,56.9602637979659,16.6422060926089,11.9085190658824,38.6993120314497
"TRAPPC3",2473.96303928404,2458.9042359383,2472.25919161817,2175.50616310604,2197.78335204786,2186.51112977691
"S100Z",589.938426930974,643.416410628079,674.336026253339,502.964450798845,414.151829735689,603.064279156757
"GCAWKR",7.72845100782936,6.58467086900081,21.1304204411809,14.793072082319,23.8170381317649,60.1989298266995
"RBM43",164.014904721712,210.709467808026,254.483759226396,358.731997996235,215.676511970982,302.06963002326
"ZNF197",1104.30977734095,1097.75870058914,1290.79307477649,982.814726469068,861.38287909883,1074.98088976249
"POLR3E",1371.37069550039,1307.52750113016,1337.64748531997,1523.68642447886,1520.32093407766,1565.17217549419
"OTUB1",2289.33893187479,2196.45806844527,1929.29925767304,2287.37877072857,2659.56925804708,2489.65574068993
"SUV39H1",383.846400055525,402.60559027605,378.510140076806,492.794213742251,530.590682824317,426.767413235709
"ARHGAP4",11754.1152661298,10432.9406582983,9349.75168825644,10660.2575693211,13603.498279593,12438.6038754418
"C2orf42",459.413476576523,453.401622694056,418.014839162492,376.298771093989,342.700715340395,351.518750952334
"EIF4A1",664.646786673325,591.679710943073,700.978730287871,705.444624925587,812.425634050202,854.60980736118
"ENTR1",1233.11729413811,1072.36068438013,1085.00115395803,1168.6526945032,1520.32093407766,1362.00078732908
"DYRK4",821.791957165855,789.219837013097,793.768837442622,691.576119848413,594.102784509024,718.087234361344
"ANKRD18EP",133.101100690395,172.142109861021,164.449793868321,247.783957378843,247.432562813335,164.472076133661
"BAZ1A",3710.51520053674,3981.84454121149,4345.51689942547,4879.86465315497,4208.99990539689,4678.31683224636
"CD244",1077.68955720287,964.183948675119,1093.26957934806,915.321335093487,877.260904520006,873.959463376905
"KRI1",1501.89564585484,1568.09233408919,1332.13520172662,1526.46012549429,1945.05811409413,1735.01915607666
"PRPS2",1224.53012635163,1560.56699595319,1515.87798817167,1666.99431027632,1855.08263670746,1578.07194617134
"SNORD46",14.598185237011,9.40667267000116,14.6994229156041,34.2089791903626,33.0792196274512,23.6495795747748
"EMG1",710.158775941653,773.228493474095,747.833140831359,810.845263512109,992.376588823536,868.584558928093
"LASP1",19219.798939693,18012.8374957852,17219.455231698,15799.0009839167,16759.2558320519,16327.8847346025
"PHYKPL",1993.94036001997,1902.96988114123,1913.68112082521,1628.16249606023,1647.34513744707,1799.51800946241
"SLC35F2",761.681782660516,831.549864028103,937.088210869762,1098.38560211218,881.2304108753,1070.68096620344
"SPPL3",1638.43161365982,1724.24310041121,1719.83248112568,1827.86896917154,1958.28980194511,2036.01380521016
"WDR62",510.077766516738,412.012262946051,386.778565466833,441.94302845928,710.541637597652,555.765120007208
"MIR23AHG",490.32728060784,484.44364250506,458.438252180403,413.281451299787,362.548247116865,383.768177645209
"NEMF",1912.36226604844,2161.65337956627,2311.48425347875,2661.82840781227,2221.60039017962,2554.15459407568
"NR2C2",609.688912839872,544.646347593067,605.432481336444,512.210120850295,480.310268990592,450.416992810484
"ZNF569",168.30848861495,169.320108060021,209.466776547359,310.654513728699,185.243629913727,262.295337102048
"HSD17B11",2822.60205141501,2980.03390185637,3285.32102163752,2789.41865452227,2552.39258645414,2605.75367678428
"EDNRB-AS1",30.0550872526697,45.1520288160056,48.6918384079386,27.7370101543481,18.5243629913727,9.67482800786242
"PKIG",70.4147758491119,77.1347158940095,83.6029678324984,117.420009653407,201.121655334903,68.7987769447994
"TUBGCP3",1786.98961636588,1915.19855561224,1913.68112082521,2108.9373387356,2246.74059709649,2056.43844211564
"ABT1",1633.27931298794,1668.74373165821,1512.20313244277,1762.22471180625,1935.79593259845,1836.06735971433
"TMF1",1700.25922172246,1743.05644575122,2006.47122797996,2492.63264587075,1968.8751522259,1979.03981805275
"CDC23",1397.99091563847,1507.88962900119,1456.16158257703,1649.42753717857,1700.27188885099,1647.9457040059
"CYP4F3",5.15230067188624,4.70333633500058,13.7807089833789,32.3598451800728,11.9085190658824,25.7995413542998
"POM121C",2814.87360040718,2561.43696804132,2295.86611663092,2885.57362305735,2961.25174104943,2965.87227485471
"TRMT6",936.860005504648,1120.33471499714,1157.57955460382,1349.86782751161,1257.01034584315,1197.52871119541
"CDKN2A",293.681138297516,308.538863576038,274.695465735352,349.486327944786,418.121336090983,349.36878917281
"FHDC1",685.25598936087,632.128403424078,608.18862313312,493.718780747396,575.578421517651,520.290750645045
"CREBRF",1486.43874383918,1771.27646376122,1696.86463282005,1452.4947650827,1308.61392846197,1479.17370431319
"GEMIN4",1142.9520323801,937.845265199116,856.24138483394,1253.71285897653,1174.97388116707,1101.85541200655
"ZNF445",1180.7355706406,1046.02200090413,1165.84797999385,1015.17457164914,907.693786577261,964.257858116954
"GTF3A",3893.4218743887,3778.66041153947,3807.15053514146,4308.4822439754,4474.9568312016,4092.4522473258
"UBE2V2",1279.48800018508,1537.99098154519,1712.48276966788,2126.50411183335,1587.80254211766,1755.44379298215
"USF2",6538.26955262364,6108.69323189875,5375.39521744998,6212.16570756883,7613.51318945417,6973.40103188928
"WHAMMP1",246.451715471892,325.47087438204,342.680296720021,228.368050270799,226.261862251766,238.645757527273
"DOK4",133.101100690395,107.236068438013,144.238087359365,183.988834023842,201.121655334903,156.947209905324
"MLPH",42.0771221537376,30.1013525440037,34.9111294245598,17.5667730977538,17.2011942062746,15.0497324566749
"DICER1",6690.26242244428,7454.78809097592,7902.77724500166,7023.93553808608,5631.4063493773,6478.90982259853
"MYO1G",5695.86839277024,5307.24472041465,4492.51112858151,4125.41797695671,4854.70627252474,4398.82180090811
"LARP7",1184.17043775519,1280.24815038716,1418.4943113558,1554.19713564864,1434.31496304628,1536.1476914706
"NRDC",7032.89041712472,7336.2640153339,7567.44665973944,6851.96607512912,6532.48429202907,6227.36429439411
"ITPR2",11705.1684097469,12738.5161297156,13969.9640534173,12127.5454064861,9893.33300617811,11460.3712657579
"ADPRS",1136.08229815092,886.108565514109,923.307501886383,1137.21741632827,1288.7663966855,1109.38027823489
"ATP6V1B2",16279.5526896032,16002.631546206,16963.1340446071,15438.4198519102,14467.5274962621,14516.5419353527
"ZFAT",346.921578573673,403.54625754305,345.436438516697,453.962399526164,476.340762635297,433.217298574284
"MPP1",2455.92998693244,2507.81893382231,2248.0929921552,2126.50411183335,2061.49696718276,2147.81181774546
"DIAPH3",303.985739641288,347.106221523043,372.997856483454,535.324295978918,351.962896836081,437.517222133334
"PIGG",3403.09459378086,3489.87556057043,3017.05655342774,2806.06086061488,3126.64783918669,2707.87686131171
"TMX2P1",157.14517049253,127.930748312016,132.294806240437,154.402689859204,215.676511970982,217.146139732023
"TLR12P",60.1101745053395,50.7960324180063,31.2362736956587,59.1722883292759,113.792515518432,77.3986240628993
"ZNF137P",66.1211919558734,69.6093777580086,106.57081613813,34.2089791903626,38.3718947678434,65.5738342755119
"CIITA",8091.68820519734,7121.79187845788,7166.88738528923,6426.66525276245,6734.92911614907,6745.50508325963
"DPH2",980.654561215681,938.785932466116,792.850123510397,1075.27142698356,1287.4432279004,942.758240321704
"IRF1",907.663635030626,772.287826207095,832.354822596083,701.746356905007,709.218468812554,701.962521014906
"UBE2L3",3399.65972666627,3291.39476723341,3139.2455064137,3870.2374835367,3483.90341116316,3746.30840082228
"ABLIM3",54.9578738334532,31.9826870780039,33.0737015601092,20.3404741131886,18.5243629913727,18.2746751259623
"ARHGAP19",1139.51716526551,1193.70676182315,1131.85556450152,1605.04832093161,1194.82141294354,1321.1515135181
"LINC00865",23.1853530234881,33.8640216120042,7.34971145780206,1.84913401028987,13.2316878509805,3.22494266928747
"PSD3",281.659103396448,226.700811347028,344.517724584471,229.292617275944,164.072929352158,227.895948629648
"SNX10",1452.09007269327,1644.2863827162,1730.85704831238,2230.98018341473,1610.29641146433,1919.91586911581
"SERPINI1",62.6863248412826,95.0073939670117,57.8789777301912,39.7563812212323,37.0487259827454,47.2991591495496
"SF3B3",6072.84505859658,5564.04688430569,5429.59933945127,6436.83548981905,6667.44750810907,6090.84172139427
"TXK",46.3707060469762,46.0926960830057,55.1228359335154,39.7563812212323,10.5853502807844,18.2746751259623
"FTCDNL1",184.624107409257,240.81082035203,269.183182142,179.365998998118,174.658279632942,152.647286346274
"TNFRSF4",66.1211919558734,56.440036020007,63.3912613235427,38.8318142160873,29.1097132721571,37.6243311416872
"TRPV1",329.747243000719,330.174210717041,305.013025498785,283.842070579495,214.353343185884,244.020661976085
"ATAD3B",879.325981335251,830.609196761102,666.986314795537,891.282592959719,1160.41902453099,882.559310495005
"CCDC125",1098.29875989042,1204.05410176015,1266.90651253863,1140.91568434885,985.760744898046,835.260151345455
"IPP",142.546985255519,148.625428186018,179.149216783925,103.551504576233,115.11568430353,112.872993425062
"SRRM5",14.598185237011,4.70333633500058,11.0245671867031,29.586144164638,17.2011942062746,33.3244075826372
"SDK2",5.15230067188624,15.0506762720019,2.75614179667577,25.8878761440582,21.1707005615688,21.4996177952498
"LINC00888",639.744000092541,675.399097706083,667.905028727762,506.662718819425,568.962577592161,574.03979513317
"TRIM52-AS1",126.231366461213,126.990081045016,109.326957934806,184.913401028987,182.597292343531,142.972458338411
"ITGA2",67.8386255131688,110.998737506014,116.676669392608,65.6442573652905,70.1279456101966,44.0742164802621
"RFXANK",922.261820267637,888.93056731511,753.345424424711,1057.70465388581,1174.97388116707,881.484329605242
"FBXO22",1306.96693710181,1509.77096353519,1621.53009037758,1348.94326050646,1136.60198639922,1267.40246902998
"ZNF354C",77.2845100782936,127.930748312016,118.514097257058,62.8705563498557,55.573088974118,83.8485094014743
"ESYT1",3910.59620996166,3788.06708420947,3618.81417903529,3319.19554847032,3229.85500442434,3504.43770062572
"UBE2E1",1537.96175055804,1415.70423683517,1391.85160732126,1679.93824834835,1579.86352940707,1744.69398408452
"GPR84",6431.78867207132,5989.22848898974,6030.43825112659,5115.62923946693,6085.25324266593,4957.81186358461
"POLR2B",6390.57026669623,7423.74607116492,7536.21038604378,8426.50368489095,7764.35443095535,7976.35820203768
"STAU2",1914.93841638439,2026.19729311825,2358.33866402223,1875.02188643393,1709.53407034668,1834.99237882457
"CLUHP3",312.572907427765,244.57348942003,305.013025498785,330.070420836742,387.688454033728,391.293043873547
"UBE2Q2P2",66.1211919558734,52.6773669520065,34.9111294245598,28.661577159493,31.7560508423532,18.2746751259623
"CLSTN3",3598.02330253389,3362.88547952541,2844.3383341694,2603.58068648814,3089.59911320394,2726.15153643768
"UBIAD1",1041.62345249967,1039.43733003513,1062.0333056524,1071.57315896298,1455.48566360785,1229.77813788829
"SOCS6",5938.02652434889,6768.10098606584,6973.0387455897,8056.67688283298,6811.67290568475,7588.29010083342
"S1PR2",1400.56706597441,1390.30622062617,1276.09365186088,1584.70784681842,1602.35739875374,1496.37339854939
"PGBD1",252.462732922426,180.608115264022,256.321187090847,306.956245708119,265.956925804708,346.143846503522
"TXNDC2",18.8917691302495,14.1100090050017,12.8619950511536,48.0774842675367,13.2316878509805,47.2991591495496
"ERH",2135.62862849685,2124.02668888626,1970.64138462318,2120.03214279734,2515.34386047139,2568.12934564259
"FUT2",12.0220349010679,28.2200180100035,40.4234130179113,3.69826802057975,7.93901271058829,16.1247133464374
"PABPC4-AS1",39.5009718177945,44.2113615490055,44.0982687468123,22.1896081234785,17.2011942062746,24.7245604645373
"MRTFA",5405.62212158731,5026.92587484862,4622.04979302527,5513.19305167926,6056.14352939377,5499.6022320249
"OAZ2",4196.54889725134,3764.55040253446,4334.49233223876,4485.99910896323,4559.63963344787,4871.81339240361
"ZNF616",381.270249719582,442.113615490055,418.014839162492,311.579080733844,363.871415901963,314.96940070041
"ELP6",857.858061869059,825.905860426102,683.523165575591,893.131726970009,997.669263963929,945.983182990992
"NUP85",1527.65714921427,1541.75365061319,1391.85160732126,1655.89950621458,1892.13136269021,1627.52106710041
"SERINC1",9672.58579468777,9905.22632151122,11358.9790580331,10154.5194175068,8207.6159739632,8527.82339848584
"TBCB",1287.21645119291,1079.88602251613,1067.54558924575,1271.27963207429,1553.40015370511,1271.70239258903
"SLC35A4",6392.28770025353,5883.87375508573,5503.09645402929,6538.53786038499,7274.78198046907,6366.03682917347
"ZNF837",80.7193771928844,39.5080252140049,23.8865622378567,74.8899274167399,97.9144900972556,90.2983947400492
"TPRKB",549.578738334532,554.993687530068,626.562901777625,642.574068575731,784.639089563143,676.162979660607
"UBAP1",2027.43031438724,2006.44328051125,2027.60164842114,2337.3053890064,2249.38693466668,2259.60983028076
"MLLT1",2506.59427687266,2331.91415489329,1956.8606756398,2550.88036719488,2809.08733076316,2549.85467051663
"ST6GALNAC6",19.7504859088973,15.0506762720019,27.5614179667577,7.39653604115949,7.93901271058829,6.44988533857494
"ICA1L",72.9909261850551,110.998737506014,120.351525121509,144.23245280261,148.194903930981,153.722267236036
"FAM76B",1129.21256392173,1511.65229806919,1469.02357762819,1840.81290724357,1524.29044043295,1559.79727104537
"CCDC82",1421.17626866195,1494.72028726318,1708.80791393898,2196.77120422437,1575.89402305178,1765.11862099001
"ARIH2",4485.93645165562,4319.54409006453,4306.930914272,4891.88402422186,5022.74870823219,4717.01614427781
"CLEC12A",660.353202780086,824.024525892102,915.039076496356,746.125573151964,558.377227311376,618.114011613432
