"","WT_10_1","WT_10_2","WT_10_3","C08_10_1","C08_10_2","C08_10_3"
"NECTIN3",4.67729916047813,6.84232013903075,2.94801631949241,15.3991318313383,29.0767169061992,45.8818866489262
"OIP5-AS1",8033.26130812119,7876.65086671423,8489.30432803164,8820.28051006098,9792.28788712,10845.5603660732
"MT-CO1",600924.194915959,613094.692190952,583840.874665981,528014.84281349,522665.24189225,536156.45698696
"CHD9",4521.77896339223,4738.30669627879,4797.40522392065,3412.61871528935,3929.10861677641,4186.26333784803
"MTA2",5949.52453212818,5950.53774757708,5966.78503065264,5418.78338998314,4825.7970478192,4886.42092811065
"KCMF1",1669.79580029069,1701.45694123898,1750.13902167199,1297.80461045223,1395.68241149756,1451.70289357203
"FPGS",2055.67298103014,2164.45393731339,1810.08202016834,1807.68697553432,1401.31016315683,1378.29187493374
"LDHA",8435.50903592231,8351.05172968703,8842.08361426423,7289.77790749074,7413.62485247093,7479.66516150796
"KLHL6",1751.64853559906,1662.68379378447,1672.50792525869,1990.76554286245,2093.52361724635,2088.54348025912
"NOTCH4",123.94842775267,233.779271416884,186.707700234519,92.3947909880296,112.555033185287,58.7288149106256
"PALM2AKAP2",679.377703059449,540.543290983429,610.239378134929,387.544817755347,452.096049960904,462.489417421177
"MIR503HG",1958.61902345022,1940.93814610506,1739.32962850052,1640.86304736149,1449.14605226058,1381.04478813268
"MXD1",1869.75033940113,1836.02257063992,1864.1289860257,2138.76830990809,2318.63368361692,2279.41212871866
"VPS35",7115.34134787736,7309.87868186452,7514.49359838615,8309.54263765492,8256.84964275071,9326.86991799373
"CKB",4679.63781005837,4693.8316153751,4265.77961430552,4061.09326685349,3733.07526731203,3119.96829212698
"FANCL",1530.64615026647,1313.7254666939,1549.67391194651,961.590232134679,1237.16740642828,1147.04716622316
"HSF2",583.493070269647,650.020413207921,664.28634399229,444.863808460883,505.559690723916,434.042647698842
"RBBP6",3598.0123791978,3340.19261453684,3701.72582517597,2751.31155386577,2898.29210452115,3142.90923545145
"NUDT16L2P",402.247727801119,440.189262277645,410.756940515942,548.380194660435,589.038007003004,576.276496310514
"PIGL",558.937249677137,531.420197464722,535.556298041121,322.52626113414,413.639746955931,410.184066641401
"NOP53",9269.23761127754,9495.99996628484,8824.39551634728,8463.53395596831,7512.11050650806,6956.6116537102
"ZNF573",115.763154221834,88.9501618073998,124.799357525179,142.014215777897,212.916604442169,278.961870825472
"NBR1",4745.11999830506,4690.41045530558,4885.84571350542,5301.57888660018,5637.13124536314,5978.40983035509
"DCTN5",2473.12193110281,2537.36038489057,2364.30908823291,2848.83938879758,2893.60231147176,3115.38010346209
"KIAA0100",8917.27084945156,9156.16473271298,8702.5441751416,10785.3808332045,10035.2191670782,10177.5200964648
"TENT4A",1473.34923555061,1532.67971114289,1345.27811379504,1153.22387270244,1228.72577893939,978.201823355108
"IPCEF1",5122.81190551367,4717.7797358617,5384.06047149964,3890.8473093848,4448.73768664848,4287.20348847567
"PCGF5",1660.44120196974,1467.6776698221,1654.81982734174,1289.2495372126,1258.74045445546,1296.62211669866
"TTC14",1499.07438093324,1441.44877595581,1681.35197421717,1768.33363863201,1913.43556414989,2317.95291350375
"C4orf46",748.367865676501,667.126213555498,667.234360311782,486.783667335082,538.388242069625,525.806420996695
"CICP14",753.045164836979,708.180134389683,706.541244571681,1059.97357439045,915.447603240337,876.344034994491
"TLCD5",21.0478462221516,4.56154675935383,5.89603263898482,39.3533369023089,68.4709785210498,33.0349583872269
"ILF3-DT",518.010882022953,525.718264015529,356.709974658582,314.826695218471,332.037347896598,265.197304830794
"APOL3",322.733642072991,313.606339705576,257.460091902337,181.367552680206,220.420273321188,146.822037276564
"PIK3IP1",321.564317282872,375.187220956853,368.502039936551,513.304394377942,503.683773504161,478.089258881811
"FSBP",159.028171456257,152.811816438353,214.222519216448,82.984210424434,91.9199437679847,111.95180342338
"NKTR",7783.02580303561,7800.24495849506,8417.56926425733,6204.99462070536,6934.32800282358,7087.83384952613
"RGL2",2432.19556344863,2459.81408998155,2349.56900663545,3229.54014796122,2866.40151178532,2736.39571974196
"B3GNT8",44.4343420245423,46.7558542833768,33.410851620914,145.43624507375,89.1060679383525,68.8228299733894
"ZMAT1",489.947087060084,565.631798159875,461.855890053811,645.052522268281,683.771826600621,746.957114644519
"PDP2",459.544642516976,434.487328828453,419.60098947442,616.820780577494,539.326200679502,655.193341346667
"TAPT1",1324.84498720543,1271.53115916988,1402.27309597189,1565.57840285272,1620.79247786814,1859.13404701449
"MPRIP",4933.38128951431,4927.61088679198,4644.10837530704,5952.6199601362,5665.27000365947,5433.33301696585
"LANCL2",1340.04620947698,1367.32364111631,1130.07292247209,947.046607627304,837.597038620514,1094.74181544338
"NCOA4",22360.9979614558,22702.818221304,23602.8013259627,24837.9441366247,26718.6889609675,28962.4821282682
"TCF25",5004.7101017116,5300.51733436915,4959.54612149273,4549.5879488365,4300.54022628786,3800.85548999705
"ELMOD3",868.808319058813,1003.54028705784,853.942060546301,1236.20808312688,1141.49562822079,1129.61204929656
"TSPAN3",3698.57431114808,3772.39916998562,3671.26298987455,3140.56738626904,3039.92385461264,3267.70796713653
"NUP43",1247.66955105754,1268.10999910037,1317.76329481311,1423.56418707483,1723.96792495465,1720.57074933473
"EML4",6605.51573938524,6389.58662316488,7066.39511782331,5097.96814349693,5810.65358819046,5867.37566466469
"EDEM3",2681.26174374409,2582.97585248411,2677.78149020561,2859.10547668514,3334.44285811414,3729.27974682472
"GLYCTK",479.423163949009,524.577877325691,432.375726858887,338.780900289442,320.781844578069,353.290527196732
"DENND1B",2407.63974285612,2345.77542099771,2567.72221427789,1816.24204877395,1968.77512213265,2157.36631023251
"CCDC134",461.883292097216,532.56058415456,433.358398965384,621.953824521274,645.315523595648,682.722473336023
"DPY19L1",880.501566960008,754.93598867306,893.2489448062,1013.77617889644,1207.15273091221,1092.90653997742
"HELZ",3112.7425912982,2972.98810040886,3221.19916509871,3437.42842768429,3891.59027238131,3863.25485583959
"LRRC39",180.076017678408,163.0752966469,144.452799655128,205.321757751177,288.891251842238,325.761395207376
"GON4L",2228.73304996783,2125.68078985889,2075.40348892266,2673.46038738512,2700.38283783702,2416.14015093246
"CNTRL",4645.7273911449,4403.03300946629,4651.96975215902,3505.86901360135,3768.71769448737,4133.04034933528
"MTHFD1L",4811.77151134188,4624.26802729495,4464.27937981801,4174.02023361663,3757.46219116884,3754.05596561515
"RFX3",381.199881578968,306.764019566545,367.519367830054,438.019749869177,513.063359602935,592.793975504127
"KHDC4",1234.80697836623,1305.74275986503,1465.16411078773,1705.02609665873,1576.7084232039,1760.02917185281
"DCUN1D2",572.969147158571,605.545332304221,634.806180797366,419.198588741986,486.800518526368,420.278081704164
"TPM4",10451.4249740884,10636.3866561233,10828.0639414956,11637.4661278719,12368.8601884532,13206.6422530269
"SLC2A1",560.106574467256,607.826105683898,452.029168988836,356.74655409267,406.136078076912,367.05509319141
"SMC4",2517.55627312735,2613.76629310975,2795.7021429853,1649.41812060112,2090.70974141671,2356.49369828885
"STRBP",876.99359258965,840.464990410944,835.271290522849,952.179651571083,1203.4008964727,1206.69361886676
"DBT",882.840216540247,821.07841668369,983.654778603967,1077.93922819368,1114.29482853435,1417.75029745182
"SLC9A9",192.938590369723,224.656177898176,230.927945026905,291.727997471464,379.873237000345,326.679032940355
"RPLP2",9893.65704920137,10442.5209188508,8808.67276264332,8525.13048329366,7953.88901176031,8010.05977116954
"ENSA",7565.53139207338,7188.99769274164,7542.99108947458,6571.15175536163,6128.6215569389,6493.20459855604
"FNDC3A",4368.59741588658,4583.21410646076,4557.63322993527,4769.45333109505,5602.42677679768,6798.77796363789
"ZBED3",753.045164836979,732.12825487629,616.135410773914,531.27004818117,473.669097988084,535.900436059459
"SYNJ2BP",1771.52705703109,1862.2514645062,1990.89368776387,2072.89424596292,2377.7250760392,2677.66690483134
"SLC15A2",230.356983653548,305.623632876707,199.482437618986,343.913944233221,393.004657538629,404.678240243529
"CPS1",80.6834105182478,115.179055673684,95.3191943302546,176.234508736427,175.398260047073,166.092429669113
"DOK2",326.24161644335,348.958327090568,308.559041440206,556.935267900068,514.93927682269,385.40784785098
