"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3"
"SPI1",12510.087707701,15864.9778301321,15021.5248856187,16588.5708962994,16210.7002605423,14977.2430040569
"ARIH2OS",59.1608148050053,32.6917251219153,38.1201690107783,80.849966118061,61.8500563786847,61.0578923569153
"VIRMA-DT",9.69849423032873,13.7094331156419,17.4263629763558,19.44492856004,23.9419573078779,39.558634484762
"SHLD1",185.241239799279,141.312618268924,172.085334391513,210.823962282539,195.525984681003,227.892133444825
"LAMC1",755.512700542608,909.04087274487,843.000308981211,761.42246571946,776.118449397043,633.798122071078
"GTF2IP20",261.859344218876,214.078070959639,242.879933982959,182.168278088796,211.487289552922,181.453736440974
"PLBD2",2476.99542642596,2671.23031399392,2453.8497366081,2397.86671664072,2175.72537035341,2356.318662788
"TELO2",1279.23138898036,1415.23532624549,1471.43852381604,1661.00626594447,1590.14499786489,1418.09104924723
"PKP4",721.567970736457,578.959906191339,712.302586658543,607.909871824408,600.544095805938,515.122218616792
"ZNF653",78.5578032656627,82.2565986938514,55.5465319871341,83.920217995962,106.741226330956,117.8159331394
"FNBP4",3652.4529271418,3498.01458804494,3305.56322707749,3574.79660316946,3863.6333605588,3964.46315162506
"KDM6B",732.236314389819,854.203140282303,728.639801948877,681.595916894033,708.282903691389,625.198418922217
"RNF175",229.854313258791,245.715224303428,308.228795144293,296.791014863768,339.177728528271,325.068779026957
"LCORL",981.487616109267,819.402271604135,703.589405170365,676.478830430865,727.236953226792,746.454233321161
"COX8A",707.020229390964,901.658870297986,1019.44223411681,754.258544671025,816.02171157684,663.037112777207
"ZNF618",5272.1014636067,5442.64494690983,5088.49798909589,5876.46209430261,5499.66710993046,5662.90452352517
"NR2C2",534.387032091113,454.520436372435,510.810264744429,360.242887007056,478.839146157559,421.385454294204
"RAB37",267.678440757073,332.190110109784,265.752035389426,220.034717916242,266.354275050142,211.552697461988
"SPATA20",818.552913039745,1091.48179036072,1065.18643692975,1151.34445421289,1210.06642560233,1061.20336856949
"ADGRG3",8.72864480729586,18.9822920062734,21.7829537204447,23.5385977305747,22.944375753383,52.458189208054
"LDB1",3340.16141292521,3697.32865411081,3942.7146234005,4044.54514048832,4086.09404721117,3880.18606076622
"USP3",1042.58812976034,1025.04376833876,1131.6244457771,941.543909222989,964.661363196582,947.687287004516
"LRPAP1",3010.41260909404,3428.4128506886,3187.93527698709,2818.49122391316,3132.40608111403,2816.40278125208
"RPS8",15392.4801929547,17393.0523366371,17534.188597272,18646.6630717857,17927.5381158281,17733.4478632669
"NRDC",6157.57398683571,5668.32330742886,5947.83551336744,5290.04398562351,5553.53651387319,5629.36568124461
"ALDOC",274.467386718303,340.626684334795,371.399360933583,377.640980981829,455.894770404176,365.487383826605
"NPC1",2512.87985507817,2551.00913128752,2686.92734141686,2448.01416397977,2350.30214239002,2308.16032515437
"WASHC4",5243.00598091571,4055.88305867375,3969.94331555105,3669.97441138439,3543.40968156593,4479.58537024185
"LINC01147",9.69849423032873,21.091435562526,7.62403380215566,4.09366917053473,6.9830708814644,0
"COPS7A",1950.36718971911,2094.37955135883,2241.46593783376,2013.06181461046,1862.484762242,1806.79763157576
"ASAP3",0,4.2182871125052,6.53488611613342,8.18733834106947,9.97581554494914,18.9193469274949
"ZBTB43",723.507669582523,731.872814019652,732.996392692966,818.733834106947,866.89837085608,792.032660010126
"PPP2R1B",1022.22129187665,961.769461651186,962.806554443658,847.38951830069,966.656526305572,775.69322402729
"DYNC1LI2",2230.65367297561,1919.32063618987,1996.40770847876,2182.94908518765,2187.69634900735,2439.73578333195
"GSDMD",1341.30175205446,1501.71021205185,1571.64011093009,1407.19877737131,1230.01805669223,1301.13508642272
"NDUFB8",170.693498453786,153.96747960644,184.065958937758,191.379033722499,244.407480851254,208.97278651733
"ARHGEF34P",56.2512665359066,35.8554404562942,49.0116458710007,30.7025187790105,23.9419573078779,30.0989610210146
"PP2D1",30.0653321140191,23.2005791187786,13.0697722322668,47.0771954611494,27.9322835258576,45.5784266889649
"ZCCHC10",677.924746699978,729.7636704634,637.151396323009,706.157931917241,722.249045454318,968.326574561783
"IMPA2",401.517661135609,456.629579928688,453.085437385251,519.895984657911,489.812543257003,519.422070191223
"ABCC6",688.59309035334,822.565986938514,785.275481622033,743.000954452054,656.408662857653,577.90005160348
"RAP2C",2679.69395583983,1986.81322998995,2051.95424046589,2342.6021828385,2538.84505618956,2746.7451857463
"INCENP",2029.8948424078,2097.54326669321,2293.74502676283,1937.32893495556,2065.99139935897,1797.33795811201
"VAMP2",761.331797080805,698.12651711961,709.035143600476,765.516134889995,893.833072827443,813.53191788228
"FBXO31",416.065402481102,580.014477969465,447.639698955139,665.221240211894,577.599720052555,494.482931059525
"C3orf70",90.1959963420572,48.5103017938098,58.8139750452008,44.0069435832484,48.8814961702508,32.678871965673
"GPAT4",2031.83454125387,2207.21873161835,2147.79923683585,2259.70538213517,2520.88858820865,2246.24246248257
"SRD5A3",81.4673515347613,74.8745962469673,96.9341440559791,120.763240530775,97.7629923405016,129.855517547806
"MTRNR2L8",37.824127498282,26.3642944531575,58.8139750452008,67.5455413138231,66.8379641511592,60.1979220420291
"KLHL32",37.824127498282,25.3097226750312,17.4263629763558,12.2810075116042,12.9685602084339,14.6194953530642
"DPF2",1290.86958205675,1393.08931890484,1360.34545984177,1433.80762697979,1604.11113962782,1455.06977278733
"GIPC3",5.81909653819724,6.3274306687578,5.44573843011119,14.3278420968716,9.97581554494914,21.4992578721533
"HELLS",1142.48262033272,975.478894766827,836.465422865078,1066.4008189243,1112.30343326183,1219.43790650853
"IFT172",437.402089787826,529.395032619403,578.337421277808,418.577672687176,436.940720868772,450.624445000332
"FASTKD2",1698.20633973056,1575.53023652069,1582.53158779031,1650.77209301813,1852.50894669706,1875.59525676665
"UAP1L1",2643.80952718761,3384.1208360073,3061.59414540851,2755.03935176988,2939.87284109651,2397.59723790253
"EXOSC2",1185.15599494617,1143.15580748891,1134.89188883517,1152.36787150553,1325.78588592374,1416.37110861746
"SETD1A",1572.12591473629,1746.37086457715,1861.353395412,1883.08781844598,2040.0542789421,1833.45671133723
"EXOG",865.105685345323,774.055685144704,817.9499122027,873.998367909165,1012.54527781234,902.968830630437
"ARPC3P3",150.326660570095,151.858336050187,186.244254309803,249.713819402619,194.528403126508,183.173677070746
"WDR53",268.648290180106,281.570664759722,250.503967785114,348.985296788086,322.218842101857,297.549728950601
"POLE3",2296.60343374184,2424.46051791236,2210.96980262514,2611.76093080116,2488.96597846481,2473.27462561251
"RGMB-AS1",1.93969884606575,4.2182871125052,6.53488611613342,8.18733834106947,14.9637233174237,14.6194953530642
"SGCB",753.573001696542,588.451052194475,570.713387475652,507.614977146307,544.679528754223,576.180110973707
"FBXL19",662.407155931452,1144.21037926704,1091.32598139428,823.850920570115,846.946739766182,730.114797338325
"LINC01126",10.6683436533616,4.2182871125052,18.515510662378,28.6556841937431,32.9201912983322,13.7595250381781
"TRUB1",751.633302850477,529.395032619403,616.457590288586,723.556025892014,725.241790117802,773.113313082631
"PAXX",772.000140734167,891.113152516723,793.988663110211,1098.12675499594,900.816143708907,837.611086699091
"KLHDC4",1274.3821418652,1459.5273409268,1225.29114677502,1640.53792009179,1472.43037443449,1356.17318657543
"ST20",119.291479033043,45.3465864594309,54.4573843011119,28.6556841937431,66.8379641511592,34.3988125954452
"IGBP1",1305.41732340225,1686.26027322395,1732.83396846138,1314.06780374165,1368.68189276702,1467.96932751062
"MYRF",57.2211159589395,60.1105913531991,50.1007935570229,34.7961879495452,28.9298650803525,42.1385454294204
"RXFP4",6.78894596123011,3.1637153343789,17.4263629763558,26.6088496084758,15.9613048719186,22.3592281870394
"SYCP2",23.276386152789,15.8185766718945,32.6744305806671,9.21075563370315,5.98548932696948,17.1994062977226
"MTRFR",450.010132287253,438.701859700541,417.143563746517,554.692172607456,487.817380148013,483.303316966005
"PNPT1",1486.77916550939,1113.62779770137,1215.48881760082,1347.84057439856,1441.50534624515,1563.42603246299
"TTC41P",42.6733746134464,31.637153343789,34.8527259527116,23.5385977305747,10.9733970994441,24.9391391316978
"BAZ2A",5616.39800878337,5612.43100318817,5538.31598342308,5808.91655298879,6092.23055330044,6086.86988876403
"KLF10",289.015128063796,304.771243878501,286.445841423848,216.964466038341,288.30106924903,206.392875572671
"SUPT3H",49.4623205746765,140.258046490798,84.9535195097345,61.405037558021,53.8694039427253,61.9178626718014
"ATXN10",3826.05597386468,3809.1132625922,3722.70679082401,4105.95017804634,3940.44714025491,4213.85454294204
"PTPN18",4710.55864767066,4912.1953425123,5184.34298546585,4806.99102350041,4522.03718652544,4306.73133694974
"LIMK2",2573.98036872924,2804.10635803783,2600.8846742211,2809.28046827946,2931.89218866055,2946.25829879988
"MT-ND3",19151.6165566301,23793.2484580856,26421.6337152134,23987.8779220409,27315.7781251797,25928.9649641317
"C16orf72",2516.75925277031,2511.98997549685,2306.8147989951,2679.30647211498,2548.8208717345,2796.6234640097
"NFE2L2",1793.25158318778,1619.822251202,1648.96959663767,1798.14418315738,1933.31305261114,1848.93617700518
"SNAPC3",707.990078813997,601.105913531991,423.67844986265,412.437168931374,513.754500564881,493.622960744639
"TTI1",808.854418809416,882.676578291713,892.011954852212,680.572499601399,728.234534781287,844.49084921818
"VIRMA",3130.67393755011,3143.6784705945,3224.96629831184,2721.26658111296,2995.73740814823,3009.03613178657
"ENDOG",196.879432875673,273.134090534712,225.453571006603,196.496120185667,178.56709825459,176.293914551657
"NAA20",3067.63372505298,3005.52956765995,2986.44295507297,2875.80259230065,2712.42424667167,2769.96438424823
"RELL2",475.226217286108,592.66933930698,566.356796731563,507.614977146307,461.880259731145,417.945573034659
"TRIM65",1050.3469251446,1158.9743841608,1036.86859709317,992.714773854673,986.60815739547,911.568533779298
"UTP4",1470.29172531784,1308.72357665474,1413.71369645686,1439.94813073559,1566.20304055701,1665.76249993444
"STK4",6896.59924718676,6488.78015081112,5988.13397775026,5937.86713186063,5912.66587349135,6046.45128396438
"TK2",1330.6334084011,1576.58480829882,1318.95784777293,1291.55262330371,1292.86569462541,1177.29936107911
"TFAM",2033.77424009993,1926.70263863675,1655.5044827538,1959.8441153935,1984.18971189038,2377.81792066015
"POLR3GL",403.457359981675,333.244681887911,344.170668783027,469.748537318861,408.01085578842,409.345869885798
"TRIM69",614.884534202841,605.324200644496,575.069978219741,473.842206489395,485.822217039023,582.19990317791
"CD1A",390.849317482248,313.207818103511,343.081521097005,411.413751638741,436.940720868772,398.166255792278
"POLL",674.045349007847,894.276867851102,753.690198727388,545.481416973753,800.060406704921,601.979220420291
"PTK7",46.5527723055779,86.4748858063566,62.0814181032675,70.6157931917241,95.7678292315117,122.115784713831
"KCNJ10",11.6381930763945,3.1637153343789,8.7131814881779,13.3044248042379,17.9564679809084,25.7991094465839
"STAC3",923.296650727295,1134.7192332639,1161.0314332997,946.660995686157,964.661363196582,919.308266613274
"TMEM231",88.2562974959914,89.6386011407355,68.6163042194009,134.067665335012,95.7678292315117,111.796140935197
"MYBBP1A",1992.07071490952,2289.4753303122,2175.02792898641,2583.10524660742,2585.73138925082,2068.22860730114
"SNRPB2",1406.28166339767,1306.61443309849,1202.41904536855,1520.79809685365,1479.41344531596,1373.37259287315
"USP15",5820.06638762027,4749.79128868085,4967.60259594742,5602.18625987678,5485.70096816753,5983.6734509777
"BLM",494.623205746765,497.757879275614,392.093166968005,492.263717756802,552.660181190182,589.079665696999
"EMC3-AS1",132.869370955504,165.567769165829,119.806245462446,199.566372063568,161.608211828176,181.453736440974
"FKBP10",17.4572896145917,16.8731484500208,38.1201690107783,28.6556841937431,55.8645670517152,45.5784266889649
"KIF22",1314.14596820954,1515.41964516749,1613.02772299893,1671.2404388708,1669.95152222449,1614.16428104127
"EIF4EBP3",30.0653321140191,16.8731484500208,15.2480676043113,9.21075563370315,2.99274466348474,13.7595250381781
"RAB1A",5242.03613149268,4549.42265083686,4392.53261772768,4459.02914400496,4180.86429488818,4321.35083230281
"SLA",14306.2488391579,14555.1996816992,14791.714723868,13344.3380786506,13774.6061044658,13864.4414165942
"TMEM30A-DT",76.618104419597,52.728588906315,89.3101102538234,120.763240530775,106.741226330956,85.1370611737269
"SELL",167.783950184687,159.240338497071,175.35277744958,171.934105162459,264.359111941152,208.112816202444
"UBOX5",293.86437517896,271.024946978459,223.275275634559,242.549898354183,157.617885610196,220.152400610849
"ZNF652-AS1",66.9196101892682,29.5280097875364,68.6163042194009,66.5221240211894,106.741226330956,81.6971799141824
"SLC23A2",7923.66978617857,7887.1423286066,8188.21230351518,7396.23677386363,7504.80603446524,7554.83921627466
"TALDO1",3552.55843656941,4070.64706356752,3882.81150066927,3476.54854307662,3570.3443835373,3527.59823166291
"ZNF2",203.668378836903,168.731484500208,238.52334323887,151.465759309785,162.605793382671,164.254330143251
"AKAP1-DT",28.1256332679533,39.0191557906731,41.387612068845,50.1474473390505,54.8669854972203,65.3577439313459
"IFI27",7.75879538426298,10.545717781263,11.9806245462446,30.7025187790105,22.944375753383,12.899554723292
"ARL15",693.442337468504,705.508519566495,791.810367738166,791.101567205837,804.050732922901,900.388919685779
"KCNMB1",1289.89973263372,1501.71021205185,1471.43852381604,1523.86834873155,1701.87413196832,1530.74716049731
"FADS2",8299.97136231533,10745.0318473289,10510.2751701146,9093.06264505028,9134.85429450993,8509.40626579826
"GAS6-AS1",1315.11581763258,1691.53313211458,1565.10522481395,1275.17794662157,1363.69398499455,1411.21128672814
"HNRNPA1P49",106.683436533616,48.5103017938098,87.131814881779,48.1006127537831,58.8573117151999,52.458189208054
"RPL32P1",17.4572896145917,26.3642944531575,29.4069875226004,39.9132744127136,36.9105175163118,48.1583376336233
"SHARPIN",813.70366592458,1063.00835235131,1031.42285866306,841.249014544888,934.733916561734,728.394856708553
"MFSD11",1169.63840417764,963.878605207438,1045.58177858135,1094.03308582541,1263.93582954506,1238.35725343603
"DLG1",2158.88481567118,1682.04198611145,1603.22539382473,1574.0157960706,1490.3868424154,1721.66057040203
"ZNF467",674.045349007847,838.384563610408,824.484798318833,913.911642321879,963.663781642087,810.092036622735
"SETD4",517.899591899554,479.830159047466,478.135834163762,519.895984657911,576.60213849806,614.878775143583
"RN7SL842P",1.93969884606575,6.3274306687578,2.17829537204447,5.11708646316842,8.97823399045422,20.6392875572671
"SLIT3",271.557838449204,350.117830337932,277.73265993567,269.158747962659,250.392970178223,208.97278651733
"EFCAB2",316.170911908717,290.007238984732,215.651241832403,329.540368228046,317.230934329383,363.767443196833
"SIMC1",148.38696172403,239.38779363467,165.55044827538,249.713819402619,225.453431315851,233.051955334141
"ZGLP1",28.1256332679533,26.3642944531575,30.4961352086226,18.4215112674063,14.9637233174237,11.1796140935197
"LGALS8",2433.35220238948,2074.34268757443,2362.36133098223,2164.52757392024,1925.33240017518,2117.24691524965
"EIF4ENIF1",774.909689003265,805.692838488493,838.643718237122,893.443296469206,875.876604846534,954.567049523605
"TRAF5",107.653285956649,127.603185153282,117.627950090402,92.1075563370315,92.775084568027,75.6773877099795
"PSMD14",2012.43755279321,1905.61120307422,1982.24878856047,2000.78080709885,2222.61170341467,2257.42207657609
"TMEM30A",18998.380347791,15375.6565250815,15782.8391181482,14478.2844388887,14202.5685913441,16773.720991854
"POLR3K",391.819166905281,481.939302603719,424.767597548672,496.357386927336,551.662599635687,477.283524761802
"TMEM165",3526.37250214753,3065.64015901315,2872.08244804064,3383.41756944696,3357.85951242988,3711.63187904854
"PACSIN3",3.87939769213149,31.637153343789,21.7829537204447,4.09366917053473,13.9661417629288,1.71994062977226
"SH2D2A",24.2462355758218,30.5825815656627,30.4961352086226,15.3512593895052,15.9613048719186,13.7595250381781
"CC2D2B",64.9799113432025,80.1474551375988,80.5969287656455,99.2714773854673,106.741226330956,104.916378416108
"DUS1L",2108.45264567347,2678.6123164408,2401.57064767903,2566.73056992528,2994.73982659373,2496.49382411444
"PDE4DIPP2",83.4070503808271,116.002895593893,79.5077810796233,40.9366917053473,100.755737003986,36.1187532252175
"UBA1",8509.45883769043,9376.19767932093,9521.3290712064,8342.89776954979,8842.56289904292,8208.41665558812
"CA14",60.1306642280381,27.4188662312838,52.2790889290674,93.1309736296652,73.8210350326236,53.3181595229401
"CWC15",896.140866882375,1025.04376833876,1127.26785503302,1081.7520783138,1150.21153233264,1220.29787682342
"ERC1",2288.84463835758,2379.11393145293,2693.46222753299,2275.05664152468,2163.75439169947,2247.96240311235
"SUZ12",4039.42284693192,2851.56208805351,3170.50891401073,3642.34214448328,3666.11221276881,4047.88027216902
"APOOL",874.804179575651,729.7636704634,843.000308981211,705.134514624608,630.471542440786,786.872838120809
"MAK",70.7990078813997,22.1460073406523,31.5852828946449,7.16392104843578,26.9347019713627,28.3790203912423
"NAGK",5087.83007323045,5093.58168835003,5404.35081804234,5511.10212083238,5761.03347720813,5491.77043086283
"CAST",1736.03046722884,1560.76623162692,1593.42306465053,1909.69666805445,1735.79190482115,1757.77932362725
"AFG1L",175.54274556895,180.331774059597,181.887663565714,119.739823238141,102.750900112976,181.453736440974
"POLR2L",658.527758239321,1021.88005300438,999.837575768414,774.726890523698,803.053151368406,677.656608130271
"NUDT16L2P",449.04028286422,438.701859700541,400.806348456183,352.055548665987,385.066480035037,359.467591622403
"EFCAB7",36.8542780752492,61.1651631313254,68.6163042194009,78.8031315327936,76.8137796961084,90.2968830630437
"POLR3H",735.145862658918,866.858001619819,876.763887247901,985.550852806237,927.75084568027,899.528949370893
"ZNF419",247.311602873383,239.38779363467,223.275275634559,289.627093815332,268.349438159132,303.569521154804
"DENND1A",1061.01526879796,1427.89018758301,1125.08955966097,946.660995686157,1157.1946032141,1033.68431849313
"KANSL1L-AS1",123.170876725175,109.675464925135,98.0232917420013,74.7094623622589,98.7605738949965,65.3577439313459
"ALG11",676.954897276945,584.23276508197,619.725033346653,543.434582388486,514.752082119376,574.460170343935
"EXTL3",1331.60325782413,1662.00512232705,1566.19437249998,1361.1449992028,1389.63110541142,1318.33449272044
"LINC01278",426.733746134464,494.594163941235,466.155209617517,396.062492249235,384.068898480542,405.046018311368
"QRSL1",1250.13590628937,1300.28700242973,1156.67484255562,1306.90388269321,1319.80039659677,1522.14745734845
"ZNF692",667.256403046617,634.852210432033,669.825826903676,630.425052262349,588.573117151999,479.863435706461
"PIP4P2",523.718688437751,434.483572588036,407.341234572317,402.202996005038,362.122104281654,388.706582328531
"ABCA5",1111.44743879567,958.605746316807,839.732865923145,819.75725139958,833.978179557748,888.349335277373
"RABEPK",450.010132287253,565.250473075697,453.085437385251,409.366917053473,459.885096622155,366.347354141492
"TRAF4",413.155854212004,523.067601950645,462.887766559451,512.732063609475,573.609393834575,548.661060897351
"PHBP19",2.90954826909862,5.2728588906315,3.26744305806671,17.3980939747726,7.98065243595931,9.45967346374744
"FUOM",391.819166905281,478.77558726934,357.240441015294,509.661811731574,441.928628641247,506.522515467931
"PRKCZ-AS1",28.1256332679533,21.091435562526,29.4069875226004,62.4284548506547,23.9419573078779,50.7382485782817
"RNASEH2C",632.341823817433,834.166276497903,770.027414017722,661.127571041359,650.423173530684,622.618507977559
"TEF",356.904587676097,449.247577481804,521.701741604651,329.540368228046,400.03020335246,368.067294771264
"IK",3501.15641714867,3377.79340533854,3285.95856872909,3599.35861819266,3942.4423033639,3512.11876599496
"SPC25",354.964888830031,293.170954319111,259.217149273292,184.215112674063,225.453431315851,304.42949146969
"TADA3",3345.98050946341,3809.1132625922,3759.73781214876,3553.30484002415,3234.15939967251,3187.049986968
"TAMM41",289.984977486829,241.496937190923,257.038853901248,284.510007352164,370.102756717613,307.869372729235
"WDR90",262.829193641909,321.644392328521,272.286921505559,325.446699057511,367.110012054128,337.968333750249
"HLA-DMB",8148.6748523222,8590.54170461684,8609.71245800578,8860.74691962243,9138.84462072791,9095.04605023572
"ERCC3",1540.1208837762,1699.9697063396,1830.85726020338,1764.37141250047,1891.41462732236,1969.33202108924
"PLCG2",6590.12682950837,6844.17084003969,7032.62660864558,6203.95562794539,6485.27768577144,6396.45920212304
"DCLK2",268.648290180106,281.570664759722,208.027208030247,236.409394598381,187.545332245044,179.733795811201
"ADAMTS12",10.6683436533616,3.1637153343789,23.9612490924892,2.04683458526737,7.98065243595931,0
"PITPNM1",2517.72910219334,3302.91880909157,3041.98948706011,2816.4443893279,2707.4363388992,2377.81792066015
"RNU6-595P",4.84924711516436,0,5.44573843011119,16.3746766821389,10.9733970994441,7.73973283397518
"CASC15",9.69849423032873,25.3097226750312,4.35659074408895,6.1405037558021,0,5.15982188931678
"VHL",3071.51312274511,2715.52232867522,2622.66762794155,2943.34813361447,3203.23437148317,3080.41366792212
"ZNF316",1626.43748242613,1770.62601547406,1807.98515879691,1865.6897244712,1981.1969672269,1873.87531613688
"ZNF221",59.1608148050053,45.3465864594309,77.3294857075788,37.8664398274463,19.9516310898983,52.458189208054
"MYBL1",189.12063749141,132.876044043914,166.639595961402,139.184751798181,98.7605738949965,131.575458177578
"EOLA2",413.155854212004,511.467312391255,496.65134482614,519.895984657911,554.655344299172,582.19990317791
"PLGLB2",38.7939769213149,48.5103017938098,28.3178398365782,36.8430225348126,13.9661417629288,10.3196437786336
"TAB3",1185.15599494617,1035.58948612003,982.411212792058,1216.84316094145,1090.35663906294,1322.63434429487
"COX4I1",7781.10192099274,8857.34836448279,8968.0420467071,8028.70866071125,8071.43235741835,7523.88028493876
"EXOC3",6192.48856606489,6428.66955945792,6250.61857008162,6099.56706409675,5881.74084530201,5575.18755140678
"HNRNPA1P59",58.1909653819724,45.3465864594309,44.6550551269117,36.8430225348126,27.9322835258576,27.5190500763562
"RAPGEF6",472.316669017009,382.809555459847,404.07379151425,408.34349976084,474.848819939579,647.557647109256
"RPL5",26376.994758225,26885.2529115519,26870.3625618546,27517.6441643345,29386.7574323112,28297.3232113281
"SEC61G",914.568005919999,791.983405372851,908.349170142546,902.654052102909,1102.32761771688,970.906485506441
"SRSF4",4163.56357308012,4014.75475932682,3798.94712884556,4262.53302381929,4359.43139314277,4304.15142600508
"MAU2",2003.70890798592,2324.27619899037,2359.09388792417,2691.58747962659,2616.65641744016,2169.70510445771
"LPP",3028.83974813166,2354.85878055603,2556.22961909419,2414.24139332286,2430.10866674961,2296.98071106085
"STMN3",11.6381930763945,11.6002895593893,6.53488611613342,30.7025187790105,8.97823399045422,27.5190500763562
"CCND1",6287.53380952212,6332.70352764843,6288.7387390924,6072.95821448828,5658.28257709515,5908.8560335826
"CHEK1",678.894596123011,461.902438819319,594.674636568141,681.595916894033,645.435265758209,715.495301985261
"COX6A1",724.477519005556,767.728254475946,780.918890877944,635.542138725517,688.331272601491,680.236519074929
"EGFL7",23.276386152789,8.4365742250104,25.0503967785115,12.2810075116042,0,7.73973283397518
"ICA1L",66.9196101892682,71.7108809125884,168.817891333447,190.355616429865,120.707368093885,138.455220696667
"MFSD1",12673.0224107706,10909.5450447166,11040.6900932074,10459.3247307162,10380.8336560741,11114.2563495884
"USP44",11.6381930763945,14.7640048937682,2.17829537204447,21.4917631453073,10.9733970994441,36.1187532252175
"TM9SF2",8027.44367444309,7371.45672910284,8019.39441218173,7035.99388685657,7337.21233331009,7416.38399557799
"TDO2",32.9748803831177,14.7640048937682,34.8527259527116,8.18733834106947,16.9588864264135,15.4794656679504
"TXLNB",58.1909653819724,31.637153343789,33.7635782666893,18.4215112674063,15.9613048719186,34.3988125954452
"RPS5",11394.7608712132,14053.2235153111,13587.1173831274,12226.7663950946,12298.1854038133,11148.6551621838
"NTPCR",847.648395730731,1029.26205545127,1119.64382123086,905.72430398081,856.922555311131,859.970314886131
"ABHD15",858.316739384093,762.455395585315,825.573946004856,739.930702574153,745.193421207701,673.35675655584
"HNRNPU",20641.3052704086,19166.8420674455,18457.7858350189,18217.8512261722,17874.6662934399,18336.2870540021
"ACRV1",5.81909653819724,2.1091435562526,5.44573843011119,9.21075563370315,16.9588864264135,12.0395844084058
"GPATCH11",1240.43741205904,1274.9772797547,1164.29887635777,1275.17794662157,1304.83667327935,1547.94656679504
"LINC02153",18.4271390376246,25.3097226750312,20.6938060344225,0,9.97581554494914,14.6194953530642
"MTMR8",87.2864480729586,56.9468760188202,100.201587114046,60.3816202653873,49.8790777247457,55.8980704675985
"ABRACL",1539.15103435317,1538.62022428627,1416.98113951493,1253.68618347626,1327.78104903273,1459.36962436176
"INPPL1",5684.28746839567,6884.24456760849,6305.07595438273,5789.47162442875,6062.30310666559,5399.75360717001
"UNG",888.382071498112,977.58803832308,905.081727084479,1068.44765350957,1197.0978653939,901.248890000665
"B3GAT3",973.728820725004,1155.81066882642,1034.69030172113,800.31232283954,1034.49207201123,933.067791651452
"CISD2",988.276562070498,741.363960022789,747.155312611255,640.659225188686,676.360293947552,800.632363158988
"IDI1",4206.23694769357,3775.36696569215,3623.59435139598,4290.1652907204,4084.09888410218,4255.99308837146
"IGSF22",149.356811147062,140.258046490798,99.1124394280236,122.810075116042,85.7920136865626,72.237506450435
"KHDC4",1335.48265551627,1327.70586866101,1254.69813429762,1080.72866102117,1142.23087989668,1282.21573949522
"SPRED1",7581.31293984797,6235.68292406081,6024.07585138899,5728.06658687072,5887.72633462898,6381.83970676998
"SPIB",8.72864480729586,3.1637153343789,4.35659074408895,6.1405037558021,30.9250281893423,9.45967346374744
"GABPB1-IT1",407.336757673807,417.610424138015,251.593115471137,436.999183954583,436.940720868772,447.184563740788
"LAMB2",89.2261469190243,71.7108809125884,88.2209625678012,40.9366917053473,82.7992690230779,42.1385454294204
"PKD1P2",91.16584576509,127.603185153282,132.876017694713,116.66957136024,194.528403126508,162.534389513479
"THOC7",852.497642845895,634.852210432033,698.143666740254,883.209123542869,824.002364012799,813.53191788228
"DENND3",17115.9026176841,17842.2999141189,17437.254453216,18744.9111318785,18596.9153388942,18308.7680039257
"RICTOR",3006.53321140191,2574.2097104063,2366.71792172632,2800.06971264576,2907.95023135267,3113.95251020268
"THNSL1",233.733710950922,291.061810762859,253.771410843181,221.058135208876,178.56709825459,227.892133444825
"CHRAC1",748.723754581378,703.399376010242,768.938266331699,835.108510789085,853.929810647646,814.391888197166
"PSMC2",3278.09104985111,3159.49704726639,3354.57487294849,3517.48523478197,3562.36373110134,3484.5997159186
"LINC01285",14.5477413454931,10.545717781263,21.7829537204447,4.09366917053473,0,11.1796140935197
"TGFB2",37.824127498282,36.9100122344205,46.8333504989562,20.4683458526737,21.9467941988881,29.2389907061284
"RIPK2-DT",282.226182102566,180.331774059597,214.562094146381,288.603676522699,270.344601268122,286.370114857081
"CYB5A",256.040247680678,233.060362965912,231.988457122736,301.908101326937,285.308324585545,283.790203912423
"ETV4",41.7035251904135,34.8008686781679,21.7829537204447,21.4917631453073,15.9613048719186,16.3394359828365
"KIF4A",885.472523229013,786.71054648222,820.128207574744,756.305379256292,699.304669700935,749.03414426582
"LEPROTL1",1435.37714608865,1327.70586866101,1279.74853107613,1250.61593159836,1066.41468175506,1286.51559106965
"THAP1",385.030220944051,319.535248772269,349.616407213138,272.22899984056,298.276884793979,310.449283673893
"ALG1L13P",20.3668378836903,27.4188662312838,23.9612490924892,13.3044248042379,15.9613048719186,5.15982188931678
"PKD2",3500.18656772564,3201.67991839145,2984.26465970093,3572.74976858419,3268.07717252534,3807.0885840009
"EXOC5P1",0.969849423032873,11.6002895593893,7.62403380215566,7.16392104843578,35.9129359618169,12.899554723292
"MAP2K7",1156.06051225518,1518.58336050187,1290.64000793635,1508.51708934205,1524.30461526823,1433.57051491518
"SEMA4B",1477.08067127907,1759.02572591467,1717.58590085707,1467.5803976367,1647.0071464711,1267.59624414216
"TCEA1P2",99.8944905723859,164.513197387703,168.817891333447,175.00435704036,219.467941988881,175.433944236771
"USP22",4722.19684074706,5103.07283435317,5093.943727526,4671.89994087276,4659.70344104574,4526.88373756059
