"","WT_V_1","WT_V_2","WT_V_3","WT_10_1","WT_10_2","WT_10_3","C08_V_1","C08_V_2","C08_V_3","C08_10_1","C08_10_2","C08_10_3","CTRL_Veh_0_vs_AD_Veh_0_pvalue","CTRL_Veh_10_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_CTRL_Veh_10_pvalue","AD_Veh_0_vs_AD_Veh_10_pvalue","CTRL_Veh_0_vs_AD_Veh_10_pvalue"
"GOBP_NEUTROPHIL_APOPTOTIC_PROCESS",0.282943948088957,0.0309126083575774,-0.084741898656288,0.0979795448866745,0.69793930475924,0.653915896484628,-0.649112698779339,-0.47958122546165,-0.594878750049356,0.341344480986858,0.0681518744609613,0.309810342250499,0.0143562870568868,0.33920887353126,0.159120000149248,0.00299330258409717,0.307038722308082
"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",-0.0544484682398875,-0.0180067038344222,-0.00221593966357805,0.115878676279273,0.189309300069259,0.220960708619,-0.245199227531454,-0.232512049038317,-0.221523221566593,0.248795218040384,0.00864085283055863,0.0791557143685171,0.0017307944373305,0.481180846552886,0.0110681141783539,0.0389746807591605,0.189869232462138
"GOBP_MESONEPHROS_DEVELOPMENT",0.187857287522723,0.0408263828162823,0.0725204937570178,0.269567407737856,0.00952544619739334,0.0946535015102972,-0.153625709572842,-0.233209576253262,-0.12516224338812,0.0875578174400768,0.0365708316908326,0.136015146374124,0.0100714456326134,0.67980721482862,0.801549036696058,0.00417739917349711,0.811395977251717
"GOBP_INNER_CELL_MASS_CELL_DIFFERENTIATION",0.509272824881445,0.0926830710345756,0.413034624092416,-0.0576838637433293,0.263494608650273,0.0397859347674073,-0.3078051043467,-0.636057890814895,-0.515323162058716,-0.0231258423064379,-0.0461686191664785,0.193919767658381,0.00778805565101134,0.758344930788627,0.184706070546799,0.0139750881746023,0.129069594325551
"GOBP_BLASTOCYST_GROWTH",0.245088722793764,-0.147356139762922,-0.0199697180180438,0.398510409360045,0.0305315745609344,0.363180619776146,-0.616761193328243,-0.565507048344267,-0.592243983778251,0.286544575579777,0.0594372243890876,0.453768074739181,0.0315554651960083,0.988505390784144,0.221547827896528,0.0160130738765994,0.212819320578649
"GOBP_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA",-0.193605865856883,-0.0514770140170044,-0.0967298186827603,0.0557878325662242,-0.179069078294698,0.0932931993702884,-0.252021438151306,-0.227677261075731,-0.36780667566494,0.371961004244552,0.315940288232241,0.0505977898505449,0.0488984850388247,0.123189522824314,0.355910266756106,0.0202455961451125,0.0517649485021398
"GOBP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.112007031173482,0.104107067330771,-0.0057934720328025,0.19673531454585,0.00371107260024317,0.189967053958325,-0.259136059149434,-0.311912381292658,-0.220533287145288,0.128910799823237,0.185823330157708,0.141125383329783,0.00299834701158836,0.767297292554277,0.470831519295578,0.000459499110308892,0.151652763692347
"GOBP_NEURAL_TUBE_FORMATION",0.179554586986842,0.176513028798767,-0.120580544289944,0.0323953835683898,0.216338716765315,0.258347050906559,-0.357618092145157,-0.317945942963084,-0.381042191912508,0.28862332576593,0.280502435445903,0.0791736485179926,0.0453887346197298,0.654486111810427,0.501683697319586,0.0101497496505054,0.325814591920579
"GOBP_PHAGOLYSOSOME_ASSEMBLY",0.161898866530998,0.2497349460487,0.204078770130828,-0.437842693592131,0.105872621628089,0.267650645506658,-0.318300852409467,-0.166264402613485,-0.454211640120809,0.483325457415458,0.190627568861341,0.351753032687647,0.0178485123969197,0.224662561477606,0.399482676356066,0.00526866257186568,0.243325970315256
"GOBP_NK_T_CELL_DIFFERENTIATION",0.591168272197709,0.368529657649746,0.361683083623401,0.165089465811755,0.099964679205106,0.219742552090922,-0.556680197156858,-0.518890279893536,-0.585690243941959,0.587619682542414,0.574847185310398,0.473040898768734,0.00372402416880217,0.00158089461816504,0.0481814705090786,0.000101117667144012,0.302710849685478
"GOBP_RECEPTOR_RECYCLING",0.345392603934235,0.377926384033885,0.290174255099704,0.0170465416036051,-0.0790326709633812,0.330812597476165,-0.588884430195653,-0.52572279521805,-0.558989087478324,0.44435110612675,0.448089619076578,0.279901716402599,2.19733984799915e-05,0.120257099488846,0.178330841978875,0.00154772035005034,0.453536223681916
"GOBP_ENDOTHELIAL_CELL_DEVELOPMENT",-0.0189838846535614,0.028422031851044,0.00940408593566275,0.074669646172101,0.27830127198458,0.280051972095916,-0.404296198791954,-0.242922765753928,-0.35508268401661,0.0975628177917603,0.199546806463812,0.256608442580569,0.0136353174223818,0.766780407024811,0.0898750843196016,0.00147570365311371,0.0520264680468377
"GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS",0.242029065187512,0.150664330340115,0.287290054220714,-0.2418831233206,0.485473460261184,0.284452061925313,-0.262125367967644,-0.381068297233549,-0.10015292961892,-0.00871737602341399,0.235506474637605,0.0550600342818232,0.0145782990090452,0.74852173784438,0.838494993522316,0.0359864923275617,0.2068753705951
"GOBP_PLACENTA_DEVELOPMENT",0.151007742932789,0.0477683589284021,-0.104687193862288,0.252766940249942,0.104411062611618,0.256832898991133,-0.316512239431984,-0.349118476459541,-0.308388449457167,0.250154249331206,0.143784584196264,0.110780283380203,0.03768495821381,0.608265626811526,0.135106687769905,0.0042906085623356,0.202432980875257
"GOBP_TISSUE_HOMEOSTASIS",0.0587022672800263,0.15220090496866,0.0993063292441071,0.0274482059378252,-0.0303426484861027,0.0678938791122363,-0.244517095904003,-0.216094836141243,-0.190242216696908,0.107623473992629,0.15303594917037,0.202890479086467,0.00148133432184842,0.0285320837762627,0.106292863973502,0.00101445353885539,0.256003057316322
"GOBP_NEGATIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",0.364277747369783,0.0122147960359384,0.071345460115322,0.637392111940663,0.193716167616725,0.0166656453587258,-0.62905861094775,-0.531813676338787,-0.312572175416612,0.0254391531258615,0.292166355426837,0.338159914752864,0.0117257827912273,0.779005026913952,0.574955655266581,0.00631836878680355,0.660275937694251
