"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"MNT",653.509204687787,789.214467466138,810.368553615587,696.602773365114,592.989637895303,605.489841249621
"ZDHHC16",734.102833147943,777.79037384781,883.232797804594,733.159187127715,669.896143833942,633.573785648954
"BANK1",1264.09354204354,1119.56117459611,1196.35211742763,926.095815319219,1153.5975890796,1017.76214503183
"EXOSC10-AS1",0.87601770065387,3.80803120610923,0.984651948500105,8.12364750280017,6.07156625831368,14.6036510876532
"NVL",971.503630025142,857.759029176104,812.337857512587,726.050995562765,776.148553354432,770.623434317699
"NINJ2-AS1",366.175398873318,410.31536245827,354.474701460038,310.729516982106,322.804939400344,284.209517321251
"MTX1",239.152832278507,254.186083007791,353.490049511538,411.259654829258,308.637951464279,371.83142384717
"B4GALNT3",108.62619488108,125.665029801605,107.327062386511,71.0819156495015,98.1569878427378,60.6613199025594
"TRAPPC12",1827.37292356397,1941.14390731418,1985.05832817621,1810.55793718659,1682.83578126261,1652.45928845676
"MLLT11",262.805310196161,227.529864565027,231.393207897525,184.812980688704,199.349758814632,175.243813051838
"ZNF721",1333.29894039519,1067.20074551211,973.820777066604,1275.41265793963,1388.36481773439,1283.99793793751
"AP3S1",1361.33150681611,1107.18507317626,1042.74641346161,1442.96288768488,1258.83807089037,1383.97677999913
"RNU1-134P",1.75203540130774,0,3.93860779400042,8.12364750280017,11.1312048069084,10.1102199837599
"ASB9P1",0,3.80803120610923,9.84651948500105,0,0,0
"CTDSPL2-DT",8.7601770065387,15.2321248244369,1.96930389700021,0,0,3.37007332791997
"RAB11B-AS1",45.5529204340013,39.9843276641469,36.4321220945039,53.8191647060511,61.7275902928557,87.6219065259192
"POM121L14P",1.75203540130774,0,3.93860779400042,7.10819156495015,11.1312048069084,11.2335777597332
"RAD50",134.906725900696,125.665029801605,162.467571502517,60.9273562710013,108.276264939927,117.952566477199
"REST",2369.62788026872,1923.05575908516,1845.2377514892,2325.39409767655,2157.42987712079,2566.87251809904
"RFX3-DT",36.7927434274626,35.2242886565104,74.833548086008,96.468314095752,66.7872288414505,82.0051176460526
"SECTM1",49.0569912366167,115.192943984804,93.54193510751,54.8346206439011,44.5248192276336,56.1678887986661
"C17orf107",0,0,0,7.10819156495015,0,5.61678887986661
"PSTPIP1",1030.19681596895,1090.04893274877,1206.19863691263,1015.45593785002,1005.85614346063,842.518331979992
"ZNF627",331.134690847163,324.634660320812,310.165363777533,256.910352276055,264.113132236645,258.372288473864
"FZD6",99.8660178745412,95.2007801527308,77.7875039315083,75.1437394009015,43.5128915179147,56.1678887986661
"LINC02916",27.15654872027,36.1762964580377,22.6469948155024,10.1545593785002,10.1192770971895,17.9737244155732
"IGFBP5",0,1.90401560305462,0,0,9.10734938747052,13.4802933116799
"RNU6-1203P",0,0,0,0,7.08349396803262,5.61678887986661
"BMERB1",21.0244248156929,27.6082262442919,26.5856026095028,51.7882528303511,54.6440963248231,32.5773755032264
"TUBB2A",80.5936284601561,119.000975190913,105.357758489511,30.4636781355006,28.3339758721305,110.089062045386
"RLF",1360.45548911546,1261.41033702368,1266.26240577114,1215.50075760647,1128.29939633663,1082.91689603828
"TAS2R4",48.1809735359629,68.5445617099662,50.2172493735054,22.3400306327005,39.4651806790389,32.5773755032264
"USP9YP14",0,0,0,15.2318390677503,0,0
"LINC01187",0,1.90401560305462,0,1.01545593785002,7.08349396803262,12.3569355357065
"CDC45",474.801593754398,417.931424870488,367.275176790539,509.75888080071,479.65373440678,540.335090243168
"BCL2L2",720.962567638135,690.205656107298,757.197348396581,921.018535629969,810.554095484876,789.720516509246
"CCDC138",155.931150716389,112.336920580222,111.265670180512,206.137555383554,152.801084167561,167.380308620025
"PCOLCE",56.0651328418477,87.5847177405123,62.0330727555066,111.700153163502,104.228554101051,93.2386954057858
"ACTG1P10",30.6606195228855,31.4162574504012,27.570254558003,17.2627509434504,13.1550602263463,11.2335777597332
"RB1-DT",2.62805310196161,3.80803120610923,0.984651948500105,16.2472950056003,3.03578312915684,14.6036510876532
"SLC37A3",28.0325664209239,36.1762964580377,50.2172493735054,86.3137547172518,51.6083131956663,58.4146043506128
"DBF4",889.157966163678,638.797234824823,690.241015898574,898.678504997268,965.379035071875,796.460663165086
"COX18",741.110974753174,735.902030580609,707.964750971576,783.931984020216,829.780721969536,923.400091850071
"PRKAR2B-AS1",0,0,2.95395584550032,4.06182375140008,4.04771083887579,15.7270088636265
"XPOTP1",30.6606195228855,5.71204680916385,19.6930389700021,5.0772796892501,5.05963854859473,7.86350443181326
"CIRBP-AS1",17.5203540130774,39.0323198626196,17.7237350730019,46.710973141101,40.4771083887578,55.0445310226928
"JDP2-AS1",63.9492921477325,94.2487723512035,64.987028601007,50.772796892501,54.6440963248231,26.9605866233597
"ORC4",852.365222736216,686.397624901189,704.026143177575,557.485309879661,692.158553447759,631.327070097007
"LRRC47",1069.61761249838,1058.63267529837,1003.36033552161,845.874796229067,755.909999160053,1055.95630941492
"ADCK1",416.984425511242,464.579807145326,542.543223623558,561.547133631062,553.524457216264,596.502979041834
"ZNF681",49.9330089372706,34.2722808549831,27.570254558003,30.4636781355006,12.1431325166274,2.24671555194665
"API5P1",5.25610620392322,3.80803120610923,5.90791169100063,0,1.01192770971895,0
"RPLP1P6",4.38008850326935,7.61606241221846,0.984651948500105,7.10819156495015,12.1431325166274,28.0839443993331
"ACTBP11",15.7683186117697,10.4720858168004,14.7697792275016,2.03091187570004,1.01192770971895,7.86350443181326
"C15orf48",4.38008850326935,8.56807021374577,1.96930389700021,9.13910344065019,17.2027710652221,22.4671555194665
"MYADM",1359.57947141481,1522.26047464217,1394.26715907615,1308.92270388868,1179.90770953229,1286.24465348945
"SPC25",320.622478439317,264.658168824592,234.347163743025,234.570321643355,199.349758814632,199.957684123251
"METTL2B",753.375222562329,626.421133404968,804.460641924586,830.642957161317,806.506384646,942.497174041618
"ZBP1",64.8253098483864,50.4564134809473,65.971680549507,101.545593785002,76.9065059386399,97.7321265096791
"CETP",54.31309744054,55.2164524885839,81.7261117255087,96.468314095752,93.0973492941431,99.9788420616257
"ZZZ3",1497.99026811812,1424.20367108485,1334.20339021764,1245.96443574198,1217.34903479189,1307.58845123295
"RSPRY1",1109.0384090278,986.280082382291,979.728688757605,855.013899669718,858.114697841666,958.224182905244
"NDUFA9",294.3419474197,242.761989389463,327.889098850535,421.414214207759,358.222409240507,315.663535048504
"DDAH2",296.093982821008,443.635635511725,388.937519657542,414.306022642809,558.584095764858,451.589825941276
"BICRA-AS1",0,4.76003900763654,1.96930389700021,19.2936628191504,6.07156625831368,7.86350443181326
"SPAG8",34.1646903255009,11.4240936183277,29.5395584550032,50.772796892501,47.5606023567905,46.0576688149062
"LRRK2-DT",51.6850443385784,24.75220283971,32.4935143005035,71.0819156495015,80.9542167775157,41.5642377110129
"CHKB-CPT1B",0.87601770065387,6.66405461069115,11.8158233820013,16.2472950056003,18.214698774941,24.7138710714131
"RNA5SP474",1.75203540130774,0,0,5.0772796892501,9.10734938747052,4.49343110389329
"MBD3",1179.11982508011,1686.95782430639,1390.32855128215,1698.85778402308,1646.40638371273,1612.01840852172
"FITM1",20.148407115039,5.71204680916385,11.8158233820013,21.3245746948504,34.4055421304442,32.5773755032264
"NPC1L1",0,0,1.96930389700021,6.09273562710012,4.04771083887579,8.98686220778658
"ZAP70",7.00814160523096,1.90401560305462,9.84651948500105,25.3863984462505,18.214698774941,12.3569355357065
"EMCN",3.50407080261548,1.90401560305462,9.84651948500105,7.10819156495015,17.2027710652221,26.9605866233597
"GTPBP8",514.222390283822,386.515167420087,374.16774043004,347.285930744707,363.282047789102,311.17010394461
"RPL7AP2",6.13212390457709,3.80803120610923,4.92325974250053,0,0,1.12335777597332
"ARMC12",0,0,0,8.12364750280017,0,4.49343110389329
"GJC1",0,0,0,8.12364750280017,0,4.49343110389329
"RPL5P18",0,0,0,8.12364750280017,0,4.49343110389329
"SNAP47-AS1",0,0,0,1.01545593785002,8.09542167775157,2.24671555194665
"FRS2",668.401505598903,523.604290840019,507.095753477554,406.182375140008,433.105059759709,541.458448019141
"CLDN20",42.9248673320396,11.4240936183277,41.3553818370044,11.1700153163502,10.1192770971895,19.0970821915465
"RPS23P6",2.62805310196161,0,1.96930389700021,19.2936628191504,3.03578312915684,5.61678887986661
"TTC12",259.301239393546,290.362379465829,221.546688412524,199.029363818604,154.824939586999,231.411701850504
"GS1-124K5.4",19.2723894143851,24.75220283971,15.7544311760017,44.6800612654009,61.7275902928557,17.9737244155732
"FANCI",1529.52690534166,1515.59642003147,1582.33568123967,1431.79287236853,1318.54180576379,1379.48334889524
"FAM181A-AS1",0,0,1.96930389700021,2.03091187570004,2.02385541943789,16.8503666395998
"MGME1",1540.0391177495,1377.55528881001,1375.55877205465,1569.89487991613,1568.48795006437,1703.01038837556
"MYH7B",19.2723894143851,25.7042106412373,16.7390831245018,32.4945900112007,48.5725300665094,38.194164383093
"RPL32P7",0,0,0,0,8.09542167775157,4.49343110389329
"RPS26P11",0,0,0,0,8.09542167775157,4.49343110389329
"AMIGO1",12.2642478091542,26.6562184427646,39.3860779400042,14.2163831299003,10.1192770971895,6.74014665583994
"MAP3K15",1.75203540130774,2.85602340458192,0,7.10819156495015,11.1312048069084,7.86350443181326
"EIF3CL",250.541062387007,1174.7776270847,436.200813185547,173.642965372354,290.423252689338,295.443095080984
"GSTT2",21.0244248156929,6.66405461069115,14.7697792275016,32.4945900112007,37.441325259601,24.7138710714131
"FMO4",97.2379647725796,78.0646397252392,91.5726312105098,35.5409578247507,49.5844577762284,80.8817598700792
"AKTIP",205.86415965366,243.713997190991,228.439252052024,263.003087903155,271.196626204678,329.143828360184
"FBXO41",1568.94770187108,1578.42893493228,1524.24121627816,1796.34155405669,1579.61915487127,1898.47464139492
"HNRNPH1P1",15.7683186117697,13.3281092213823,9.84651948500105,28.4327662598006,25.2981927429737,31.454017727253
"BLM",446.769027333474,449.347682320889,354.474701460038,279.250382908756,314.709517722592,399.915368246503
"C1QTNF9B",0,0,0,1.01545593785002,12.1431325166274,0
"RN7SL127P",13.1402655098081,10.4720858168004,14.7697792275016,2.03091187570004,6.07156625831368,2.24671555194665
"RIC3",0,1.90401560305462,5.90791169100063,21.3245746948504,6.07156625831368,8.98686220778658
"LYSMD1",162.063274620966,167.553373068806,212.684820876023,228.477586016255,222.624096138168,256.125572921918
"CBFA2T2",876.893718354524,924.399575283016,1047.66967320411,1121.06335538642,1012.93963742867,1151.44172037266
"LINC01786",3.50407080261548,5.71204680916385,3.93860779400042,24.3709425084005,5.05963854859473,15.7270088636265
"CDK2AP2",1278.98584295465,1554.62873989409,1477.96257469866,1702.91960777449,1720.27710652221,1497.43591537244
"FSCN3",0,0.952007801527308,0.984651948500105,3.04636781355006,5.05963854859473,10.1102199837599
"ZNF596",17.5203540130774,37.128304259565,38.4014259915041,40.6182375140008,58.6918071636989,69.648182110346
"CP",36.7927434274626,38.0803120610923,38.4014259915041,55.8500765817511,61.7275902928557,68.5248243343727
"UBA6-DT",145.418938308542,145.657193633678,141.789880584015,173.642965372354,223.636023847887,178.613886379758
"H3C7",1.75203540130774,0,0,4.06182375140008,10.1192770971895,4.49343110389329
"THBS3-AS1",0,5.71204680916385,0.984651948500105,8.12364750280017,5.05963854859473,21.3437977434931
"MFSD6L",19.2723894143851,31.4162574504012,24.6162987125026,40.6182375140008,49.5844577762284,47.1810265908795
"GPR83",0,0,1.96930389700021,11.1700153163502,6.07156625831368,2.24671555194665
"LINC01816",0,1.90401560305462,5.90791169100063,11.1700153163502,5.05963854859473,20.2204399675198
"KRT18P22",3.50407080261548,0,9.84651948500105,0,0,0
"KIF21A",466.917434448513,385.56315961856,420.446382009545,515.851616427811,553.524457216264,466.193477028929
"SPDYE21",28.9085841215777,16.1841326259642,23.6316467640025,27.4173103219506,48.5725300665094,57.2912465746395
"GPR156",7.00814160523096,1.90401560305462,7.87721558800084,20.3091187570004,10.1192770971895,21.3437977434931
"U1",2.62805310196161,0,10.8311714335012,0,0,0
"PSPC1-AS2",14.8923009111158,2.85602340458192,7.87721558800084,21.3245746948504,18.214698774941,29.2073021753064
"TRMT10B",328.506637745201,292.266395068883,226.469948155024,360.486857936757,342.031565885004,366.214634967303
"CD300LD",1.75203540130774,3.80803120610923,5.90791169100063,0,0,0
"RPL21P75",33.2886726248471,15.2321248244369,35.4474701460038,11.1700153163502,13.1550602263463,12.3569355357065
"MRS2",1142.32708165265,1119.56117459611,1093.94831478362,1026.62595316637,979.54602300794,953.730751801351
"MRPS36P4",5.25610620392322,1.90401560305462,1.96930389700021,4.06182375140008,14.1669879360652,19.0970821915465
"CYP2U1",115.634336486311,171.361404274915,98.4651948500105,51.7882528303511,91.0734938747052,107.842346493439
"ARMCX5",509.842301780553,433.163549694925,417.492426164045,534.129823309111,587.929999346708,512.251145843835
"KHDC1-AS1",91.9818585686564,65.6885383053842,58.0944649615062,125.916536293403,108.276264939927,89.8686220778658
"PPIAP22",173.451504729466,155.177271648951,241.239727382526,121.854712542003,153.81301187728,139.296364220692
"LSM14A",4088.37460895161,3666.18204368166,3935.65383815492,4192.81756738274,4205.57156159194,4415.91941735113
"COL8A2",633.360797572748,624.517117801914,631.161898988568,821.503853720667,675.967710092256,714.455545519033
"RPGRIP1L",109.502212581734,59.0244836946931,109.296366283512,66.0046359602513,38.45325296932,67.4014665583993
"FZD7",17.5203540130774,41.8883432672015,21.6623428670023,13.2009271920503,10.1192770971895,11.2335777597332
"FZD1",147.17097370985,163.745341862697,124.066145511013,95.452858157902,93.0973492941431,122.445997581092
"PSRC1",430.12469102105,426.499495084234,424.384989803545,559.516221755361,485.725300665094,484.167201444502
"TNFRSF4",17.5203540130774,26.6562184427646,35.4474701460038,56.8655325196012,39.4651806790389,49.4277421428262
"FBXO31",375.81159358051,523.604290840019,404.691950833543,635.675417094113,474.594095858186,507.757714739942
"CEP128",722.714603039443,793.022498672247,795.598774388085,660.046359602514,534.297830731604,744.786205470313
"FOXP3",4.38008850326935,0,22.6469948155024,33.5100459490507,33.3936144207252,17.9737244155732
"ZNF571",114.758318785657,59.9764914962204,75.8182000345081,169.581141620953,94.109277003862,120.199282029146
"MCU",409.100266205357,413.171385862852,420.446382009545,389.935080134408,323.816867110063,298.813168408904
"MCUR1",1307.89442707623,1243.32218879466,1173.70512261213,1367.81914828398,1431.87770925231,1395.21035775887
"SMC3",3170.30805866636,2758.91860882614,2559.11041415177,3133.69702420516,3053.99782793178,3333.00252131285
"CCDC39",47.304955835309,39.0323198626196,47.2632935280051,19.2936628191504,23.2743373235358,30.3306599512797
"RNU1-67P",0.87601770065387,0.952007801527308,0,8.12364750280017,2.02385541943789,7.86350443181326
"GAS6",299.598053623624,412.219378061324,372.19843653304,464.06336359746,436.140842888866,431.369385973756
"HID1",81.46964616081,72.3525929160754,102.403802644011,142.163831299003,104.228554101051,123.569355357065
"STEAP1B",27.15654872027,17.1361404274915,36.4321220945039,4.06182375140008,13.1550602263463,15.7270088636265
"STX19",5.25610620392322,1.90401560305462,7.87721558800084,1.01545593785002,0,0
"SLC9A3",14.8923009111158,5.71204680916385,6.89256363950074,29.4482221976506,23.2743373235358,16.8503666395998
"EEF1DP7",10.5122124078464,0,2.95395584550032,23.3554865705505,17.2027710652221,10.1102199837599
"NF2",1264.09354204354,1413.73158526805,1370.63551231215,1199.25346260087,1283.12433592362,1058.20302496687
"VSTM2L",0,0,1.96930389700021,0,18.214698774941,4.49343110389329
"RAB3A",108.62619488108,122.809006397023,125.050797459513,173.642965372354,141.669879360652,168.503666395998
"DGCR11",66.5773452496941,28.5602340458192,58.0944649615062,34.5255018869007,20.2385541943789,26.9605866233597
"VPS45",1934.24708304375,1866.88729879505,1937.79503464821,2118.24108635514,2139.21517834585,2079.33524332662
"SLC6A8",1.75203540130774,1.90401560305462,1.96930389700021,4.06182375140008,6.07156625831368,17.9737244155732
"SCAT1",268.937434100738,261.80214542001,208.746213082022,138.102007547603,198.337831104913,219.054766314798
"ADM-DT",7.88415930588483,9.52007801527308,13.7851272790015,0,2.02385541943789,4.49343110389329
"RPL36AP16",0,3.80803120610923,0,10.1545593785002,11.1312048069084,4.49343110389329
"GNAT2",37.6687611281164,28.5602340458192,47.2632935280051,14.2163831299003,27.3220481624115,14.6036510876532
"YPEL1",15.7683186117697,3.80803120610923,15.7544311760017,22.3400306327005,26.3101204526926,35.9474488311463
"MYB",10.5122124078464,5.71204680916385,3.93860779400042,0,0,2.24671555194665
"FAM89B",89.3538054666948,69.4965695114935,84.6800675710091,109.669241287802,123.455180585711,115.705850925252
"SHE",52.5610620392322,47.6003900763654,28.5549065065031,21.3245746948504,22.2624096138168,24.7138710714131
"BFSP2",5.25610620392322,3.80803120610923,0,16.2472950056003,11.1312048069084,10.1102199837599
"NFKBIB",457.28123974132,621.661094397332,603.591644430565,644.814520534763,652.69337276872,723.44240772682
"ADAM32",5.25610620392322,9.52007801527308,5.90791169100063,12.1854712542002,32.3816867110063,13.4802933116799
"ZNF404",39.4207965294242,19.0401560305462,23.6316467640025,48.741885016801,58.6918071636989,42.6875954869863
"CYP2D6",67.453362950348,78.0646397252392,52.1865532705056,127.947448169103,99.1689155524567,75.2649709902126
"H2BC7",16.6443363124235,6.66405461069115,0,0,2.02385541943789,0
"KRT5",0,0,0,4.06182375140008,0,83.1284754220259
"SEPTIN7-DT",81.46964616081,73.3046007176027,83.695415622509,48.741885016801,55.656024034542,50.5510999187995
"ATP8B4",9976.08957504628,8093.97032858517,8237.59820115188,7645.36775607281,8269.47324382323,7769.1423786315
"RPS3AP29",3.50407080261548,1.90401560305462,5.90791169100063,0,0,0
"KATNB1",451.149115836743,581.676766733185,477.556195022551,385.873256383008,457.391324792964,396.545294918583
"DKC1",2671.8539869943,2675.14192229173,2765.8873233368,3128.61974451591,2724.1093945634,3142.03169939738
"EED",1034.57690447222,1048.16058948157,906.864444568597,1269.31992231253,1268.95734798756,963.840971785111
"TRUB1",678.91371800675,477.907916366708,557.31300285106,436.646053275509,507.987710278911,461.700045925036
"ABHD3",957.48734681468,872.991154000541,864.524410783093,1120.04789944857,951.21204713581,1028.99572279156
"FRRS1",714.830443733558,609.284992977477,586.852561306063,436.646053275509,590.965782475865,553.815383554848
"SYCE2",29.7846018222316,22.8481872366554,32.4935143005035,56.8655325196012,41.4890360984768,51.6744576947728
"AP4B1-AS1",23.6524779176545,27.6082262442919,18.708387021502,61.9428122088513,30.3578312915684,40.4408799350396
"PAM",170.823451627505,135.185107816878,149.667096172016,94.4374022200519,142.681807070371,82.0051176460526
"RPL7AP9",0,0,1.96930389700021,14.2163831299003,0,7.86350443181326
"GPR161",1.75203540130774,3.80803120610923,1.96930389700021,8.12364750280017,2.02385541943789,24.7138710714131
"MXI1",383.695752886395,449.347682320889,340.689574181036,545.299838625461,455.367469373526,439.232890405569
"LCMT2",351.283097962202,316.066590107066,300.318844292532,287.374030411556,260.065421397769,223.548197418691
"NRBF2P6",0.87601770065387,3.80803120610923,1.96930389700021,9.13910344065019,9.10734938747052,11.2335777597332
"TMEM52B",1059.10540009053,1095.76097955793,1145.15021610562,915.941255940719,892.520239972111,1067.18988717466
"MRPS24",11.3882301085003,1.90401560305462,14.7697792275016,21.3245746948504,19.22662648466,33.7007332791997
"ACE",1.75203540130774,1.90401560305462,7.87721558800084,0,0,0
"CCDC180",42.9248673320396,34.2722808549831,80.7414597770086,76.1591953387516,69.8230119706073,116.829208701226
"FUNDC1",456.405222040667,430.307526290343,434.231509288546,496.55795360866,531.262047602447,538.088374691221
"MTBP",269.813451801392,185.641521297825,251.086246867527,294.482221976506,355.18662611135,265.112435129704
"NNAT",31.5366372235393,50.4564134809473,47.2632935280051,12.1854712542002,26.3101204526926,28.0839443993331
"SF3B5",1231.68088711934,1450.85988952762,1544.91890719667,1300.79905638588,1261.87385401953,1102.01397822983
"GLT8D1",750.747169460367,608.33298517595,811.353205564087,871.261194675318,827.756866550098,853.751909739725
"NSL1",1437.545046773,1416.58760867263,1353.89642918764,1483.58112519888,1528.01084167561,1741.20455275865
"SPATA21",0,0.952007801527308,0.984651948500105,9.13910344065019,3.03578312915684,5.61678887986661
"ZNF691-DT",100.742035575195,84.7286943359304,84.6800675710091,75.1437394009015,141.669879360652,197.710968571305
"DNMT3A",1709.98655167636,1507.98035761926,1623.69106307667,1391.17463485453,1366.10240812058,1537.87679530748
"DENND10",448.521062734782,435.06756529798,515.957621014055,504.68160111146,586.918071636989,580.775970178208
"LINC01637",24.5284956183084,11.4240936183277,37.416774043004,30.4636781355006,50.5963854859473,64.0313932304794
"SOX7",8.7601770065387,1.90401560305462,0,18.2782068813004,16.1908433555031,8.98686220778658
"TRIM26",1851.02540148163,1900.20757184851,2154.41846331823,1740.49147747494,1818.43409436495,1708.62717725542
"COQ3",178.70761093339,123.76101419855,184.12991436952,281.281294784456,190.242409427162,192.094179691438
"BATF",77.9655753581945,84.7286943359304,86.6493714680093,41.6336934518509,50.5963854859473,68.5248243343727
"TAB3P1",0,0,0,2.03091187570004,2.02385541943789,6.74014665583994
"CZIB-DT",7.00814160523096,0,5.90791169100063,0,0,0
"RNF8",351.283097962202,425.547487282707,381.060304069541,289.404942287256,322.804939400344,331.39054391213
"CASP3",1519.89071063447,1280.45049305423,1261.33914602864,1057.08963130187,1284.13626363334,1182.89573809991
"KDM2A",4281.09850309546,4688.63842252199,4496.90544879998,4220.23487770469,4083.12830871595,4041.84127795201
"CACHD1",41.1728319307319,79.0166475267665,15.7544311760017,11.1700153163502,30.3578312915684,20.2204399675198
"BUD31",566.783452323054,598.812907160677,595.714428842564,641.768152721213,681.027348640851,732.429269934606
"PUSL1",183.963717137313,232.289903572663,269.794633889029,283.312206660156,303.578312915684,289.826306201117
"TMEM182",145.418938308542,126.617037603132,158.528963708517,89.3601225308018,89.0496384552673,128.062786460959
"TIMM13",1151.08725865919,1523.21248244369,1597.10546046717,1268.30446637468,1254.79036005149,1130.09792262916
"TVP23B",615.840443559671,503.612127007946,472.632935280051,571.701693009562,658.764939027034,681.878170015807
"SUCLA2-AS1",0.87601770065387,0.952007801527308,1.96930389700021,8.12364750280017,11.1312048069084,3.37007332791997
"RFXAP",259.301239393546,206.585692931426,218.592732567023,283.312206660156,283.339758721305,296.566452856957
"FAM78B",5.25610620392322,7.61606241221846,0,0,0,0
"UNC13C",5.25610620392322,7.61606241221846,0,0,0,0
"NANOGP8",1.75203540130774,1.90401560305462,1.96930389700021,5.0772796892501,18.214698774941,4.49343110389329
"HECW2-AS1",0,0,0,8.12364750280017,4.04771083887579,0
"N6AMT1",199.732035749082,167.553373068806,199.884345545521,178.720245061604,116.371686617679,120.199282029146
"TM4SF19",0,3.80803120610923,0,1.01545593785002,19.22662648466,7.86350443181326
"MRPL42",1397.24823254292,983.424058977709,1112.65670180512,1291.65995294523,1328.66108286098,1478.33883318089
"PANK4",497.578053971398,726.381952565336,597.683732739564,703.710964930065,714.420963061576,770.623434317699
"SLC35E3",568.535487724362,524.556298641547,517.926924911055,569.670781133862,667.872288414505,662.78108782426
"MFSD14B",2177.78000382552,2180.09786549753,2076.63095938672,1831.88251188144,1895.34060030359,2064.73159223897
"DENR",2065.64973814183,1817.38289311563,1999.82810740371,2078.63830477899,2125.04819040979,2397.24549392707
"AIMP2",416.984425511242,385.56315961856,398.784039142543,285.343118535856,324.828794819782,370.708066071196
"GRAMD1C",1.75203540130774,1.90401560305462,0.984651948500105,4.06182375140008,26.3101204526926,0
"TICAM2-AS1",28.9085841215777,22.8481872366554,19.6930389700021,61.9428122088513,25.2981927429737,49.4277421428262
"CDCA4",252.293097788315,293.218402870411,249.116942970527,391.965992010108,298.518674367089,308.923388392664
"MEPE",19.2723894143851,9.52007801527308,13.7851272790015,42.6491493897009,34.4055421304442,16.8503666395998
"FBXL19-AS1",110.378230282388,117.096959587859,80.7414597770086,152.318390677503,151.789156457842,126.939428684985
"ACRV1",5.25610620392322,1.90401560305462,4.92325974250053,9.13910344065019,18.214698774941,13.4802933116799
"CYCSP4",1.75203540130774,0,0,9.13910344065019,1.01192770971895,8.98686220778658
"SLX9",756.879293364944,946.295754718144,900.956532877596,754.483761822565,648.645661929845,806.570883148846
"RNU6-1136P",0,0,0,10.1545593785002,0,2.24671555194665
"SOX8",0,0,0,10.1545593785002,0,2.24671555194665
"TBX3",28.9085841215777,39.0323198626196,17.7237350730019,71.0819156495015,27.3220481624115,64.0313932304794
"TMEM132A",62.1972567464248,60.9284992977477,73.8488961375079,112.715609101352,91.0734938747052,87.6219065259192
"KRT6C",0,0,0,0,0,14.6036510876532
"RNU4ATAC12P",0,0,0,0,0,14.6036510876532
"LIMK1",3728.33133398287,4190.73834232321,4133.56887980344,3823.19160600533,3607.52228514804,3525.09670100429
"PPCS",1187.88000208665,1272.83443064201,1354.88108113614,1493.73568457738,1339.79228766788,1480.58554873284
"MIR25",8.7601770065387,19.9921638320735,17.7237350730019,15.2318390677503,24.2862650332547,68.5248243343727
"TCEA1P2",90.2298231673487,148.51321703826,152.621052017516,209.183923197104,198.337831104913,141.543079772639
"NUMBL",102.494070976503,126.617037603132,96.4958909530103,153.333846615353,166.968072103626,129.186144236932
"UFSP1",28.0325664209239,22.8481872366554,29.5395584550032,14.2163831299003,13.1550602263463,8.98686220778658
"AZU1",3.50407080261548,0,0,1.01545593785002,7.08349396803262,19.0970821915465
"PDE6B",105.998141779118,76.1606241221846,150.651748120516,168.565685683103,160.896505845312,144.913153100559
"PPP1R1C",1.75203540130774,0,0,4.06182375140008,4.04771083887579,10.1102199837599
"RNF182",0,0,0,0,10.1192770971895,2.24671555194665
"TUBGCP2",2034.11310091829,2342.8911995587,2481.32291022027,2696.03551499181,2526.78349116821,2463.5236027095
"MIPEPP3",6.13212390457709,20.9441716336008,19.6930389700021,34.5255018869007,48.5725300665094,20.2204399675198
"RNU6-1301P",0,0,0,9.13910344065019,3.03578312915684,0
"LINC00963",789.291948289137,806.35060789363,763.105260087582,737.221010879115,669.896143833942,626.833638993114
"RPS3",28997.0619093438,31763.7402979586,32931.684417586,29605.6178680174,28774.1644258582,28212.007185794
"DGLUCY",2186.54018083206,2107.74527258146,2059.89187626222,2016.69549257014,1878.13782923836,1836.68996371638
"ZNF576",142.790885206581,157.081287252006,150.651748120516,108.653785349952,108.276264939927,115.705850925252
"ASB9",1.75203540130774,11.4240936183277,0,0,0,0
"RPL23AP20",1.75203540130774,11.4240936183277,0,0,0,0
"CIC",2483.51018135372,3239.68254859743,2872.22973377481,2540.67075650075,2616.84505733319,2456.78345605366
"ACTA1",1.75203540130774,0,1.96930389700021,3.04636781355006,7.08349396803262,13.4802933116799
"AS3MT",0,0.952007801527308,0,4.06182375140008,6.07156625831368,3.37007332791997
"CLMN",70.0814160523096,31.4162574504012,39.3860779400042,22.3400306327005,16.1908433555031,34.824091055173
"GPN3",1163.35150646834,1124.32121360375,1216.04515639763,1297.75268857233,1402.53180567046,1252.54392021025
"RNF180",10.5122124078464,15.2321248244369,11.8158233820013,6.09273562710012,2.02385541943789,2.24671555194665
"COL1A2",14.0162832104619,7.61606241221846,3.93860779400042,0,24.2862650332547,328.02047058421
"IKBKE",3652.11779402599,4393.51600404853,4488.04358126348,4065.88557515148,3634.84433331045,3455.44851889394
"RNU6-1003P",0.87601770065387,0,0,4.06182375140008,6.07156625831368,3.37007332791997
"RBX1P2",2.62805310196161,0,2.95395584550032,11.1700153163502,1.01192770971895,19.0970821915465
"HNRNPKP4",84.9737169634254,78.0646397252392,38.4014259915041,26.4018543841005,36.4293975498821,52.7978154707462
"ZNF786",221.632478265429,196.113607114625,234.347163743025,193.952084129354,164.944216684188,135.926290892772
"ALG5",757.755311065598,575.012712122494,677.440540568072,783.931984020216,755.909999160053,826.791323116365
