"","WT_V_1","WT_V_2","WT_V_3","C08_V_1","C08_V_2","C08_V_3"
"IPO7",9872.71948636912,9377.27684504398,9058.79792620097,4839.6629997932,4761.11987422764,4704.62236577627
"IL6R",19459.8572023251,17787.3137637362,18297.7871589775,9651.90868926445,9363.36709802941,9861.9579152698
"ANTXR2",818.200532410715,714.957858947008,566.174870387561,96.468314095752,81.9661444872346,90.9919798538391
"EMP1",1117.79858603434,1029.12043345102,1071.30131996811,242.693969146155,288.3993972699,221.301481866745
"MCFD2",3114.24292582451,2917.9039116812,3140.05506376684,1329.23182264568,1227.46831188908,1266.02421352193
"CALU",3904.4108918143,3387.24375783416,3289.72215993885,1366.80369234613,1311.45831179575,1397.45707331081
"LUC7L",1250.07725883307,1257.60230581757,1506.51748120516,3443.41108524942,3493.1744539498,3667.7631385529
"SETX",8151.34470458426,7299.04381430987,6908.31807067674,3339.83457958872,3112.68963509548,3315.02879689727
"TNS3",4581.57257441974,5108.47386299553,4844.48758662052,2231.97215139435,2014.74807005042,1999.57684123251
"ST6GAL1",6655.10647186745,6541.24560429413,6806.89891998123,3385.53009679197,3358.58806855718,3450.95508779005
"LYZ",1993.81628668821,2219.13018536015,2329.68651015125,529.052543619861,587.929999346708,722.319049950846
"NRP1",4088.37460895161,3904.18399406349,3829.31142771691,1310.95361576438,1004.84421575091,1418.80087105431
"DST",4800.57699958321,4661.98220407923,4594.38599170149,2126.36473385794,2276.83734686763,2230.98854308302
"SLC30A1",3446.25363437233,2940.75209891785,2867.30647403231,1085.52239756167,1177.88385411285,1113.24755598956
"PCYOX1",2495.77442916288,2352.41127757398,2184.94267372173,819.472941844967,900.615661649862,868.355560827378
"PABPN1",931.206815795064,866.32709938985,920.649571847599,2362.965967377,2236.36023847887,2270.30606524208
"SCRN1",6151.39629399148,5836.75983116392,6261.40174051217,2982.39408946551,2949.76927383073,3067.89008618314
"TCERG1",2905.75071306889,2861.73545139109,2688.09981940529,5707.87782665497,5756.85674059109,6040.29476140856
"B3GNT5",5603.88523108281,4948.53655233895,5102.46639712755,1944.59812098279,2321.36216609526,2008.5637034403
"TXNRD1",7189.47726926631,5969.08891557622,6543.9968497317,2629.0154230937,2863.75541850462,2831.98495322875
"PSMD2",5779.96478891424,6523.15745606511,6398.26836135368,2943.80676382721,2803.03975592148,2657.86449795288
"GALC",3132.63929753824,2697.99010952839,2782.6264064613,1100.75423662942,1145.50216740185,1039.10594277532
"CBL",9304.18399864476,8227.25142079899,8227.75168166688,4032.37552920243,4055.80626055354,4156.42377110129
"P4HB",7716.83992505994,8871.76070243298,8424.6820713669,3952.15451011228,3725.91782718516,3993.53689358516
"PRRC2B",8111.04789035419,9515.31797626544,8865.80614429495,4134.93657892529,4150.92746526712,3946.35586699428
"GRN",28323.4042975409,35211.9125550905,33764.6999660171,14590.0709150291,14244.9063697136,13160.1363455275
"OSGEP",1658.30150733778,1617.4612547949,1752.68046833019,3749.06332254228,3586.27180324395,3723.93102735156
"WDFY3",4835.61770760936,4330.68348914772,4379.73186692847,2017.71094850799,1936.82963640206,2082.70531665454
"SNX29",1357.8274360135,1525.11649804675,1457.28488378016,426.491493897009,418.938071823644,485.290559220475
"C6orf89",3873.75027229142,4008.90485223149,3837.18864330491,1860.31527814124,1766.82578116928,1677.17315952817
"BMP2K",1538.2870823482,1555.58074769562,1492.73235392616,542.253470811911,503.939999440035,462.823403701009
"RAB31",13776.2543604828,11923.8977141295,11901.4881015208,5964.78817893102,5994.65975237504,5658.35311757763
"MCM2",1214.16053310626,1638.4054264285,1671.93900855318,372.672329190958,332.924216497533,367.337992743276
"CCR1",3351.64372270171,3455.78831954413,3753.4932276824,1310.95361576438,1329.6730105707,1531.13664865164
"ULK3",2146.24336660198,2585.65318894817,2409.44331797976,5853.08802576752,5368.27650005901,5567.36113772379
"RBM25",5855.30231117047,5140.84212824746,5095.57383348805,11475.6675536431,11271.8627585593,12682.7092907388
"EXOC4",2227.71301276279,2205.80207613877,2370.05724003975,889.539401556618,772.100842515556,882.959211915032
"AP1B1",16929.9180828367,20808.9865257839,18811.7754760945,8604.97361734108,8448.58444844348,7638.83287661859
"CLIP2",5123.82753112449,5738.70302760661,5557.3755973346,2621.90723152875,2592.55879229994,2588.21631584254
"MT-CO3",130614.239167492,139828.049864926,144401.177551437,271090.178992193,260592.635734533,247394.836287053
"RXRA",15204.1632125486,18176.6849545609,17323.9663819109,8219.10036095807,7724.04420828472,7774.75916751137
"ITPR1",3170.30805866636,3331.07529754405,3193.22626898584,1331.26273452138,1381.28132376636,1489.57241094063
"CERS2",1434.91699367104,1705.99798033694,1675.87761634718,485.38793829231,505.963854859473,529.101512483435
"ANO6",2171.64787992094,2034.44067186386,1850.1610112317,606.227194896462,655.729155897877,734.675985486553
"CAP1",26462.7427013521,26960.8609392534,26645.6663783614,15425.7911518797,15033.1980555847,14246.4233148937
"GIPR",587.807877138747,609.284992977477,674.486584722572,1859.29982220339,1758.73035949153,2127.63962769347
"MICAL1",10271.3075401666,12315.1729205573,11928.0737041303,25210.7245690025,23873.3985276894,23928.6439860077
"ADAMDEC1",1313.15053328015,1219.52199375648,1222.93772003713,293.466766038656,376.437108015448,359.474488311463
"EPB41",3185.20035957747,2998.82457481102,2964.78701693382,1330.24727858353,1367.1143358303,1363.75634003161
"LUC7L3",6261.77452427387,5060.87347291917,5127.08269584005,13049.6242573106,12616.7146847758,14474.4649434163
"GAS6-AS1",1187.88000208665,1527.0205136498,1414.94484999465,3998.86548325338,3674.30951398949,3581.26458980295
"EEF2",62225.2893128457,78126.5202323385,76918.0562609827,32363.596195218,32151.9791209001,29583.6270302574
"NORAD",10039.1628494934,8576.63828395952,8900.26896249245,4364.42962087939,4334.08638072625,4353.01138189662
"SEPTIN9",6183.80894891567,7849.30432359265,7360.27331503829,3003.71866416036,2682.62035846493,2831.98495322875
"CAND1",5764.19647030247,4987.56887220157,5190.10042054406,2326.4095536144,2480.23481652114,2253.45569860248
"TMBIM6",30381.1698763769,29769.2839537589,29968.8667045492,17557.2331654269,17934.3947993489,17535.6148829436
"GAS7",5416.41744314288,5660.63838788137,5707.04269350661,2521.3770936816,2066.35638324609,2489.36083155688
"ATP6V0D1",6483.4070025393,6959.17702916462,7293.31698254028,3433.25652587092,3114.71349051492,3069.01344395912
"KHNYN",2645.57345597469,2748.44652300934,2693.02307914779,1084.50694162382,1145.50216740185,950.360678473431
"TGFBR1",18929.8664934295,16345.0219444223,16080.3509709552,7895.16991678391,8424.29818341023,8139.8504447027
"CIRBP",5274.50257563695,5540.68540488893,5764.15250651962,10747.5856462046,10194.1597477087,10770.7543560322
"TRRAP",3726.57929858156,3648.09389545264,3655.02803283239,1702.91960777449,1724.32481736108,1807.48266154108
"ANKRD13D",2281.15009250268,2621.82948540621,2446.86009202276,5334.19004152616,5151.72397017916,5201.14650275648
"PTAFR",6486.03505564126,6869.68829582105,7052.07725515775,3536.83303153162,3438.53035762498,3421.74778561474
"RAB11FIP1",1752.03540130774,1652.68554345141,1836.3758839527,582.871708325912,512.035421117787,633.573785648954
"EP400P1",976.759736229066,1011.032285222,1030.93059007961,2412.72330833165,2333.50529861189,2594.95646249838
"DIAPH1",7875.3991288783,8303.41204492118,8312.43174923789,4303.50226460839,4096.28336894229,4373.23182186414
"LAMP1",3773.00823671622,4150.75401465906,4364.96208770097,1812.58884906229,1642.35867287385,1795.12572600537
"UBASH3B",1609.24451610116,1587.94901294755,1505.53282925666,450.862436405409,562.631806603734,469.563550356849
"ATP6V1B2",13394.3106429977,12925.4099213363,12830.0148889564,7317.37548814725,7181.65095587536,7414.16132142393
"ERMN",105.998141779118,113.28892838175,97.4805429015104,652.938168037563,557.572168055139,590.886190161968
"GTF2I",3574.15221866779,3157.80987766608,3069.16012347483,1174.88252009247,1305.38674553744,1359.26290892772
"ARHGAP30",10005.8741768685,11107.0750204191,11134.4442336392,5465.18385750881,5025.23300646429,4745.06324571131
"DDOST",8118.05603195942,9244.94776063169,8961.31738329946,4408.09422620694,4323.96710362906,4127.21646892599
"GNA12",2685.87027020477,3102.5934251775,2949.03258575782,1220.57803729573,1172.82421556426,1077.30010715842
"SH3PXD2B",1134.44292234676,1349.94706256572,1233.76889147063,299.559501665756,304.590240625403,202.204399675198
"FBXW11",3224.6211561069,3132.10566702484,3234.58165082285,1341.41729389988,1436.9373478009,1499.68263092439
"ARHGEF1",4877.66655724075,5818.6716829349,5530.78999472509,11703.1296837215,11359.9004693049,11067.3208088892
"AKAP17A",1823.86885276136,2080.13704633717,2252.88365816824,4851.8484710474,4787.42999468033,4760.79025457494
"SLC40A1",948.727169808142,826.342771725703,975.790080963604,173.642965372354,220.60024071873,222.424839642718
"DNAJC13",5069.51443368395,4440.16438632336,4797.22429309251,2250.25035827565,2238.38409389831,2184.93087426811
"SUPT16H",7589.81735846513,7029.62560647764,7205.68295912377,3824.20706194318,3820.02710418902,3661.02299189706
"DCTN1",3455.01381137886,4035.56107067426,4035.10368495343,1636.91497181423,1662.59722706823,1588.42789522628
"MTARC2",2723.53903133288,2526.62870525347,2395.65819070076,5333.17458558831,5251.90481344133,5280.90490485059
"MHENCR",155.055133015735,143.753178030623,170.344787090518,682.386390235214,723.528312449047,731.305912158633
"UPF3A",1690.71416226197,1642.21345763461,1756.61907612419,3578.46672498347,3509.36529730531,3696.9704407282
"PIK3AP1",11404.8744448127,10841.464843793,11324.4820596997,6271.45587216173,6063.47083663593,5854.94072837296
"NSUN5P1",715.706461434212,734.950022779082,666.609369134571,1814.61976093799,1815.39831123579,1804.11258821316
"P2RX1",459.033275142628,550.260509282784,506.111101529054,1858.28436626554,1725.3367450708,1464.85853986921
"PDIA4",5014.32531854275,5166.5463388887,5327.95169333407,2541.6862124386,2575.35602123472,2685.94844235221
"STK24",1706.48248087374,1905.91961865767,1757.60372807269,617.397210212813,673.943854672818,680.754812239833
"DOCK8",15538.8019741984,15857.5939500404,15847.9731111092,9224.40173942959,8643.88649641924,8793.64467031917
"TBC1D16",1467.32964859523,1571.76488032159,1744.80325274219,550.377118314711,499.892288601159,454.959899269196
"CAB39",4829.48558370479,4533.46115087304,4123.72236031844,1968.96906349119,2021.83156401845,2068.10166556689
"OGDH",5566.21646995469,6367.02817661463,6145.21281058916,2962.08497070851,2695.77541869127,2711.7856711996
"DUSP6",1957.02354326075,1781.20659665759,1860.0075307167,3934.89175916883,3940.44650164558,3831.773373845
"CYP51A1",354.787168764818,383.659144015505,367.275176790539,36.5564137626007,24.2862650332547,25.8372288473864
"PARP1",6004.22532028163,6167.1065382939,5948.28242088914,3212.90258735747,3125.84469532182,2954.43095080984
"CNDP2",11264.7116127081,12433.2218879466,12487.3560108783,6468.45432410463,6062.45890892621,5947.05606600277
"ASXL2",3856.22991827834,3700.45432453665,3521.11536783638,1743.53784528849,1706.11011858614,1573.82424413862
"UBR5",5808.87337303581,5400.74025806442,5362.41451153157,2639.1699824722,2847.56457514911,2651.12435129704
"RNF213",11558.1775424272,11886.76940987,11457.4100727472,6553.75262288403,6643.30541430488,6295.2969765545
"CSRP1",4804.08107038583,5264.60314244601,5333.85960502507,2509.1916224274,2252.55108183437,2445.54987829392
"RTCB",3369.16407671479,3617.62964580377,3706.2299341544,1707.99688746373,1606.94120303369,1625.4987018334
"CDV3",8953.77691838321,7840.73625337891,8207.07399074838,4286.23951366494,4142.83204358937,4122.72303782209
"LASP1",13785.0145374893,15517.7271648951,15345.8006173741,7990.62277494181,7584.3981843435,7756.78544309579
"NCAPD2",4741.00779593875,5033.26524667488,5209.79345951406,2444.202442405,2538.92662368484,2445.54987829392
"PGK1",16238.7401170208,15974.6909096282,16980.3228518843,9436.63203044024,9168.06505005365,8816.11182583864
"CAPRIN1",7376.94505720624,7553.22989731766,7496.1552839313,4005.97367481833,4135.74854962133,3816.04636498138
"CLK2",1143.2030993533,1141.45735403124,1067.36271217411,2633.0772468451,2453.92469606844,2709.53895564765
"VPS13C",9034.37054684337,7624.63048243221,7591.66652293581,3636.34771344092,3752.22794763785,3775.60548504634
"MAPK1",6786.50912696553,6443.18880073682,6266.32500025467,3304.29362176397,3270.55035781163,2937.58058417024
"CAPZA2",7690.55939404033,6829.70396815691,6589.2908393627,2897.09579068611,3296.86047826433,3277.95799029016
"CORO1C",10749.6132047236,10784.3443757013,10517.0674619296,5244.82991899536,5630.36577687622,5941.4392771229
"SDS",1552.30336555866,1683.14979310028,1758.58838002119,612.319930523563,631.442890864622,603.243125697674
"NLRP1",793.672036792407,891.07930222956,823.169028946088,2013.64912475659,2053.20132301974,2170.32722318046
"PGAM1",5768.57655880574,6010.97725884342,6022.13131702664,3158.06796671357,3128.88047845098,2951.06087748192
"G3BP2",6052.40629381759,5217.00275236965,5542.60581810709,2608.7063043367,2584.46337062219,2744.36304670283
"COMT",1915.85071133001,2268.63459103957,2284.39252052024,0,0,4.49343110389329
"DHCR24",12613.7788717151,14453.3824427876,14084.4614713455,7190.443495916,6392.34734229458,6604.22036494716
"CDK5RAP3",372.307522777895,399.843276641469,387.952867709042,1215.50075760647,1118.18011923944,1291.86144236932
"CHTF18",589.559912540055,771.126319237119,722.734530199077,2205.57029701025,2113.91698560288,1931.05201689814
"VPS41",3463.7739883854,3262.53073583408,3319.26171839386,1557.70940866193,1540.15397419224,1360.38626670369
"FKBP4",1800.2163748437,1863.07926758894,1976.19646063971,753.468305884716,767.041203966961,742.539489918366
"WASHC5",1850.14938378097,1921.15174348211,1898.4089567082,720.973715873515,803.470601516843,748.156278798233
"ZNF770",1456.81743618739,1355.65910937489,1132.34974077512,395.012359823658,379.472891144605,381.94164383093
"KAT2A",1026.69274516634,1067.20074551211,1294.81731227764,2930.60583663516,3012.5087918333,2829.7382376768
"ITGB7",10175.8216107954,12490.3423560383,12380.0289484918,5143.28432521036,5077.85324736967,4297.96685087393
"GIGYF1",1609.24451610116,1713.61404274915,1836.3758839527,3601.82221155402,3737.04903199207,3769.98869616647
"B4GALT1",3862.36204218291,3738.53463659774,3666.84385621439,1834.92887969499,1760.75421491097,1892.85785251505
"NDST1",4946.87195559241,5468.33281197286,5479.58809340309,2627.99996715585,2309.21903357864,2266.93599191416
"VAT1",2236.47318976933,2439.99599531449,2398.61214654626,1016.47139378787,1016.98734826754,918.906660746178
"CCT4",3003.86469554212,2970.2643407652,2905.70790002381,1444.99379956058,1355.98313102339,1334.54903785631
"NBEAL2",5687.10691264493,6260.40330284358,6127.48907551616,11523.393982722,11403.4133608228,10813.4419515192
"MICAL2",1132.69088694545,1253.79427461146,1060.47014853461,353.378666371807,283.339758721305,259.495646249838
"PNISR",6359.8885067471,5025.64918426266,5358.47590373757,12325.6041736236,12252.420709277,13651.0436936278
"SND1",7701.07160644817,8115.8665080203,8333.10944015639,4418.24878558544,4319.91939279018,4390.08218850374
"CDC42BPB",2472.99796894588,2604.69334497871,2709.76216227229,1147.46520977052,991.689155524567,939.127100713698
"MYO1E",1851.90141918228,1781.20659665759,1765.48094366069,732.143731189865,758.94578228921,730.18255438266
"ESF1",643.873009980595,569.30066531333,580.944649615062,1548.57030522128,1626.16782951835,1779.39871714174
"YWHAQ",5108.93523021337,4998.99296581989,5125.11339194305,2711.26735405956,2747.38373188694,2672.46814904053
"UBE4A",3920.17921042607,3395.81182804791,3454.15903533837,1657.22409057123,1456.16397428556,1506.42277758023
"SLC7A8",2177.78000382552,2311.4749421083,2382.85771537025,1025.61049722852,937.045059199744,917.783302970205
"RBM6",4572.8123974132,4540.12520548373,4214.31033958045,8725.81287394523,8031.67023203928,8726.24320376077
"RCN3",1201.89628529711,1514.64441222995,1464.17744741966,3458.64292431717,3541.74698401631,3303.79521913754
"LTB4R",1306.14239167492,1404.21150725278,1512.42539289616,3281.95359113127,3091.43915319138,3071.26015951106
"CDKN1A",5134.33974353233,5743.46306661425,6200.35331970516,2719.39100156236,2541.96240681399,2462.40024493352
"NCKAP1L",22028.3411006422,23036.6847813578,23467.209888603,13681.2378506533,13099.4042023118,13310.6662875079
"INPP4B",1641.65717102535,1228.09006397023,1392.29785517915,390.950536072258,427.033493501395,329.143828360184
"IQGAP2",3458.51788218148,2738.92644499406,2815.1199207618,937.265830635569,1169.7884324351,1036.85922722338
"ALCAM",7083.4791274872,6304.19566171383,6100.90347290665,2966.14679445991,3176.44108080777,3219.54338593954
"WDR7",1664.43363124235,1563.19681010784,1405.09833050965,567.639869258162,496.856505472003,466.193477028929
"GBA",1458.56947158869,1645.06948103919,1817.66749693119,576.778972698812,573.763011410643,547.075236899008
