"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"WDFY3",3980.25416213252,3776.05676475382,4025.34714772218,2774.00196749221,2746.02871324376,2603.97104263337
"RTL6",629.199614024744,691.61239799132,638.45316260754,270.865333800878,327.488565184223,294.948176350058
"TBC1D16",1424.60289967867,1412.61045173948,1295.09587400732,762.400677306668,818.191496188416,819.300489861272
"SPN",14688.5192913838,14971.9916081095,14918.1584419537,11570.4957449137,11310.543584615,11346.6095270159
"ADAR",13389.1087677375,12976.9154797613,12380.7163854365,9351.48358723732,9165.44049098111,9876.55036235051
"ARHGAP30",11611.5928770021,11932.6752126879,11686.7850990127,8880.78403863929,8622.80571630693,9063.80427640813
"KDM5A",5475.00796217415,5082.66895822756,5426.85188216409,3761.80806243737,3490.03186133219,3848.37144380552
"SRSF11",9608.51486048422,9358.28187084764,9768.69717887121,14544.3319272031,13748.1607364717,12441.1949814705
"ST6GAL1",7562.26705912759,7970.8591240426,7756.93308244973,5655.97123587009,5623.47678597893,5866.19150740671
"PAFAH1B1",5735.1059158276,5893.92295465744,6281.76067539926,4331.95117764062,4243.57351131919,4196.69119492368
"POM121",2362.46647530045,2412.77223517761,2165.46578371589,1069.25511140277,1315.25342845832,1459.75938707854
"CAPZA2",7895.75364700691,8087.35225936435,9095.68387355842,5990.29103598096,5768.67398154605,5679.85916742683
"SPTAN1",8001.51961986184,7742.07080422149,7216.70348332027,5050.78610195834,5337.32172902184,5643.34177416444
"NCKAP1L",25391.3881975303,26509.0099557856,25677.2765525622,19670.8845560988,20229.0428597776,20153.8557071703
"SPEN",5028.20068909311,4568.41998248287,4934.82458733406,3029.71399590563,3338.47566449936,3438.25302716639
"CKAP5",3912.26175101149,3919.83658042121,4085.37265873657,2772.10780431878,2860.4907360266,2775.3218879415
"FBXW11",3493.51483807564,3617.58412120801,3823.44315612835,2480.40667561014,2447.15565375525,2095.53656721089
"LINC01355",129.509354516242,122.790061555363,114.594157391097,366.52057405923,310.531228475655,400.754982469285
"UGGT1",4968.84223493983,4928.39426550415,4806.58826834879,3530.72015527858,3559.98087525504,3569.34110554419
"PNN",7518.01802966787,7685.39846811902,7512.28365119413,11564.8132553934,10039.8031650167,10377.4940904371
"SPRING1",2785.53036672018,2823.12192806775,2838.47908902868,1906.47523406003,1860.00787022107,1975.6846098369
"MYH9",36043.5326064912,34472.522665889,33711.6002540936,25219.8355726699,26719.4634849821,27006.9531760785
"FRYL",2868.63220253477,2555.5025631394,2792.09573960847,1859.12115472421,1756.14418288109,1764.07099759844
"PTPRJ",13715.0406432701,13205.7037995824,13426.6154409902,9700.95669273565,10170.1626909638,10443.038129626
"SLC7A1",3516.17897511598,3362.55860874687,3516.94925897914,2093.99738822987,2261.68478350528,2471.94662083858
"NFE2L1",5128.5704388432,5182.37029025969,4973.93211723738,3551.55595018634,3579.05787905218,3803.42695979027
"JAK1",6185.15092277154,6070.23688919847,6110.77891675223,4593.34569557434,4327.30036131775,4528.15676453613
"MICAL1",13531.5690577054,14514.4149684673,13348.4003811836,17964.2435368359,19573.0058958648,21050.8727006413
"ATP2B4",3168.66220716406,3137.96823974817,3245.01550453519,2105.36236727046,2222.47094236672,2250.96957443028
"SGK1",6140.90189331183,6163.641294997,6359.97573520588,8087.12966897098,8740.44723972262,8473.90792370801
"NCOA3",5282.90241964172,5173.97438861488,5596.92416337151,3948.3831350205,3625.69055500074,3442.93474425131
"ASAP1",2269.65143789715,2198.67674323492,2251.86614047902,1509.64804922587,1471.04895946829,1490.65871983902
"CYP51A1",366.943171129353,328.489651853237,311.950761786875,116.491035166112,117.641523415692,118.915613957007
"ERC1",2399.16079241339,2276.33883344943,2377.37402714546,1602.46204472408,1526.16030377114,1558.07544586189
"HEATR1",2240.51183313099,2182.9344276509,2320.07694844991,1524.80135461334,1457.27112339258,1467.25013441442
"NPIPB5",421.984646798756,407.201229773341,463.833494202059,816.3843277495,881.781508845546,804.318995189523
"TSC22D3",2650.62478909909,2667.79774763875,2826.65588231373,3710.66565675469,4099.43614929636,4142.38327673859
"CYFIP1",25376.2787728367,25682.0136437717,24151.1734088935,17503.9618856917,19263.5345009335,19169.7587759198
"APBB3",5486.8796530048,5317.75420428227,5450.498295594,7062.38739214388,8304.85565302128,8340.94715849624
"VIM",7127.33147687721,7182.69385713595,6832.90400380406,9528.58784395328,9479.15122008962,9142.45712343481
"SLCO2B1",9026.80200978209,9038.18812063922,8539.08368051595,6163.60696635006,6829.56735937584,6285.67335821568
"FPR1",1391.14631642864,1515.46024688841,1432.42696738871,872.262141365766,899.7986790984,882.971842216205
"CANT1",1632.89711152562,1524.90563623883,1699.8133346346,959.39364734367,1020.61970314695,1015.93260742798
"TET3",3027.28116181717,3018.32664130961,3242.28707221635,1998.34214797152,2210.81277337958,2041.2286490258
"RAPH1",596.822275395684,547.832582323928,636.634207728316,234.876233505657,264.958386071378,295.884519767042
"EEF1A1",382122.746723278,396695.857840271,387155.451268381,310774.404783519,310979.538064888,312137.568799056
"MT-RNR2",360986.820066227,376104.909056372,365800.011508855,475872.508224675,464675.538823629,453472.989532336
"TLR1",4287.83887910859,4067.81434691101,4786.57976467733,3090.32721745548,2772.5245518509,2864.27451255501
"SEC23B",2838.41335314765,2649.95645664352,2835.75065670984,1916.89313151391,1910.87988034678,1766.88002784939
"SYK",9190.84719216933,9336.24262903001,8852.85339718205,6547.17500897018,6952.50805051296,6942.05009352168
"SLC6A6",20432.2591641792,20579.4044191378,20879.7830586096,15691.2477287166,16491.0099490826,16045.1807934431
"FMN1",1432.15761202545,1363.28452957621,1561.5727638136,913.933731181285,829.849665175556,846.454448953817
"YLPM1",3135.20562391403,3292.24293247158,3444.19106381019,2336.45027442925,2200.21443793672,2247.22420076235
"CDK5RAP3",494.294036403658,481.71485687104,501.122069226146,894.045017860242,891.320010744116,877.353781714299
"NKTR",7183.45219716758,7178.49590631354,7790.58374771537,11279.7416977918,10261.3083757723,9781.04333381811
"RECQL",1813.13096322739,1834.50450939124,1771.66205236394,1176.27533070172,1196.55207149834,1141.40262530387
"CRYBG3",1627.50088842078,1567.93463216848,1514.27993695378,1010.53605302635,948.551022135534,835.218327950005
"MT-ATP6",99932.6556785955,101381.5618488,105400.24995406,127345.537231468,130752.724192048,129381.124328641
"SOD2",12509.524401648,12409.1426310309,13137.4016151936,9932.04459989445,9060.51697009685,8790.39199864871
"NDRG1",4894.37435609299,4807.70317935999,4982.11741419388,3065.70309620085,3280.18481956366,3656.42104332373
"TNF",3342.42059114002,3333.17295299003,3496.03127786807,4512.84376070345,4842.37946384051,4988.83772569241
"PRKD3",3117.93770997854,3084.4443667625,3148.61089593633,2271.10164494583,1978.70922718105,2057.14648711453
"DHX9",8762.38707764477,8989.91168618155,9113.87342235066,6968.62631505896,6726.76350558015,6594.6666858205
"CEP95",1058.73897317028,1047.38873019019,1037.71375859716,1862.90948107108,1654.40016262969,1595.52918254127
"RSRP1",3312.2017417529,3234.5211086635,3455.10479308553,4532.73247402449,4724.73794042481,4587.14639980614
"ZNF770",1358.76897779958,1263.58319754408,1280.54423497353,735.88239287861,789.575990492707,812.746085942382
"PTDSS1",4936.46489631077,4724.79365061748,4868.4327342424,3535.45556321216,3569.51937715361,3569.34110554419
"PIK3R1",6436.61491945725,6129.00820071215,6443.64765965017,4836.74566336044,4485.21555941629,4294.07091029005
"SF3B3",5591.56638123876,5503.51352817372,5642.39803535211,3976.79558262199,4256.29151385062,4077.77558096667
"HIPK1",4979.63468114952,4790.91137607037,4848.42423057094,3542.08513431918,3637.34872398788,3301.54688828668
"CDV3",10107.1258753717,9970.13320321326,11232.0463792067,7839.94137483801,7459.10848468144,7476.70218461972
"HIPK2",5967.14350933587,5338.7439583943,5955.2582745786,4121.69906538959,4074.00014423351,4154.55574115939
"MAPK1",7010.77305781259,7333.82008674255,7330.38816327176,5166.33005553773,5593.80144673894,5231.35067069134
"PTGS1",12781.4940461322,12694.6032869545,12121.5153151471,9262.45791808598,9655.08358844102,9757.6347483935
"AKAP11",4570.60096980239,4563.17254395487,4976.66054955621,3355.51006173606,3428.56151576363,3122.70529564268
"EFTUD2",7087.39942590136,7244.61363176643,7255.81101322358,5259.14405103594,5549.28843787894,5432.66450534297
"SMG1",7276.26723457088,6997.9840209501,7491.36567008306,5534.7447927704,5263.13338092186,5390.52905157868
"RAB31",13825.1235946089,13702.1114843318,14549.8200789109,11060.0187696736,9787.56278147671,10060.0736720794
"HADHA",12192.2264830833,13137.4870987183,12561.7023959193,9636.55514483894,9523.66422894962,9772.61624306525
"SNRNP70",8228.16099026527,8547.02787441776,8103.44398694186,10520.1822652453,11254.3724067679,11576.950007594
"TGFBRAP1",2081.8628738486,2123.11362843162,2160.00891907822,1441.4581749823,1410.63844744402,1439.15983190489
"KIAA0232",3230.17915055928,3421.32992026055,3462.38061260243,2446.31173848835,2282.88145439099,2348.34928979665
"CSF1R",45808.5379370159,45768.1588412769,43193.812039487,32824.9007140023,34692.591238642,35818.8810733178
"KHNYN",2871.86993639767,3271.25317835955,3330.50638385871,2149.87520184613,2081.51308097675,2126.43589997137
"NOP9",2487.65885133282,2582.78924348503,2656.5836011063,1844.91493092347,1659.69933035111,1647.0280704754
"SETD7",2539.46259313932,2537.66127214417,2781.18201033313,1789.98419889392,1767.80235186824,1785.60689618908
"ADGRE4P",1967.46294402592,1935.25532912897,1939.00590125253,2746.53660147744,2919.84141450659,2740.67718151308
"ITGA6",1940.4818285017,1840.80143562485,1775.29996212239,1241.62396018515,1199.7315721312,1152.63874630769
"ACSL4",9777.9562659763,9739.24590798095,10478.0895817685,7746.18029775309,7357.36446443003,7424.2669532686
"HDLBP",11787.50975022,11417.3767492376,10819.1436216229,8126.90709561307,8585.71154225694,8723.91161604282
"MTMR12",1991.20632568723,1863.89016514808,2042.68632936828,1259.61851033276,1312.07392782546,1303.39003644216
"GNA12",3365.08472818036,3495.84354735825,3184.98999352081,2185.86430214135,2374.02713919955,2370.82153180427
"SLC7A6",2878.34540412349,2725.51957144682,2843.02647622674,1984.13592417077,1979.76906072534,1945.7216204934
"DICER1",5541.92112867421,5474.12787241688,6332.69141201753,4145.3761050575,4008.29046448781,3624.58536714627
"C6orf89",4223.08420185047,4638.73565875817,4813.86408786568,3327.09761413457,3045.96160627656,3123.64163905966
"CSDE1",21080.8851813814,21602.6549320991,22386.7871760464,17380.8412794186,15966.3923446612,15581.6908020359
"MT-CO3",160949.908814302,162628.614859992,161026.618593042,195739.03401619,202144.171568664,202677.150666756
"CDK12",4308.344526907,4365.8688553018,4310.92306376031,3066.65017778757,2953.75608792372,2406.40258164968
"THAP9-AS1",1024.20314529928,987.567930970913,1230.52297579487,1877.11570487182,1871.66603920822,1697.59061499256
"EPB41",3356.45077121262,3343.66783004605,3478.75120651544,2301.40825572075,2340.11246578241,2515.95476143684
"ABCA5",864.474941395918,877.371721882767,939.490195119073,1417.78113531439,1404.2794461783,1453.20498315965
"MPEG1",6363.22628523138,6334.70779101002,6553.69442984321,4768.55578911686,4585.89974612341,4960.74742318288
"EGLN1",440.331805355224,421.894057651761,430.18282893642,139.220993247305,204.547874047104,169.47815847416
"PCBP2",4498.29158019749,4461.37223651153,4257.26389482321,5822.65759513217,6212.74423660167,5866.19150740671
"ABL1",3246.36781987381,3074.99897741209,2946.70690434249,1981.29467941062,2181.13743413958,2165.76232348471
"B4GALT1",5436.15515581927,5332.44703216069,5549.6313365117,3871.66952649647,3900.18744297069,4190.13679100479
"NFKB1",3231.25839518025,3382.4988751533,3271.39035028393,2230.37713671702,2316.79612780813,2422.32041973841
"DHX8",3068.29245741398,3373.05348580289,3038.56412574329,2232.27129989046,2084.6925816096,2196.66165624519
"KANTR",577.395872218247,497.457172455061,488.38938507158,1020.95395048023,917.815849351254,918.552892061609
"MYO5A",5177.13644678679,5078.47100740515,5559.63558834743,3874.51077125662,3900.18744297069,3685.44768925025
"GLG1",5942.32088305359,5910.71475794706,5872.49582757391,4550.7270241721,4346.37736511489,4441.07682675659
"TRANK1",925.991884791133,886.817111233179,964.955563428205,553.095646642353,507.66026771276,512.179849090418
"SEC61A2",1320.99541606567,1221.60368932002,1275.99684777547,1968.03553719659,1987.18789553534,1851.15093537798
"PTGFRN",1520.65567094488,1509.16332065481,1496.99986560116,948.028668303074,983.525529096956,983.160587833526
"ACAP2",5500.9098330774,5217.00338454454,5977.99521056889,3920.91776900572,3701.9985701893,4095.56610588938
"SCD",38996.3458894615,37351.2674423537,38776.4801152921,31279.2635644812,28809.4552343131,28643.681468967
"HNRNPH1",21042.0323750265,21909.1053421347,23882.877564208,31539.7110008282,29689.1170760701,28823.459405028
"EEF2",71725.5182649579,71206.6913373491,63965.3672827828,43906.7023601704,51808.902978853,51421.1714305274
"TNFRSF14",2502.76827602638,2407.5247966496,2381.0119369039,3240.91318974338,3704.11823727787,3755.67344552407
"LMBR1",976.716381976661,895.21301287799,879.464684104689,507.635730479968,497.061932269905,542.142838433916
"KIAA1109",4315.89923925378,4219.99006422321,4321.83679303566,2784.41986494609,2894.40540944374,3256.60240427143
"SUN2",3666.19397743063,3922.98504353802,3457.83322540437,2489.8774914773,2493.78832970381,2671.38776865624
"ECHDC2",1341.50106386408,1380.07633286583,1455.16390337901,2039.06665620032,2053.95740882532,2152.65351564693
"TMBIM6",35999.2835770315,37972.5641640697,37315.8593472755,29226.9377660668,30019.7851418871,28875.8946363792
"REC8",300.030004629295,223.540881293097,191.899739758107,540.78358601504,577.609281635604,585.214635615194
"CREBBP",5439.39288968218,5151.93514679725,4632.87807738292,3043.92021970637,3405.24517778935,3658.2937301577
"VPS26C",2063.51571529213,1962.54200947461,2004.48827690459,1257.72434715932,1331.1509316226,1400.76975180853
"MT-ND2",117508.154331071,125204.932765952,125351.456546826,162480.369935472,159617.290770664,150650.16504544
"WASF2",9363.52633152432,8977.31783371434,8659.13470254472,6711.02012347211,6993.8415587401,6722.94573394735
"HMGCR",7637.8141825954,7233.06926700482,7709.64025558991,5856.75253225396,5558.82693977751,5513.19003920362
"UBR3",2808.19450376052,2817.87448953975,2913.05623907685,2027.70167715972,2038.05990566104,1860.51436954783
"ZFHX3",5303.40806744013,4674.41824074862,5241.31848448327,3745.7076754632,3410.54434551078,3532.8237122818
"ANKFY1",3620.86570334994,3596.59436709598,3408.72144366533,2496.50706258432,2626.2675227395,2394.23011722888
"SNRNP200",12843.0109895274,13380.9682464178,12428.918689736,9029.47584775376,9826.77662261527,10023.556278817
"PDZD8",1154.79174443649,1160.73340239514,1185.04910381428,717.887842730999,736.584313278431,697.575845653311
"HIPK3",6068.59250370692,5850.89395872778,6380.89371631695,4699.41883328657,4201.18016954777,4219.1634369313
"AP1B1",18679.565899726,18781.6319794426,17316.4504502102,11337.5136745815,13541.493195336,13679.9773221408
"ADAM10",5487.95889762577,4766.77315884154,5465.04993462779,3864.09287380274,3478.37369234505,3309.03763562255
"TP53BP2",2788.76810058309,2848.30963300219,2712.06172492263,1923.52270262092,1945.8543873082,2012.20200309928
"MTARC1",1196.88228465427,1168.07981633435,1233.25140811371,1807.97874904153,1811.25552718394,1779.98883568717
"NCF4",7182.37295254661,7079.84406198701,6548.23756520554,9107.1365378645,9499.28805743105,9100.32166967052
"OSBPL8",9278.2660064678,8807.30082540691,10688.1788703188,7131.52434797417,6003.95702837743,5981.36174769578
"CCDC18-AS1",924.912640170164,1033.74539001737,1064.0886043459,1723.68848782377,1524.04063668257,1621.74679821683
"DCAF8",1763.48571066283,1813.51475527921,1773.48100724317,2671.71715612685,2635.80602463807,2444.79266174604
"DST",3972.69944978573,3833.7785885619,3932.58044888177,2906.5933896325,2503.32683160238,2784.68532211134
"CLSTN1",5536.52490556936,5723.90594635001,5229.49527776831,3518.40809465127,3965.89712271639,4084.32998488556
"PTAFR",6528.35071223958,7385.24498431702,6977.51091670235,4928.61257727193,5248.29571130186,5072.17228980401
"SGPL1",2999.22080167198,3378.30092433089,3180.44260632275,2272.99580811926,2199.15460439244,2197.59799966218
"BMPR2",3014.33022636554,3124.32489957535,3074.94322332777,2289.09619509344,2046.53857401532,2003.77491234643
"LCP1",43043.5132180941,44463.6456232143,43964.1394308383,36025.0893955168,34353.4445044706,34602.5709746552
"STARD7",7709.04432757933,7596.1920131429,7625.05885370601,5998.81477026141,5895.85400686031,5707.01312651937
"ANO6",2067.832693776,1917.41403813375,2093.61706598655,1355.27375059111,1353.4074360526,1378.29750980091
"MED13L",5860.29829185997,5433.19785189842,5947.07297762209,4386.88190967017,4059.16247461351,4133.01984256875
"MYC",2500.60978678445,2743.36086244205,2455.58908695208,1695.27604022228,1738.12701262824,1805.27010794575
