"","WT_10_1","WT_10_2","WT_10_3","WT_100_1","WT_100_2","WT_100_3"
"CCL3",176.996117838865,209.897541120279,223.731450144523,207.410867490882,410.155581638493,350.192437952132
"WARS1",3455.74127634173,3527.32817852629,3495.12180042846,2925.53502136683,3121.20978792083,3177.01321382777
"EML1",192.105542532426,247.679098521929,291.942258115414,160.056788155064,166.393866452825,153.560320385427
"GPR180",856.920229049137,771.373463617026,906.749007293045,647.803805313989,536.275773408469,758.438167757292
"RPS7P3",9.71320158871818,22.0392418176293,20.9179811110733,36.936181881938,60.4105120242742,48.6898576831842
"SLC35A3",631.358103266682,686.364959463313,866.731999950122,1220.78816527739,924.174850616967,808.06436885746
"ARRB2",11695.7739574377,11622.0268518299,11126.5469962117,11924.7042583457,13030.6534269904,13919.6812368888
"RIMS3",398.241265137445,480.665369165439,303.765464830368,243.399967786104,263.898552527093,305.247953936885
"HSP90AB1",37993.7276365816,39734.6540217744,38900.1690470794,36480.6356387274,35182.2343361019,35031.416259634
"FAF2",2257.77974706649,2347.70399743032,2345.54231675904,2021.07210605271,2031.70090439533,2001.90222551246
"SLC15A2",212.611190330831,281.262705101174,184.623920241212,357.996839778783,299.9328930328,334.274599863399
"GTF2IP20",192.105542532426,222.491393587496,191.899739758107,321.060657896845,258.599384805665,292.139146099105
"ZNF511",138.143311483992,147.977766489797,145.516390337901,205.51670431745,213.026542401388,226.595106910203
"SLC25A28",606.535476984402,732.542418509774,716.668222414162,800.283940775322,895.559344921258,893.271619803032
"LRRC37A3",106.8452174759,123.839549260965,83.671924444293,148.691809114468,166.393866452825,204.12286490258
"KIAA0040",856.920229049137,878.421209588368,834.900289563706,751.035698266072,680.413135431299,632.968149881394
"FAM71F2",49.6452525645596,70.3156762752935,89.1287890819643,156.268461808199,111.282522149979,117.979270540023
"MCM4",3836.71462754368,3425.52787108295,3448.73845100825,2905.64630804579,3317.27899361365,3012.21677243853
"CIAO2A",2679.76439386525,2508.27561638734,2633.84666511601,3264.59022941129,2991.910095518,2812.77562462087
"RPL11P3",45.3282740806848,32.5341188736433,31.8317103864158,81.4490164576068,82.66701645427,64.6076957719174
"SLC26A7",112.241440580743,120.69108614416,144.606912898289,158.162624981632,227.864212021385,217.23167274036
"NLRC4",978.874871218599,1216.35625079202,1100.46770193038,1030.4247663474,736.584313278431,770.610632178088
"CLTB",1378.19538097701,1465.08483701955,1405.14264420036,1571.20835236244,1701.03283857825,1734.10800825494
"UQCRHL",67.9924111210272,92.3549180929228,63.6634207728316,125.961851033276,130.359525947118,132.024421794788
"TMEM219",1583.25185896106,1601.51823874773,1691.6280376781,1831.65578870944,1988.24772907962,1879.24123788751
"SLC19A1",907.644726234665,873.173771060361,763.051571834368,551.20148346892,646.498462014163,759.374511174276
"NSFP1",38.8528063548727,197.303688653062,60.934988453996,47.3540793358179,39.213841138564,20.5995551736548
"UBR4",6720.45625477201,6775.49262736261,6491.8499639496,5665.44205173725,5704.02413534463,6336.23590273283
"ANXA9",219.086658056643,200.452151769867,201.903991593838,365.573492472514,264.958386071378,274.348621176403
"LPAR6",8026.34224614412,8559.62172688498,9199.36430167417,9582.57149439611,9705.95559856672,9684.59996186873
"STAG3",473.788388605253,518.446926567089,466.561926520895,630.756336753094,631.660792394165,595.514413202022
"POP1",489.977057919784,505.853074099873,595.707722945782,401.562592767736,435.591586701346,364.237589206897
"SCLT1",576.316627597279,798.660143962662,640.272117486764,841.008449004126,969.747693021244,811.809742525397
"UBA2",3306.80551864806,3387.7463136813,3536.04828521099,3053.39103557354,3072.4574448837,2850.22936130024
"HGS",1699.81027802568,1579.4789969301,1600.68029371691,1821.23789125556,1924.65771642249,1949.46699416133
"PLD3",6948.1768697964,6752.40389783938,6122.60212346718,4705.10132280687,5931.88834736601,6095.59564456786
"POGK",3409.33375764008,3543.07049411031,3514.22082666031,2973.83618228936,3230.37264298224,2999.10796460075
"IFNGR1",11897.5927015588,11715.4312576284,11837.7583539882,11063.8070960205,10685.2417934865,10419.6295442014
"SMARCAL1",714.45993908127,654.880328295271,678.470169950463,509.529893653401,546.874108851325,566.487767275508
"LRATD2",853.682495186231,790.264242317851,773.96530110971,707.469945277119,588.20761707846,624.541059128535
"BFAR",1475.32739686419,1602.56772645333,1670.71005656702,1282.34846841395,1398.98027845688,1318.37153111391
"CCDC93",1731.10837203377,1879.6324807321,1857.15293168746,1548.47839428125,1656.51982971826,1397.02437814059
"BABAM1",516.958173444001,423.993033062964,457.467152124776,548.360238708771,657.096797457018,619.859342043614
"LINC01569",37.773561733904,40.9300205184544,55.4781238163247,70.0840374170105,107.043187972837,92.6979982814468
"SNX10",1653.40275932403,1703.31854619106,1868.97613840241,2450.10006483522,2078.33358034389,1845.53287487608
"DNAH14",525.59213041175,429.240471590971,440.18708077215,676.21625291548,564.891279104178,586.150979032178
"MYO9B",13896.3537395928,13596.1132260661,12563.5213507985,10831.772107275,12355.5394592805,12196.8093496376
"PACS1",2591.26633494582,2703.48032962919,2576.54958642046,2218.06507608971,2377.2066398324,2270.63278618695
"SUV39H2",518.03741806497,440.784836352586,429.273351496808,384.515124206841,344.445901892792,282.775711929262
"PIP4K2A",3714.75998537422,3302.73780952759,3943.49417815711,3225.75988435591,3222.95380817224,2987.87184359694
"JTB",151.094246935616,146.928278784195,174.619668405481,299.277781402369,185.470870249965,248.131005500842
"PPHLN1",3274.42818001899,2966.90174373514,3305.04101554957,4022.25549878437,3451.87785373791,3607.73118564055
"RPL26",1016.6484329525,894.163525172389,1127.75202511873,1255.83018398589,1205.03073985263,1263.12726951184
"ST8SIA5-DT",11.8716908306556,13.6433401728181,9.09477439611881,44.5128345756688,21.1966708857103,44.9444840152469
"ANKRD13A",3437.39411778527,3339.46987922364,3462.38061260243,3105.48052284294,3037.48293792228,2877.38332039279
"ATP6V0A1",5228.94018859329,5554.93842574819,5278.60705950736,4450.33637598017,4827.54179422051,4931.72077725636
"FCGR1B",512.641194960126,484.863319987845,471.109313718954,687.581231956076,600.925619609886,591.769039534084
"JPT2",1499.07077852551,1533.30153788364,1572.48649308894,1263.40683667962,1343.86893415403,1311.81712719502
"FBXW2",3603.59778941444,3391.94426450371,3721.58168289182,3220.07739483562,3217.65464045082,2886.74675456263
"ARHGEF3",4536.06514193139,4626.14180629095,4921.18242573989,3855.56913952229,4436.46321637916,4010.3588549438
"STX18",1875.72715124358,1687.57623060704,1745.2872066152,2174.49932310076,2140.86375945674,1925.12206531974
"TROAP",862.31645215398,703.156762752935,688.474421786194,866.579651845467,973.987027198386,1004.69648642417
"NGDN",778.135371718423,929.846107162836,932.214375602178,1111.873782805,1053.4745430198,1077.73127294894
"CYB5R4",2170.36093276803,2064.34231691795,2335.53806492331,1998.34214797152,1791.11868984252,1808.0791381967
"UMPS",1549.79527571103,1261.48422213288,1334.20340391063,1131.76249612605,1131.90222529693,1156.38411997562
"BTAF1",6898.53161723184,6627.51486087281,6952.95502583283,7910.97249384174,7343.58662835432,7565.65480923323
"GNAS",29171.9821047836,29462.268359348,27764.5272764715,29670.1719486501,33178.089103858,33687.7634562615
"IKBKB",2802.79828065568,2970.05020685195,2872.12975429432,3290.16143225263,3355.43300120793,3172.33149674284
"SUB1",4850.12532663328,4969.32428602261,5445.04143095633,6613.47072004033,5629.83578724464,5491.65414061298
"C1orf35",561.207202903717,547.832582323928,518.402140578772,565.407707269666,806.533327201275,782.783096598884
"FNBP1",5591.56638123876,5403.81219614159,5332.26622844446,4565.88032955956,4918.68747902906,5016.92802820194
"PHB",2200.57978215515,2276.33883344943,2200.93540386075,1810.81999380168,1915.11921452392,2029.99252802199
"ATP5MC1",1119.17667194453,1205.861373736,1105.01508912843,1410.20448262066,1476.34812718972,1250.95480509104
"UBAP1L",126.271620653336,131.185963200174,143.697435458677,199.834214797152,181.231536072823,233.149510829093
"PAIP1P1",5.39622310484343,6.29692623360837,11.8232067149544,18.9416317343272,37.0941740499929,33.7083630114352
"BTBD6",822.384401178139,750.383709504998,761.232616955144,899.72750738054,960.209191122674,997.205739088291
"UGP2",3483.80163648692,3445.46813748938,3747.04705120095,3329.93885889471,2978.13225944229,2973.82669234217
"MARK2P8",15.1094246935616,23.0887295232307,20.9179811110733,71.0311190037268,41.333508227135,41.1991103473097
"CRIP3",150.015002314647,112.295184499349,155.520642173632,234.876233505657,211.966708857103,196.632117566705
"DENND5B",1383.59160408186,1254.13780819367,1502.45673023883,1250.14769446559,1095.86788479122,1030.91410209973
"ACBD3",1392.22556104961,1490.27254195398,1698.90385719499,1306.97258966857,1333.27059871117,1085.22202028482
"KMT2E-AS1",55.041475669403,52.4743852800698,49.1117817390416,86.1844243911886,124.000524681405,86.1435943625566
"MKNK1-AS1",128.430109895274,105.998258265741,143.697435458677,191.310480516704,186.53070379425,208.804581987501
"EIF3D",6130.10944710214,6379.83576235088,6041.65863134172,5433.40706299175,5440.12558281754,5736.03977244589
"PARG",975.637137355693,950.835861274864,954.951311592475,806.913511882337,739.763813911288,818.364146444288
"KCNE5",555.810979798874,644.385451239257,639.362640047152,447.022508930121,440.890754422773,528.097687179151
"MYO1D-DT",8.63395696774949,6.29692623360837,9.09477439611881,18.9416317343272,50.8720101257046,22.4722420076235
"RTL8A",274.128133726046,200.452151769867,219.184062946463,276.547823321177,360.343405057074,369.855649708803
"BAG6",6832.69769535275,6897.23320121237,6225.37307414332,5160.64756601743,6121.59855179312,6030.05160537896
"VPS9D1",331.328098637387,408.250717478943,364.700453284364,466.911222251164,448.309589232772,575.851201445351
"SNX8",1559.50847729975,1480.82715260357,1530.6505308668,1085.35549837695,1365.06560503974,1318.37153111391
"DLEU2",271.969644484109,284.411168217978,263.748457487445,408.19216387475,346.565568981363,361.428558955944
"PELO",423.063891419725,408.250717478943,361.972020965528,252.870783653268,272.377220881377,336.147286697368
"ALOX12",105.765972854931,108.097233676944,86.4003567631287,165.739277675363,144.13736202283,173.223532142097
"ATP5F1C",4534.98589731042,4448.77838404432,4617.41696090952,5255.35572468907,5055.4060062419,4921.42099966954
"CNST",1444.0293028561,1503.9158821268,1689.80908279887,1349.59126107081,1281.33875504118,1254.70017875898
"TBL1X",265.494176758297,246.629610816328,268.295844685505,194.151725276853,165.33403290854,182.586966311941
"UBIAD1",1166.66343526715,1207.96034914721,1126.84254767912,925.298710221882,961.26902466696,1025.29604159782
"AASS",104.686728233963,75.5631148033005,104.589905555366,59.6661399631305,42.3933417714205,45.8808274322312
"RNF149",3882.04290162437,4007.99354769173,4127.20862095871,4781.81493133089,4324.12086068489,4497.25743177564
"ST20",30.2188493871232,70.3156762752935,36.3790975844752,92.8139954982031,110.222688605693,82.3982206946193
"SH3RF1",1532.52736177553,1303.46373035693,1152.30791598825,998.223992399041,1033.33770567837,1162.93852389451
"GSTK1",3498.91106118048,3853.71885496832,3443.28158637058,3853.67497634886,4346.37736511489,4206.99097251051
"HDAC9",2345.19856136496,2490.43432539211,3024.92196414911,2433.05259627432,2092.1114164196,1872.68683396862
"LRRC3",224.482881161487,179.462397657839,178.257578163929,143.956401180886,121.880857592834,102.997775868274
"ZBTB41",623.803390919901,684.26598405211,786.697985264277,590.978910111007,483.284096194194,541.206495016932
"ANKRD36C",630.278858645713,469.121004403824,524.768482656055,764.294840480101,630.60095884988,728.475178413794
"LPCAT2",12072.4303301557,12074.3560529441,13706.7344923907,11755.1766543234,11092.2178744922,10609.7072578492
"CDON",97.1320158871818,75.5631148033005,89.1287890819643,36.936181881938,51.9318436699901,45.8808274322312
"ADAMTS13",67.9924111210272,76.6126025089019,65.4823756520554,122.17352468641,124.000524681405,114.233896872086
"F2RL3",94.9735266452444,81.8600410369088,73.6676726085623,55.8778136162651,30.7351727842799,34.6447064284195
"PDS5B",1973.93841175173,1964.64098488581,2113.62556965801,1828.81454394929,1746.60568098252,1567.43888003174
"DNAJB9",787.848573307141,668.523668468089,788.5169401435,537.942341254891,680.413135431299,500.007384669622
"COPG2",988.588072807317,984.419467854109,783.969552945441,776.606901107413,755.66131707557,603.005160537896
"PDXP",138.143311483992,144.829303372993,138.240570821006,60.6132215498469,102.803853795695,82.3982206946193
"CORO6",100.369749750088,72.4146516864963,75.4866274877861,136.379748487156,143.077528478544,136.706138879709
"DYM",1943.7195623646,1740.05061588711,1938.09642381292,1572.15543394915,1500.72429870829,1691.03621107367
"JAML",12063.796373188,12619.0401721512,12894.5711388172,14213.8004534391,13684.5707238145,13562.9343950177
"TRPT1",529.909108895625,547.832582323928,469.29035883973,565.407707269666,751.421982898428,706.939279823155
"AP2A2",2076.46665074375,2015.01639475468,1799.85585299191,1588.25582092333,1775.22118667823,1618.93776796587
"NAPG",1059.81821779125,961.330738330878,1109.56247632649,1382.73911660588,1221.9880765612,1199.4559171569
"H4C3",86.3395696774949,102.849795148937,87.3098342027405,174.26301195581,151.556196832828,129.215391543835
"SP100",7461.8973093775,7741.02131651589,8146.18942660362,8854.26575421123,8721.37023592548,8428.96343969276
"ACOT9",1919.97618070329,1841.85092333045,1939.00590125253,2326.97945856209,2235.18894489815,2063.70089103342
"CALR",23486.5214415206,23767.7480687548,23036.1540679293,21384.1551464686,21061.0121920417,21931.0355126065
"MED28",2631.19838592166,2888.19016581504,2808.46633352149,2374.33353789791,2403.70247843954,2490.67348917827
"RNA5SP498",11.8716908306556,20.9897541120279,25.4653683091327,59.6661399631305,30.7351727842799,67.4167260228704
"TMEM72-AS1",16.1886693145303,9.44538935041256,7.27581951689505,34.0949371217889,36.0343405057074,33.7083630114352
"USP7",5642.29087842429,5931.70451205909,5963.4435715351,5245.88490882191,5361.69790054041,5111.49871331735
"SRGAP2D",86.3395696774949,121.740573849762,100.042518357307,58.7190583764142,50.8720101257046,58.0532918530273
"EBP",947.576777210507,969.726639975689,1036.80428115754,1429.14611435498,1089.50888352551,1156.38411997562
"EMSY-DT",58.2792095323091,32.5341188736433,58.2065561351604,98.4964850185012,86.906350631412,104.870462702243
"SIGLEC1",568.761915250498,654.880328295271,605.711974781512,669.586681808465,817.13166264413,853.008852872707
"TDG",1917.81769146136,1907.96864878334,2140.00041540676,2622.46891361759,2363.42880375669,2119.88149605248
"LINC02908",733.886342258707,774.52192673383,643.910027245211,956.552402583521,840.448000618411,884.844529050174
"ING5",1063.05595165416,1373.77940663223,1143.21314159213,1326.86130298962,1587.6306493397,1514.06730526363
"PRR14L",3370.48095128521,3099.13719464092,3557.87574376168,2899.96381852549,2877.44807273517,2969.14497525725
"TMEM169",489.977057919784,574.069774963963,528.406392414503,459.334569557434,399.557246195638,309.929671021807
"GNG12",264.414932137328,253.976024755538,259.201070289386,166.686359262079,184.411036705679,191.950400481784
"STX6",4583.55190525401,4503.35174473559,4844.78632081249,4171.89438948556,4123.81232081493,4124.59275181589
"GFUS",935.705086379851,943.489447335655,868.550954829346,1005.80064509277,1171.11606643549,1176.04733173229
"ZNF587B",848.286272081388,942.439959630053,944.037582317132,1247.30644970544,1011.08120124838,1109.56694912641
"LETMD1",1786.14984770318,1687.57623060704,1664.34371448974,1885.63943915227,2012.62390059819,2088.982163292
"SLC35E1",1528.21038329166,1655.0421117334,1600.68029371691,1270.98348937335,1262.26175124405,1473.8045383333
"CDK19",1943.7195623646,2090.57950955798,2006.30723178381,1778.61921985332,1803.83669237394,1550.58469852602
"WNT2B",102.528238992025,107.047745971342,156.430119613243,224.458336051777,157.915198098541,213.486299072423
"MTUS1",4518.79722799589,4758.37725719673,4953.92361356591,4184.20645011287,4220.25717334491,4257.55351702766
"B3GALT2",21.5848924193737,4.19795082240558,5.45686463767128,52.0894872693997,26.4958386071378,35.5810498454038
"SCAMP1",1333.9463515173,1294.01834100652,1555.20642173632,1264.35391826634,1108.58588732265,1033.72313235068
"DUSP7",2943.10008138161,2908.13043222147,2619.29502608222,2013.49545335898,2512.86533350095,2556.21752836717
"NOL4L",2325.77215818752,2418.01967370561,2432.85215096178,2594.0564660161,2867.9095708366,2770.64017085658
"FIP1L1",538.543065863375,599.257479898397,557.509670482083,718.834924317716,702.669639861295,694.766815402359
"TLNRD1",1399.78027339639,1311.85963200174,1295.09587400732,1027.58352158725,1181.71440187835,1135.78456480197
"SBDSP1",935.705086379851,1003.31024655493,849.451928597497,1165.85743324784,1085.26954934836,1132.03919113403
"MED24",2474.7079158812,2366.59477613115,2260.05143743552,1721.79432465034,2172.6587657853,2065.57357786739
"PRR4",22.6641370403424,4.19795082240558,8.18529695650693,37.8832634686543,51.9318436699901,29.9629893434979
"NDUFA5P10",49.6452525645596,37.7815574016502,72.7581951689505,102.284811365367,96.4448525299816,108.61583637018
"NDUFB1",1465.61419527548,1503.9158821268,1529.74105342718,1812.71415697511,1707.39183984396,1718.19017016621
"RPS27L",1537.92358488038,1703.31854619106,1665.25319192935,2115.78026472434,1954.33305566249,1759.38928051352
"GABPA",2234.03636540518,2272.14088262702,2353.72761371555,2136.6160596321,1610.94698731398,1954.14871124626
"TYMP",3669.43171129353,3866.31270743554,3691.56892738462,3810.10922335991,4887.95230624478,4460.74003851326
"KDM4C",1393.30480567057,1284.57295165611,1190.50596845195,1052.20764284187,902.978179731257,1168.55658439642
"PSMC6",1975.0176563727,2137.80645631004,2364.64134299089,2780.63153859923,2446.09582021096,2432.62019732524
"GID4",714.45993908127,735.690881626578,662.099576037449,513.318220000266,548.993775939895,607.686877622818
"COX6CP17",14.0301800725929,2.09897541120279,6.36634207728316,26.518284428058,30.7351727842799,31.8356761774666
"MAK",7.5547123467808,28.3361680512377,30.0127555071921,56.8248952029815,65.7096797457018,52.4352313511214
"MBTD1",2062.43647067116,1778.88166099437,2101.80236294306,1785.24879096033,1669.23783224968,1522.49439601649
"ENTPD4",4067.67297643098,4214.7426256952,4416.42244675529,4875.57600841581,4777.72961763909,4628.34551015345
"ITPK1",4569.52172518142,4969.32428602261,4630.14964506408,3797.7971627326,4243.57351131919,4354.93323239403
"C1orf159",236.354571992142,285.46065592358,217.365108067239,303.066107749235,321.12956391851,453.190213820406
"WDR27",362.626192645479,396.706352717327,370.157317922035,443.234182583256,548.993775939895,496.262011001685
"SLC39A7",3977.01642826961,4105.59590431266,4092.64847825346,3570.49758192067,3626.75038854502,3670.4661945785
"TRAK1",6104.20757619889,6093.3256187217,6131.6968978633,5722.26694694023,5506.89509610752,5089.96281472671
"NPDC1",76.6263680887767,77.6620902145033,64.5728982124435,135.432666900439,108.103021517122,130.151734960819
"ZNF91",608.693966226339,606.603893837607,556.600193042471,785.130635387861,676.173801254157,759.374511174276
"ZNF585B",139.222556104961,168.967520601825,200.085036714614,206.463785904166,286.155056957088,281.839368512278
"CYB561D1",1040.39181461381,877.371721882767,1036.80428115754,662.010029114734,803.353826568419,867.054004127472
"RPS11",41420.3293081572,41793.7489001644,39610.4709274162,45304.5947821637,44359.3329960701,44198.2183119104
"ST3GAL6",2644.14932137328,2493.58278850892,2773.90619081624,3364.98087760322,2931.49958349373,2907.34630973628
"FAM168A",2965.76421842195,3049.81127247766,2992.18077632309,2799.57317033355,2588.11351514522,2473.81930767255
"GMCL1",1629.65937766272,1470.33227554755,1764.38623284705,1375.16246391215,1396.86061136831,1312.753470612
"AVIL",84.1810804355575,98.6518443265312,88.2193116423524,169.527604022228,128.239858858547,146.069573049552
"RALGDS",128.430109895274,133.284938611377,139.150048260618,178.998419889392,204.547874047104,222.849733242266
"BCL2L2",880.663610710448,832.243750541907,753.956797438249,1133.65665929948,958.089524034103,961.624689242887
"SHISA5",3181.61314261569,3092.84026840731,2780.27253289352,2147.03395708598,2583.87418096808,2823.0754022077
"SORD",826.701379662014,693.711373402522,627.539433332198,608.973460258618,471.625927207053,556.187989688681
"UNG",1126.73138429131,1259.38524672167,953.132356713251,945.187423542925,900.858512642686,822.109520112225
"ZFAT",352.91299105676,333.737090381244,336.506652656396,252.870783653268,274.496887969948,212.549955655439
"CXorf38",2152.01377421156,2404.3763335328,2230.94815936794,2000.23631114495,1957.51255629534,1914.82228773292
"NIT1",649.705261823149,627.593647949634,620.263613815303,728.305740184879,871.183173402691,768.737945344119
"FRG1",647.546772581212,663.276229940082,663.918530916673,801.231022362039,775.798154416995,848.327135787786
"CASS4",482.422345573003,376.766086310901,333.77822033756,216.881683358046,351.86473670279,237.831227914015
"PCLAF",464.075187016535,347.380430554062,524.768482656055,621.285520885931,599.8657860656,573.042171194398
"DEPP1",116.558419064618,113.344672204951,132.783706183335,58.7190583764142,71.0088474671293,80.5255338606507
"IER3",569.841159871467,477.516906048635,432.001783815643,527.524443801011,700.549972772724,769.674288761103
"SEL1L3",1110.54271497678,1178.57469339037,969.502950626265,835.325959483828,845.747168339839,958.815658991934
"EMC1",2134.74586027606,2199.72623094053,2119.08243429568,1865.75072583123,1829.27269743679,1922.31303506879
"MON2",2553.49277321191,2806.33012477813,2892.13825796578,2582.69148697551,2230.949610721,2237.8607665925
"RPL38",4638.59338092341,5122.54949104041,4376.40543941237,6180.65443491095,5109.45751700046,5212.62380235166
"KLHL32",12.9509354516242,13.6433401728181,15.461116473402,44.5128345756688,30.7351727842799,42.135453764294
"RPS19BP1",1604.83675138044,1749.49600523753,1542.47373758175,1876.1686232851,2012.62390059819,1849.27824854401
"DUSP18",151.094246935616,136.433401728181,126.417364106051,100.390648191934,74.1883480999859,71.1620996908076
"AAK1",2954.97177221226,2874.54682564222,3154.97723801361,2750.3249278243,2651.70352780235,2312.76823995125
"FCGR2A",455.441230048786,450.230225702999,407.445892946123,314.431086789831,357.163904424218,321.165792025619
"WDFY2",2167.12319890512,2152.49928418846,2203.66383617959,1872.38029693824,1881.20454110678,1939.16721657451
"E2F7",654.022240307024,578.267725786369,703.935538259596,527.524443801011,503.420933535618,489.707607082795
"GTF2IP4",1289.69732205758,1434.64969355711,1457.89233569784,1135.55082247291,1214.5692417512,1169.4929278134
"HDAC5",2085.1006077115,2112.61875137561,1959.01440492399,1481.23560162438,1803.83669237394,1864.25974321576
"MORF4L2",3398.54131143039,3305.8862726444,3290.48937651578,3828.10377350752,3674.44289803787,3721.96508251264
"HCFC1R1",300.030004629295,324.291701030831,268.295844685505,406.298000701318,381.540075942785,408.24572980516
"ERI2",650.784506444118,568.822336435956,660.280621158225,506.688648893251,498.121765814191,476.598799245014
"INPPL1",6105.28682081986,6377.73678693968,5710.608843323,6156.97739524304,7217.46643658434,7735.13296770739
"CCL4",508.324216476251,462.824078170215,397.441641110392,668.639600221749,574.429781002748,548.697242352806
"EIF2AK3",535.305332000469,612.900820071215,676.651215071239,485.852853985492,502.361099991333,409.182073222144
"SSBP1",2694.87381855881,2701.38135421799,2894.86669028462,3425.59409915307,3185.85963412225,2950.41810691756
"BAHD1",928.15037403307,990.716394087717,883.102593863136,626.968010406229,720.686810114149,859.563256791597
"CYBA",13544.519993157,13587.7173244213,12397.0869793495,13445.7172866121,16581.0958003468,15192.1719405704
"IL7R",415.509179072944,408.250717478943,460.195584443612,369.36181881938,237.402713919955,312.73870127276
"ZDHHC8",1063.05595165416,1136.59518516631,912.205871930716,1124.18584343232,1325.85176390118,1409.19684256139
"PARP9",2545.93806086513,2447.40532946245,2710.2427700434,2256.89542114508,2315.73629426385,2110.51806188264
"MCPH1-AS1",55.041475669403,29.3856557568391,30.0127555071921,74.8194453505923,75.2481816442714,87.0799377795409
"ERGIC1",4299.71056993925,4108.74436742946,3669.74146883394,3595.12170317529,3372.3903379165,3558.10498454038
"ZBTB16",114.399929822681,123.839549260965,75.4866274877861,64.4015478967123,57.2310113914177,44.9444840152469
"WASH6P",440.331805355224,330.58862726444,381.98052463699,442.287100996539,544.754441762753,565.551423858524
"DIP2A",1537.92358488038,1436.74866896831,1575.21492540778,1706.64101926288,1774.16135313395,1828.67869337036
"MCM3",4322.37470697959,4360.6214167738,4307.28515400187,4027.93798830467,3690.34040120215,3845.56241355456
"MAX",3413.65073612396,3365.70707186368,3484.20807115311,3724.87188055544,3877.93093854069,3925.15160399823
"ARRDC5",62.5961880161838,54.5733606912726,60.0255110143841,99.4435666052176,97.5046860742672,117.042927123039
"KDM4B",2471.47018201829,2471.54354669129,2014.49252874032,1593.93831044363,2067.73524490104,2020.62909385214
"PCF11",3602.51854479348,3766.61137540341,4216.33741004068,3526.93182893172,3266.40698348795,3282.82001994699
"RASA4",206.135722605019,194.155225536258,164.61541656975,285.071557601624,253.300217084238,267.794217257513
"CCDC86",1535.76509563844,1546.94487805646,1620.68879738837,1254.88310239917,1323.73209681261,1417.62393331425
"FCGRT",13950.3159706412,14165.9850502076,12781.7959363054,14161.7109661697,15662.2201174513,16215.5952953343
"ZKSCAN5",1061.97670703319,873.173771060361,1004.97257077113,757.665269373086,864.824172136978,750.011077004433
"TRIR",3018.64720484942,2899.73453057666,2765.72089385973,3184.0882945404,3496.39086259791,3230.38478859587
"RAD23B",6475.46772581212,6301.12418443078,6643.73269636479,6154.13615048289,5530.2114340818,5622.74221899079
"LRRC37BP1",277.365867588952,316.945287091621,297.399122753085,390.19761372714,503.420933535618,345.510720867211
"FAN1",2198.42129291321,2146.20235795485,2282.78837342582,2537.23157081312,2414.3008138824,2647.97918323163
"TET2",4199.34082018916,3867.36219514114,4335.47895462984,3876.40493443005,3607.67338474788,3244.42993985064
"CRTC3",1736.50459513862,1729.5557388311,1645.24468825789,1385.58036136603,1499.664465164,1496.27678034093
"TSPAN5",47.4867633226222,74.5136270976991,35.4696201448633,29.3595291882071,11.6581689871406,17.7905249227019
"ZHX3",1317.75768220277,1275.1275623057,1207.78603980458,937.610770849194,944.311687958392,1200.39226057389
"ZFAS1",623.803390919901,729.39395539297,674.832260192015,929.087036568747,794.875158214134,805.255338606507
"ARHGAP9",12278.5660527607,12436.4293113765,11641.3112270321,12253.3415689362,14328.9495187401,14685.6101519819
"STT3B",3943.55984501958,3857.91680579073,4265.44919177972,3722.977717382,3468.83519044648,3432.63496666448
"FOXRED1",1309.12372523502,1261.48422213288,1309.64751304111,1442.40525656901,1572.7929797197,1534.66686043729
"IL20RB",25.9018709032485,20.9897541120279,26.3748457487445,59.6661399631305,42.3933417714205,66.4803826058861
"COX7C",4552.25381124592,4746.83289243511,4656.52449081283,5903.15953000306,5188.94503282187,4893.33069716001
"GASK1B-AS1",101.448994371057,93.4044057985242,92.7666988404118,161.950951328497,142.017694934259,151.687633551458
"P2RX7",3359.68850507552,3274.40164147635,3428.72994733679,3657.62908789857,3910.78577841354,3760.35516260899
"SCFD1",1910.26297911458,1884.87991926011,1979.93238603506,2463.35920704925,2181.13743413958,2095.53656721089
"ZBTB1",2504.92676526832,2529.26537049936,2659.31203342514,2400.85182232597,2184.31693477244,2052.46477002961
"CCDC78",52.8829864274656,40.9300205184544,30.9222329468039,78.6077716974577,93.2653518971251,74.9074733587449
"ICE2",1248.68602646077,1502.8663944212,1644.33521081828,1210.37026782351,1269.68058605404,1104.88523204149
"AHI1",637.833570992494,553.080020851935,775.784255988934,913.933731181285,936.892853148393,723.793461328872
"ARHGEF2",5725.39271423888,5342.9419092167,5134.90962404868,4638.80561173672,4615.57508536341,5059.99982538322
"TCEAL9",228.799859645362,292.807069862789,311.041284347263,428.080877195794,360.343405057074,364.237589206897
"TBC1D22A-DT",116.558419064618,142.73032796179,166.434371448974,246.241212546253,171.693034174253,243.449288415921
"PIN4",293.554536903483,325.341188736433,346.510904492127,537.942341254891,408.035914549922,381.091770712614
"FBXO11",2297.71179804233,2060.14436609554,2366.46029787011,2040.96081937375,1846.23003414536,1872.68683396862
"ZNF76",1150.47476595262,1089.36823841425,1148.67000622981,1313.60216077559,1264.38141833262,1458.82304366156
"TM9SF4",3228.02066131734,3442.31967437258,3134.05925690254,2865.8688814037,3003.56826450514,2715.3959092545
"GPRASP1",35.6150724919667,48.2764344576642,47.2928268598178,119.332279926261,46.6326759485626,112.361210038117
"GSN-AS1",240.671550476017,256.07500016674,198.26608183539,306.8544340961,314.770562652797,345.510720867211
