"","WT_V_1","WT_V_2","WT_V_3","WT_100_1","WT_100_2","WT_100_3"
"CNOT1",9575.95473356813,9398.3374689151,9759.30850933445,4264.80109317191,4268.43865863818,4253.82455886931
"MALAT1",52473.590569154,43489.0095048858,44896.3447454706,139925.745928314,124832.521161711,124558.704378096
"HERC1",11019.8383981088,10872.2523762214,10591.1303567659,4673.8794291758,4656.66331759051,4923.25829278516
"SYT2",8212.88913079696,8477.14065184864,8270.8431902883,3740.01463094867,3701.34609399054,3739.84322222519
"PLXND1",1765.18473938046,2091.59601007924,1679.06820594104,314.325224769133,434.974225213605,391.775983875585
"GOLGA8B",607.121049390487,636.850516307222,616.98044312794,2088.21279759667,1875.06412504463,1977.74986355542
"MGAT5",5042.25858552229,5418.55422570426,5210.17949205719,2207.56527424814,2057.99721041484,2191.60923090035
"PRKDC",13998.2796501511,13159.8023913183,13270.5882812072,6380.34651900938,5881.29869465218,6210.90734070652
"ABHD2",3624.00016007925,3350.38749883365,3088.2074680136,1166.19213827388,1181.95099047529,1239.12633432209
"GNS",7658.00414572091,7349.34015557883,7237.400948049,3238.00535892608,3254.17632975225,3457.69262833314
"ADGRE4P",921.523021396274,771.03641104754,943.098677352708,2642.15406327677,2799.8925010829,2630.11079083449
"CTSL",4006.40757430573,3965.93866676939,4463.19245555587,1692.80077571318,1607.77856142038,1661.45365638981
"MYCBP2",10285.5767393492,9859.46836115762,9845.24507105584,4810.54257037977,4871.10154544115,4558.43937202028
"DYNC1H1",11352.9665063783,11793.4491932879,11521.008024623,5647.8320821561,5778.65290786112,5893.71256477055
"MX1",547.000296122922,676.254310794458,668.762730319035,1957.92726964889,2057.99721041484,2046.93965887289
"PLA2G7",2070.71643631398,1986.16423564042,2191.38232389549,703.359633396436,535.58742216722,567.895462865526
"ATP1A1",9104.84456861902,9258.82673708192,9660.15093811746,4325.84396290969,4149.53215314755,4615.04920455276
"MACF1",21804.1217137431,21140.6682261115,20848.4302237679,11302.9528651764,10517.6361138682,10710.0411738832
"HUWE1",12668.7239754307,12355.751990295,12303.2510864459,5685.18667408518,6340.66399791515,6073.42631884192
"IGF2R",7738.82220749042,7472.8763761334,6921.19847094593,2876.30357853957,3364.9524758931,3099.16368896076
"NEAT1",6467.41611379931,5971.27231594413,6405.57910061758,13061.3519486675,12388.635059238,12502.6858707451
"LYZ",2243.19400716355,2482.43905269588,2606.74237221555,911.087608026471,938.040209981677,872.510276016497
"FGD5",3483.06134504217,4096.92965925398,3741.54568725444,1364.80923682365,1354.72112665826,1560.81395410984
"CCNL2",4368.11768003025,3914.82023067784,3931.04682335802,8384.73925666762,8686.2726703287,8685.56573426927
"LRRC37A6P",1615.37564927112,1773.17075192563,1787.03978348843,584.007156744968,638.233208958281,586.76540704302
"PDIA6",4648.02413786613,4858.38136353436,4702.27237726794,2116.45651344549,2256.1747195659,2266.19043883996
"SGPL1",4545.52318147553,4408.96511289615,4674.72860748545,2186.61025926353,2108.81195635101,2108.94090402752
"EPB41L2",10201.8019192223,9057.54789497144,9567.60387164827,4617.39199747816,4065.17967489351,4429.04546908889
"HYOU1",4784.0350223075,5433.46376956429,5140.7691922053,2083.65735955654,2023.44318317824,2338.97450923887
"MKI67",10620.676019857,11103.350306052,10716.7299469741,5562.18984700161,4863.98748101008,5284.48293846861
"ASCC3",4101.0238417432,3943.57435097933,3783.41221732383,1854.9743699419,1717.53841264251,1699.1935447448
"ABCC5",3774.79483630773,3755.07511789175,3979.52385817521,1671.84576072858,1535.62162219102,1767.48477129192
"BIRC6",8338.05856792778,7576.17821573508,7722.17129622095,3627.03976755338,3894.44212854798,3414.56132735601
"HERC2",8083.77734918956,8352.53946387549,8405.25678682688,3675.32741077879,3907.65396249138,4234.05604592146
"NOTCH2",3806.33359212023,3887.13107779492,3635.77761128965,1787.55388694794,1640.29999881953,1616.52521787197
"SMCR8",3748.18401109094,4092.66978957969,3718.40892063714,1772.97648521951,1710.42434821144,1743.22341449228
"DDX39B",5204.88029518045,5061.79014048198,5077.96939710121,9427.0234802499,9839.76740307974,9929.18491244314
"SRA1",4036.96074399908,4454.75871189483,4282.50532578268,8291.80832064892,9081.6113937121,8973.10774078346
"PSAP",232070.049957275,255270.560297339,257647.727797854,127526.754670681,133686.482493629,132832.725615541
"TDRD6",1245.78085459347,937.171328345075,954.116185265707,204.08362419793,262.204089030631,224.642192589211
"ST14",5058.02796342853,6043.69010040716,6058.52760135811,2022.61448981877,2450.28704904206,2223.05913786284
"FUCA1",12062.5885121594,12263.099824879,11854.8385143868,6581.69688038323,6025.6125731109,6259.43005430579
"ADAMDEC1",1477.39359259146,1364.22326319323,1368.37448279447,495.6316587664,444.120879482116,399.863102808796
"POU2F2",6111.61952478962,6511.21079716113,6309.72678177449,11785.8292974304,11975.0030273176,11661.6255016911
"SDS",1746.45860311679,1882.86239603874,1967.72691326161,649.605464522874,666.689466682535,742.217804314754
"SH3PXD2B",1276.33402428682,1510.12379953786,1380.49374149877,481.054257037977,467.495662612753,419.631615756647
"FCGBP",385521.866362959,429589.752206615,387668.643931528,166383.730065402,198477.316152082,198652.88804418
"SLCO2B1",11579.6513137806,13024.5515291594,12976.4208199301,5929.35815303628,6549.00445625344,6032.0921554055
"TRDN",578.539051935415,454.741087731076,486.973849754553,78.3535342902765,76.2221189042533,46.725576058556
"GAS7",6093.87897464509,6332.2962708407,6385.74758637418,2919.12469611681,3115.96022080587,3284.26885565427
"P2RX1",516.44712642957,615.551167935743,566.299906728145,1489.62823912328,1687.04956508081,1647.97512483445
"CPED1",8880.13093345501,7724.20868691686,7855.48314196824,4060.71746897398,3824.31777915607,3633.81210732308
"VSIG4",9191.57614710337,9815.80469699609,10377.3907032537,4299.42242227692,4467.63246270796,5021.20228875405
"A2M",47768.4024363778,52463.4899412085,51593.8878057827,27387.2934972757,27905.4258783065,28522.369908667
"ANXA6",2981.39801039971,3238.56591988338,3166.43177419589,1389.40860224037,1497.00241527953,1354.14313692777
"GOLGA8A",2731.05913613805,2395.11172437281,2222.23134605188,6566.20839104678,5468.68295765049,5806.55139404594
"ITGA4",5194.03884786991,4793.41835100135,4356.32262879978,2230.3424644488,2125.07267505058,2002.01122035505
"UBASH3B",1810.52170086092,1776.36565418135,1684.57695989754,701.537458180383,664.656876845089,735.927822922256
"SLC7A8",2450.16709218304,2585.74089229755,2666.23691494574,1053.2172748786,1095.5659223838,1183.41507055997
"PSTPIP2",3759.02545840149,3345.06266174078,3329.49089130828,7380.72071262245,7111.01554630747,6818.33982946774
"CERS6",1796.72349519295,1552.72249628082,1621.77716479344,652.338727346954,598.597707128069,620.91102031658
"SCARB2",3474.19106996991,3145.91375446745,2970.32013334451,1208.1021682431,1421.796591294,1166.34226392319
"RNF213",13003.8232559384,13297.1831883143,12819.9722075656,7131.08270802319,7214.67762801725,7493.16497600574
"TLN1",33469.5190198889,37288.7691939483,35803.5954648726,17323.4197790153,19072.8067396816,19260.821592599
"ARHGAP35",6812.37125549845,7202.37465181562,6915.68971698943,3490.37662634941,3766.38896878883,3680.53768338164
"GYPC",920.537435277134,1201.28324815141,1167.85583877789,327.99153888953,260.171499193185,266.874924795983
"SGK1",4271.5302403545,3670.9426918244,4025.79739140981,7779.77708493804,8381.38419471169,8132.04737172945
"S100A9",11317.4854060892,14754.0586169235,14757.9518494621,5762.62912076743,5819.30470461006,5823.62420068272
"LRBA",3765.92456123547,3621.95419057,3815.36299027153,1834.93044256531,1915.71592179357,1778.2675965362
"CKAP5",5154.61540310429,5069.244912412,5010.76259883191,2666.75342869348,2742.97998563439,2663.35783533769
"MIR503HG",1266.47816309541,1313.10482710168,1215.23112280378,2612.08817221189,2852.73983685652,2875.42006514191
"SLC37A2",7629.42214826584,8907.38748895251,8886.72188262494,3367.37979926584,3941.19169480926,4040.86376029473
"NIN",11422.9431208372,10318.469318563,10534.9410664096,5727.0967040544,5850.80984709048,5381.52836566715
"MYO15B",2013.55244140384,2403.6314637214,2367.66245050347,4694.83444416041,5328.43425886667,5501.93658089497
"USP34",6991.747929182,6199.17534351896,6039.79783790601,3245.29405979029,2892.37533868673,2809.82454490586
"CRYBG3",2232.35255985301,2094.79091233496,2181.46656677379,972.130477764245,909.583952257422,801.523343158306
"RANBP2",12015.2803784406,10571.9315641836,10313.4891573583,5779.02869771191,5320.30389951688,5235.96022486934
"PRKCA",11392.3899511439,10869.0574739657,10325.6084160626,5953.95751845299,6030.69404770452,5996.14940459123
"MYO5A",6967.10827620349,6634.7470177157,6684.32205081645,3727.25940443629,3739.96530090203,3536.76668012454
"PTPRG",969.816741234154,982.964927343755,1041.1544977784,345.302203442033,353.670631715735,345.948976587386
"ERMN",119.255920415988,126.7311228103,109.073328338689,549.385827639962,515.261523792752,518.4741804959
"ACACA",4119.74997800687,3869.02663167916,4121.6497102529,2031.72536589903,2018.36170858463,2127.81084820501
"CLTC",23606.7587256509,21216.2809128302,21777.2061408337,12574.8311659814,11490.2303510865,11117.0928268549
"CD93",4243.93382901856,4108.6443008583,4229.62128780029,2270.43031920197,2162.67558704335,2144.88365484179
"ABCC4",13650.3677500945,12974.4980604864,12637.0815762098,7477.29599907325,7527.69646298405,7193.9415754769
"SASH1",1378.83498067742,1390.84744865758,1222.94337834288,431.855526204547,468.511957531477,523.865593118041
"DST",5401.01193288939,5215.14544875663,5140.7691922053,2796.12786903324,2400.48859802462,2672.34352304126
"CCR1",3770.85249183117,3865.83172942344,4199.87401643519,1843.13023103755,2039.70390187782,1881.60300512723
"CPD",4640.139448913,3860.50689233057,3880.36628695822,1935.15007944823,1606.76226650166,1692.00499458194
"TLR4",3425.89735013203,2872.21712789394,3054.0531934833,1323.81029446246,1478.70910674251,1342.46174291313
"DIP2B",4457.80601687203,4424.93962417476,4431.24168260817,2395.24932150159,2410.65154721185,2249.11763220318
"SPTBN1",3633.85602127066,3504.80777452687,3549.84104956826,1731.97754285832,1780.54869760336,1900.47294930473
"PARP4",7577.1860839514,7238.58354404713,7328.84626372689,4130.87121479202,4180.02100070925,4229.56320206967
"XACT",782.555378597478,555.912992495602,509.008865580551,2006.21491287429,1867.95006061357,2019.08402699183
"GIMAP6",3763.95338899719,3792.34897754183,3780.10696494993,2055.41364370772,1915.71592179357,1962.47419445935
"RASSF2",6732.53877984807,7045.82444128525,6703.05181426855,3880.32212258474,3571.26034439395,3778.48167935054
"WNK1",14811.3881984419,14708.2650179248,14383.3565804201,8884.92635347415,8299.0643062951,8349.50101415581
"ARRB1",5725.26976608658,6292.89247635347,6006.74531416702,3064.89871340105,3057.01511551992,3339.9801194164
"TNS3",5154.61540310429,5714.61516806781,5420.61389319547,2744.19587537573,2961.48339315992,2855.65155219406
"IGFBP4",1464.58097304263,1637.91988976673,1738.56274867123,651.427639738927,612.825835990196,675.723715308348
"WDFY3",5440.43537765501,4844.5367870929,4900.58751970192,2668.57560390953,2633.22013441227,2498.91975036239
"CEP350",6996.6758597777,6609.18779966993,6245.82523587909,3637.9728188497,3191.1660447914,3266.29748024713
"CENATAC",868.301370962693,716.723072700268,669.864481110335,1938.79442988033,1891.3248437442,1878.90729881616
"CD36",3433.78203908515,3055.39152388866,3170.83877736109,1570.71503623764,1267.31976364805,1252.60486587744
"PLXDC2",30517.6885930634,28187.5576348153,27224.2620530204,16835.0768211131,16024.9382784302,15928.0300233454
"MPDZ",749.045450546704,641.110385981518,532.145632197848,142.12966685213,164.639776833187,142.872434486738
"PECAM1",10115.0703407379,10066.072040361,10440.1904983578,6023.200176663,5943.29268469431,6095.89053810084
"IQGAP2",3891.0939983663,3063.91126323725,3149.90551232639,1517.8719549721,1402.48698783826,1317.30181734314
"TBC1D8",2582.23563214785,2587.8708271347,2634.28614199804,4704.8564078487,4821.3030944237,5288.07721355004
"FLNA",5768.63555532876,6581.49864678701,6567.53646693866,2408.00454801396,2814.12062994503,3155.77352149324
"MYO1E",2083.52905586281,1992.55404015186,1975.43916880071,862.799964801068,866.89956567104,984.831372311103
"PRPF8",18642.3614435407,20364.3069779711,19849.1422560589,10284.3569194028,11048.1420614418,11550.2029741669
"SLC16A7",1083.1591449353,848.779032603438,828.51659505752,281.52607088018,185.981970126378,194.090854397079
"TACSTD2",6854.75145862148,8034.11420572187,8121.00508267151,3673.50523556273,3935.09392529692,3991.44247792511
"IQGAP1",22873.4826530104,21591.1494441683,21727.6273552252,13412.1206777577,12399.8143033439,11997.6902218046
"TBC1D14",1868.6712818902,1845.58853638865,1828.90631355782,885.57715500173,869.94845042721,853.640331839003
"FMN1",1830.23342324372,1780.62552385564,1833.31331672302,879.199541745545,795.758921360404,812.306168402588
"APLP2",9555.25742506618,9324.8547170335,9375.89923396209,5557.63440896148,5604.86647675942,5643.01187784099
"INPP4B",1846.98838726911,1373.80796996039,1557.87561889805,609.51760976971,473.593432125094,523.865593118041
"SMC1A",8672.17226231638,9055.41796013429,9176.48234073681,5260.61984874485,5209.52775337603,5297.0629012536
"TBC1D16",1650.85674956017,1758.26120806559,1952.30240218341,733.42552446131,784.579677254447,786.24767406224
"UBR5",6535.42155601999,6041.56016557002,6000.13480941922,3480.35466266112,2995.02112547779,3078.49660724255
"MAN1C1",213.872187853467,225.773092737677,261.114937538075,712.470509476701,805.921870547638,758.392042181178
"PLEKHB2",9851.91884692744,9476.080090471,9384.71324029249,5683.36449886913,5721.74039241261,5513.6179749096
"GNG12",752.002208904125,576.147373448507,631.303203414839,160.351419012659,176.835315857868,184.206597923153
"CCNL1",6768.01988013713,5807.26733348375,6081.66436797541,12730.6271469539,11540.0288021039,11306.6908374002
"CD3G",610.077807747908,495.209849636886,587.233171762843,1516.96086736408,1366.91666568294,1417.9415196231
"NSD1",6401.3818438169,6522.92543876544,6482.70165600857,3772.81378483762,3801.95929094415,3771.29312918768
"SNX29",1527.65848466762,1706.07780455547,1630.59117112384,748.002926189733,677.868710788492,700.88364087834
"ITPR2",13199.9548936474,11134.2343611906,11280.8263521196,6441.38938874715,5728.85445684368,5474.0809490139
"AP2B1",4349.39154376659,4553.80068182221,4226.31603542639,2441.71478951094,2373.04863521909,2398.28004808242
"SLC31A1",8727.36508498824,8106.5319901849,8002.01599721112,4814.18692081188,4759.30910438157,4644.70197397453
"SLC36A1",2021.43713035696,1997.87887724473,2125.27727641749,718.848122732886,799.824101035298,962.367153052182
"HLA-DRA",23628.441620272,24935.1471384905,26213.9565773984,40664.5732090455,42647.7999693078,42549.0284139374
"FKBP11",730.319314283037,595.316786982838,616.98044312794,1522.42739301223,1631.15334455102,1568.0025042727
"APOE",2119.995742271,2690.1076993178,2547.24782948535,748.002926189733,852.671436808913,1055.81830516929
"DOCK11",4511.02766730561,4323.76771941024,4177.83900060919,2446.27022755108,2224.66957708547,2207.78346876677
"ITPR1",3566.83616516911,3726.32099759025,3572.97781618555,2001.65947483416,1738.8806059357,1751.31053342549
"PRRC2B",9125.54187712096,10644.3493486466,9920.16412486424,5143.08954730943,5168.87595662709,5620.54765858207
"OGDH",6262.4142010181,7122.50209542257,6876.02668850263,3318.18106843241,3739.96530090203,3638.30495117487
"DUSP6",2201.79939015965,1992.55404015186,2081.2072447655,3840.23426783158,3899.5236031416,3873.72996900836
"LAMP3",93.630681318338,179.979493738997,101.36107279959,729.781174029204,672.787236194876,590.359682124448
"DNAJC13",5703.5868714655,4967.0080402289,5367.72985521308,2723.24086039112,2903.55458279269,2462.07843077776
"MAN2C1",2498.46081202091,2824.29359405811,3009.98316183131,5158.57803664588,5542.8724867173,5707.70882930668
"HNRNPDL",10822.7211742807,9732.73723834732,9419.96926561409,19233.0594054388,17566.6576701336,17358.5515057535
"ANTXR2",920.537435277134,799.790531349036,633.506704997438,177.662083565162,237.81301098127,199.48226701922
"OLFML3",16325.2484774416,17935.1162962039,17927.6888760319,10167.7377055754,10444.4628797201,10406.3249295026
"AHSA2P",2561.5383236459,2571.89631585609,2778.61549565833,4972.71616460848,4961.55179320753,4586.29500390134
"NOMO2",1897.25327934527,1941.43560406031,2004.08468937451,953.908725603716,899.421003070189,788.044811602954
"AKAP13",8085.74852142784,7949.98177965453,7789.37809449024,4490.75081996248,4821.3030944237,4719.28318191415
"DAB2",7320.93369297489,7356.79492750884,7250.6219575446,4370.48725570298,3905.62137265394,3726.36469066984
"ITGA6",2679.80865794275,2263.05576446964,2351.13618863397,1194.4358541227,1150.44584799486,1106.13815630928
"EIF3L",8478.99738296486,8568.727849846,8514.33011516557,5202.31024183115,5020.49689849348,5241.35163749148
"LPL",1434.02780334928,1544.20275693223,1466.43030322016,632.294799970371,644.330978470621,706.275053500481
"TJP1",4994.95045180355,4519.72172442784,4568.96053152066,2651.26493935703,2398.45600818717,2300.33605211352
"MICAL2",1274.36285204854,1402.56209026189,1186.58560222998,538.452776343645,519.326703467646,556.214068850887
"ZNF26",680.054422206876,584.667112797098,615.87869233664,1647.24639531186,1415.69882178166,1429.62291363774
"MCM3AP",5203.89470906131,5531.44077207309,5451.46291535187,2895.43641830813,3083.43878340673,3169.25205304859
"MGA",3451.52258922968,3358.90723818224,3401.10469274277,1942.43878031244,1767.33686365995,1727.04917662586
"USP9X",7110.01826347885,6456.89745881386,6149.972917036,3712.68200270787,3454.38642874076,3632.01496978237
"TRIP12",13404.9568064286,13232.2201757813,12500.4644780886,8084.08034601888,7336.63301826406,7699.83579318781
"KLF13",7434.27609667604,8086.297609232,8044.98427807182,4335.86592659798,4443.2413846586,4734.55885101022
"SSH1",9718.86472084349,9371.71328345076,9220.5523723888,5639.63229368386,5524.57917818028,5872.14691428199
"PTGFRN",1811.50728698006,1910.55154892167,2032.7302099483,911.998695634498,943.121684575294,943.497208874688
"PIGR",16452.3890868107,16338.7301357615,15924.7059374487,9374.18039898436,9970.86944759505,10283.2210079637
"IL6R",21893.8100505848,19897.8512486357,20473.8349547259,12474.6115290984,12871.3751456316,12661.7325430983
"IGFBP3",318.344316482349,367.413759408013,360.272508755065,49.1987308334295,77.2384138229766,44.0298697474854
"TRRAP",4192.68335082326,4080.95514797537,4089.6989373052,1891.41787426295,2192.14813968632,2287.75608932853
"EGR3",68.991028339828,95.8470676716555,118.989085460388,542.097126775751,396.355018302117,549.025518688033
"ZNF106",11622.0315169036,10405.7966468861,10645.1161455396,6415.87893572241,5923.98308123856,5408.48542877785
"GTF2I",4021.19136609283,3532.49692740979,3434.15721648177,1732.88863046635,1902.50408785016,1924.73430610436
"NEK6",5871.13651171936,6068.18435103436,6370.32307529598,3109.54200619435,3603.78178179309,3340.87868818675
"PPP1R15A",1103.85645343725,1264.11632584728,1036.7474946132,2937.34644827734,2356.78791651951,2491.73120019953
"FRYL",3703.83263572962,3202.35702765187,3192.87379318709,1788.46497455596,1684.00068032464,1692.9035633523
"PLXNC1",15987.1924385764,14483.5568926057,15019.0667870001,9324.07058054291,9104.98617684273,9220.21415263159
"GALC",3524.45596204607,3018.11766423857,3113.5477362135,1667.29032268844,1618.95780552634,1435.01432625988
"CARD9",740.17517547444,831.739553906255,863.772620379116,1682.77881202489,1741.92949069187,1801.63038456548
"GIPR",661.328285943208,681.579147887328,754.699292040427,1465.02887370657,1548.83345613443,1587.77101722055
"ZNF700",729.333728163896,718.853007537416,580.622667015044,1668.20141029647,1526.47496792251,1583.27817336876
"SERPINB9",1903.16679606011,1793.40513287853,1757.29251212333,3251.67167304648,3406.62056756076,3277.08030549142
"ASB2",1650.85674956017,1953.15024566462,1986.45667671371,3483.99901309323,3985.90867123308,4010.3124221026
"NR4A2",69.9766144589684,45.7935989986798,69.4102998518933,337.102414969794,373.996530090203,320.789051017394
"FKBP4",2025.37947483352,2084.14123814922,2211.21383813888,1091.48295441571,1061.01189514721,1074.68824934679
"CLEC10A",898.854540656045,1038.3432331096,1019.1194819524,2112.81216301339,1960.43289821739,2314.71315243923
"KIAA0100",8652.46053993357,9432.41642630947,9791.25928228215,5483.83631271133,5039.80650194923,5418.36968525178
"BASP1",693.852627874842,673.059408538736,640.117209745238,1642.69095727173,1366.91666568294,1555.4225414877
"PCYOX1",2807.934853431,2631.53449129623,2444.78500589446,1386.67533941629,1249.02645511103,1335.27319275027
"MCL1",8981.64630372647,7824.31562426281,8203.636392019,15638.8187917744,14270.8132487137,14091.3554567361
"CYFIP1",28362.2117505033,31950.0875246371,30795.0363676233,16838.7211715452,18472.1764427161,18396.3984355157
"SEC23B",3216.95309287427,3230.04618053479,3434.15721648177,1844.04131864558,1832.37973845825,1695.59926966337
"PDIA4",5641.49494595965,5779.57818060082,5961.57353172372,3396.53460272269,3428.97905577267,3518.79530471741
"NFATC3",1154.12134551341,1167.20429075705,1015.8142295785,485.609695078109,451.234943913179,417.834478215933
"CLEC2D",644.573321917822,568.692601518489,500.194859250151,1749.28820741083,1336.42781812124,1452.98570166702
"CTDSP2",7550.57525873461,7846.67994005286,7570.12968702156,4251.13477905152,4607.88116149179,4702.21037527737
"KLF6",2102.25519212647,1668.80394490538,1870.77284362722,3712.68200270787,3740.98159582075,3724.56755312912
"BMP2K",1730.68922521054,1740.15676194983,1670.25419961064,852.778001112777,813.035934978702,878.800257408995
"CTNNB1",13883.9516603308,14237.5494189151,13965.7930305174,9037.9890716226,8767.57626382657,8961.42634676882
"MYO1D",3528.39830652263,3823.23303268048,3626.96360495925,1823.997391269,2032.58983744675,2056.82391534682
"XYLT1",2788.22313104819,2672.00325320204,2803.95576385823,1378.47555094405,1512.24683906038,1516.78408436236
"LIPA",13978.5679277683,12655.0078349142,12888.2807566261,8145.12321575665,7935.23072539213,7574.93473410821
"EP300",7677.71586810372,7389.80891748464,7257.23246229239,4504.41713408288,4339.57930294882,4624.03489225633
"XAF1",159.664951300745,135.250862158892,155.346861573285,558.496703720227,465.463072775307,575.982581798738
"ATRN",3293.82881016722,3017.05269682,3242.45257879558,1728.33319242622,1809.00495532761,1654.26510622695
"VPS13D",3807.31917823937,3587.87523317564,3381.27317849937,1855.88545754992,1852.70563683272,2054.12820903575
"TGOLN2",10550.699405398,9993.65425589794,9870.58533925574,6331.14778817595,6325.4195741343,6070.73061253085
"SERINC5",1537.51434585902,1392.97738349473,1401.42700653346,697.893107748277,606.728066477856,664.940890064066
"RXRA",17105.8326838008,20333.4229228324,19384.2034221303,10218.7586116249,10948.5451594069,11159.3255590617
"ANKFY1",4192.68335082326,4241.76522818004,4105.1234483834,2401.62693475778,2518.37880859653,2297.64034580245
"TTLL3",1290.13222995478,1358.89842610036,1203.11186409948,2369.73886847685,2469.59665249781,2551.93530781344
"DDIT4",2956.7583574212,3580.42046124562,3599.41983517675,6237.30576454922,6267.49076376706,6436.44810206609
"LINC02035",539.115607169799,566.562666681341,514.51761953705,1286.45570253338,1186.01617015018,1169.03797023426
"CDC42BPB",2782.30961433335,2913.75085721833,3032.01817765731,1516.04977975605,1465.49727279911,1653.3665374566
"HDLBP",12666.7528031924,13354.6914289173,13742.1376198836,7818.04276447515,8233.00513657808,8371.96523341473
"VPS13C",10164.3496466949,8529.32405535876,8494.49860092217,5139.44519687733,4631.25594462243,4312.2315289425
"APAF1",5710.48597429948,4960.61823571746,4886.26475941502,2923.68013415695,2597.64981225695,2791.85316949872
"HEG1",3453.49376146796,3126.74434093312,3188.46679002189,1788.46497455596,1790.71164679059,1839.37027292046
"APBB3",3405.20004163008,4129.94364922978,4068.7656722705,6793.9802930534,7963.68698311638,8004.45060633878
"NBAS",1420.22959768132,1274.76600003302,1444.39528739416,620.450661066027,605.711771559133,665.839458834423
"CYP51A1",399.162378251862,429.181869685302,410.95304515486,112.063775787256,112.808735978295,114.118233835319
"SPRING1",3178.51523422779,3211.94173441903,3317.37163260398,1834.01935495729,1783.59758235953,1895.98010545294
"REC8",113.342403701146,171.459754390406,160.855615529784,520.231024183115,553.88073070424,561.605481473028
"CXCL8",2708.39065539782,1994.68397498901,2112.05626692189,5437.37084470198,4702.39658893306,4738.15312609165
"DPYD",3275.10267390355,3199.16212539614,3128.9722472917,1818.53086562084,1876.08041996335,1789.94899055084
"MYO9A",1051.62038912281,929.716556415058,1047.7650025262,427.300088164415,411.599442082968,442.095835015568
"ATP7A",2845.38712595834,2183.1832080766,2366.56069971217,1188.96932847455,1050.84894595997,1139.38520081248
"IFIT3",279.906457835874,238.552701760565,254.504432790275,738.892050109468,711.406443106364,673.926577767634
"MDN1",5285.69835694997,5039.42582469193,4978.81182588422,3108.63091858632,3088.52025800034,3020.98820593971
"DMXL1",4496.24387551851,4049.00612541816,3721.71417301104,2264.96379355381,2079.33940370803,1920.24146225258
"KMT2C",8216.83147527352,7187.46510795559,6921.19847094593,4257.5123923077,4221.68909237691,4195.41758879611
"PJA2",9455.713227033,8344.01972452689,8421.78304869638,5326.21815652275,5019.48060357476,4805.54578386841
"TLR7",9357.15461511896,8324.85031099256,8735.78202421685,5471.08108619896,5135.33822430922,4984.36096916942
"LRRC4",865.344612605271,954.210807042259,962.930191596106,411.811598827965,349.605452040842,359.427508142738
"ACTN1",8729.33625722653,9241.78725838473,9178.68584231941,4989.11574155296,5541.85619179857,5630.43191505599
"EPSTI1",649.501252513524,580.407243122802,566.299906728145,1485.07280108315,1315.08562482805,1261.59055358101
"HSH2D",67.0198561015472,113.951513787413,80.4278077648922,382.656795371118,396.355018302117,424.124459608431
"ITGB2-AS1",2378.21930548579,2883.93176949826,2856.83980184062,4961.78311331216,4938.17701007689,5143.40764152258
"FCER1A",2831.58892029037,2637.92429580767,3293.13311519538,5607.74422740293,5461.56889321943,5297.96147002396
"SETX",9170.87883860142,8165.10519820647,7729.88355176005,4772.27689084266,4136.32031920414,4742.64596994343
"CLEC4F",43.3657892421776,38.3388270686622,14.3227602868986,244.171478951094,289.644051836162,292.933419136332
